Point,Corner,IDS,M0.l,VDS,temperature,Pass/Fail,gmn_raw,idn,gmp_raw,idp,vgsn_raw,vgsp_raw,gdsp_raw,gdsn_raw,Ftn,Ftp
2.629e3,nom,2.154e-6,720e-9,400e-3,-21.88,,25.75e-6,2.154e-6,15.56e-6,-2.154e-6,942.3e-3,-617.2e-3,671.9e-9,671.9e-9,2.147e9,1.8e9
2.63e3,nom,2.154e-6,1e-6,400e-3,-21.88,,22.17e-6,2.154e-6,15.56e-6,-2.154e-6,959.2e-3,-617.2e-3,671.9e-9,671.9e-9,1.39e9,1.8e9
2.716e3,nom,2.154e-6,180e-9,1.4,-21.88,,27.32e-6,2.154e-6,16.94e-6,-2.154e-6,861.8e-3,402.4e-3,187.3e-9,187.3e-9,3.183e9,1.99e9
2.717e3,nom,2.154e-6,360e-9,1.4,-21.88,,27.32e-6,2.154e-6,16.94e-6,-2.154e-6,861.8e-3,402.4e-3,187.3e-9,187.3e-9,3.183e9,1.99e9
2.718e3,nom,2.154e-6,540e-9,1.4,-21.88,,27.25e-6,2.155e-6,16.94e-6,-2.154e-6,884.9e-3,402.4e-3,187.3e-9,187.3e-9,2.996e9,1.99e9
2.719e3,nom,2.154e-6,720e-9,1.4,-21.88,,25.8e-6,2.154e-6,16.94e-6,-2.154e-6,929.5e-3,402.4e-3,187.3e-9,187.3e-9,2.238e9,1.99e9
2.72e3,nom,2.154e-6,1e-6,1.4,-21.88,,22.45e-6,2.154e-6,16.94e-6,-2.154e-6,952.1e-3,402.4e-3,187.3e-9,187.3e-9,1.447e9,1.99e9
2.806e3,nom,2.154e-6,180e-9,1.8,-21.88,,26.94e-6,2.154e-6,17.16e-6,-2.154e-6,853e-3,806.3e-3,153.2e-9,153.2e-9,3.194e9,2.021e9
2.807e3,nom,2.154e-6,360e-9,1.8,-21.88,,26.94e-6,2.154e-6,17.16e-6,-2.154e-6,853e-3,806.3e-3,153.2e-9,153.2e-9,3.194e9,2.021e9
2.808e3,nom,2.154e-6,540e-9,1.8,-21.88,,26.91e-6,2.154e-6,17.16e-6,-2.154e-6,877.6e-3,806.3e-3,153.2e-9,153.2e-9,3.006e9,2.021e9
2.809e3,nom,2.154e-6,720e-9,1.8,-21.88,,25.7e-6,2.154e-6,17.16e-6,-2.154e-6,926.1e-3,806.3e-3,153.2e-9,153.2e-9,2.253e9,2.021e9
2.81e3,nom,2.154e-6,1e-6,1.8,-21.88,,22.44e-6,2.154e-6,17.16e-6,-2.154e-6,950.5e-3,806.3e-3,153.2e-9,153.2e-9,1.457e9,2.021e9
2.896e3,nom,4.642e-6,180e-9,900e-3,-21.88,,47.91e-6,4.642e-6,23.26e-6,-4.642e-6,939.9e-3,-228.6e-3,614.8e-9,614.8e-9,5.124e9,2.623e9
2.897e3,nom,4.642e-6,360e-9,900e-3,-21.88,,47.91e-6,4.642e-6,23.26e-6,-4.642e-6,939.9e-3,-228.6e-3,614.8e-9,614.8e-9,5.124e9,2.623e9
2.898e3,nom,4.642e-6,540e-9,900e-3,-21.88,,46.82e-6,4.642e-6,23.26e-6,-4.642e-6,962.1e-3,-228.6e-3,614.8e-9,614.8e-9,4.749e9,2.623e9
2.899e3,nom,4.642e-6,720e-9,900e-3,-21.88,,41.29e-6,4.642e-6,23.26e-6,-4.642e-6,1.008,-228.6e-3,614.8e-9,614.8e-9,3.361e9,2.623e9
2.9e3,nom,4.642e-6,1e-6,900e-3,-21.88,,34.04e-6,4.642e-6,23.26e-6,-4.642e-6,1.042,-228.6e-3,614.8e-9,614.8e-9,2.09e9,2.623e9
2.986e3,nom,4.642e-6,180e-9,400e-3,-21.88,,47.43e-6,4.642e-6,21.23e-6,-4.642e-6,955.7e-3,-751.1e-3,1.875e-6,1.875e-6,4.981e9,2.378e9
2.987e3,nom,4.642e-6,360e-9,400e-3,-21.88,,47.43e-6,4.642e-6,21.23e-6,-4.642e-6,955.7e-3,-751.1e-3,1.875e-6,1.875e-6,4.981e9,2.378e9
2.988e3,nom,4.642e-6,540e-9,400e-3,-21.88,,46.16e-6,4.642e-6,21.23e-6,-4.642e-6,975.9e-3,-751.1e-3,1.875e-6,1.875e-6,4.609e9,2.378e9
2.989e3,nom,4.642e-6,720e-9,400e-3,-21.88,,40.37e-6,4.642e-6,21.23e-6,-4.642e-6,1.017,-751.1e-3,1.875e-6,1.875e-6,3.251e9,2.378e9
2.99e3,nom,4.642e-6,1e-6,400e-3,-21.88,,33.2e-6,4.642e-6,21.23e-6,-4.642e-6,1.048,-751.1e-3,1.875e-6,1.875e-6,2.019e9,2.378e9
3.076e3,nom,4.642e-6,180e-9,1.4,-21.88,,47.52e-6,4.642e-6,24e-6,-4.642e-6,928.6e-3,281.6e-3,387.7e-9,387.7e-9,5.269e9,2.723e9
3.077e3,nom,4.642e-6,360e-9,1.4,-21.88,,47.52e-6,4.642e-6,24e-6,-4.642e-6,928.6e-3,281.6e-3,387.7e-9,387.7e-9,5.269e9,2.723e9
3.078e3,nom,4.642e-6,540e-9,1.4,-21.88,,46.61e-6,4.642e-6,24e-6,-4.642e-6,952.5e-3,281.6e-3,387.7e-9,387.7e-9,4.887e9,2.723e9
3.079e3,nom,4.642e-6,720e-9,1.4,-21.88,,41.4e-6,4.642e-6,24e-6,-4.642e-6,1.003,281.6e-3,387.7e-9,387.7e-9,3.454e9,2.723e9
3.08e3,nom,4.642e-6,1e-6,1.4,-21.88,,34.17e-6,4.642e-6,24e-6,-4.642e-6,1.04,281.6e-3,387.7e-9,387.7e-9,2.135e9,2.723e9
3.166e3,nom,4.642e-6,180e-9,1.8,-21.88,,47.17e-6,4.642e-6,24.38e-6,-4.642e-6,920.6e-3,687.2e-3,306.9e-9,306.9e-9,5.307e9,2.771e9
3.167e3,nom,4.642e-6,360e-9,1.8,-21.88,,47.17e-6,4.642e-6,24.38e-6,-4.642e-6,920.6e-3,687.2e-3,306.9e-9,306.9e-9,5.307e9,2.771e9
3.168e3,nom,4.642e-6,540e-9,1.8,-21.88,,46.36e-6,4.642e-6,24.38e-6,-4.642e-6,945.8e-3,687.2e-3,306.9e-9,306.9e-9,4.928e9,2.771e9
3.169e3,nom,4.642e-6,720e-9,1.8,-21.88,,41.41e-6,4.642e-6,24.38e-6,-4.642e-6,1,687.2e-3,306.9e-9,306.9e-9,3.49e9,2.771e9
3.17e3,nom,4.642e-6,1e-6,1.8,-21.88,,34.22e-6,4.642e-6,24.38e-6,-4.642e-6,1.038,687.2e-3,306.9e-9,306.9e-9,2.154e9,2.771e9
3.256e3,nom,10e-6,180e-9,900e-3,-21.88,,71.97e-6,10e-6,31.41e-6,-10e-6,1.028,-423.2e-3,1.466e-6,1.466e-6,7.443e9,3.484e9
3.257e3,nom,10e-6,360e-9,900e-3,-21.88,,71.97e-6,10e-6,31.41e-6,-10e-6,1.028,-423.2e-3,1.466e-6,1.466e-6,7.443e9,3.484e9
3.258e3,nom,10e-6,540e-9,900e-3,-21.88,,69.49e-6,10e-6,31.41e-6,-10e-6,1.053,-423.2e-3,1.466e-6,1.466e-6,6.83e9,3.484e9
3.259e3,nom,10e-6,720e-9,900e-3,-21.88,,59.26e-6,10e-6,31.41e-6,-10e-6,1.114,-423.2e-3,1.466e-6,1.466e-6,4.706e9,3.484e9
3.26e3,nom,10e-6,1e-6,900e-3,-21.88,,48.08e-6,10e-6,31.41e-6,-10e-6,1.172,-423.2e-3,1.466e-6,1.466e-6,2.897e9,3.484e9
3.346e3,nom,10e-6,180e-9,400e-3,-21.88,,68.97e-6,10e-6,25.77e-6,-10e-6,1.047,-974e-3,7.566e-6,7.566e-6,7.016e9,2.823e9
3.347e3,nom,10e-6,360e-9,400e-3,-21.88,,68.97e-6,10e-6,25.77e-6,-10e-6,1.047,-974e-3,7.566e-6,7.566e-6,7.016e9,2.823e9
3.348e3,nom,10e-6,540e-9,400e-3,-21.88,,66.45e-6,10e-6,25.77e-6,-10e-6,1.07,-974e-3,7.566e-6,7.566e-6,6.43e9,2.823e9
3.349e3,nom,10e-6,720e-9,400e-3,-21.88,,56.32e-6,10e-6,25.77e-6,-10e-6,1.127,-974e-3,7.566e-6,7.566e-6,4.406e9,2.823e9
3.35e3,nom,10e-6,1e-6,400e-3,-21.88,,45.11e-6,10e-6,25.77e-6,-10e-6,1.184,-974e-3,7.566e-6,7.566e-6,2.664e9,2.823e9
3.436e3,nom,10e-6,180e-9,1.4,-21.88,,72.29e-6,10e-6,32.72e-6,-10e-6,1.017,93.87e-3,844.4e-9,844.4e-9,7.719e9,3.646e9
3.437e3,nom,10e-6,360e-9,1.4,-21.88,,72.29e-6,10e-6,32.72e-6,-10e-6,1.017,93.87e-3,844.4e-9,844.4e-9,7.719e9,3.646e9
3.438e3,nom,10e-6,540e-9,1.4,-21.88,,69.89e-6,10e-6,32.72e-6,-10e-6,1.044,93.87e-3,844.4e-9,844.4e-9,7.074e9,3.646e9
3.439e3,nom,10e-6,720e-9,1.4,-21.88,,59.68e-6,10e-6,32.72e-6,-10e-6,1.108,93.87e-3,844.4e-9,844.4e-9,4.841e9,3.646e9
3.44e3,nom,10e-6,1e-6,1.4,-21.88,,48.38e-6,10e-6,32.72e-6,-10e-6,1.169,93.87e-3,844.4e-9,844.4e-9,2.957e9,3.646e9
3.526e3,nom,10e-6,180e-9,1.8,-21.88,,72.29e-6,10e-6,33.34e-6,-10e-6,1.01,502.7e-3,642.2e-9,642.2e-9,7.827e9,3.725e9
3.527e3,nom,10e-6,360e-9,1.8,-21.88,,72.29e-6,10e-6,33.34e-6,-10e-6,1.01,502.7e-3,642.2e-9,642.2e-9,7.827e9,3.725e9
3.528e3,nom,10e-6,540e-9,1.8,-21.88,,69.96e-6,10e-6,33.34e-6,-10e-6,1.037,502.7e-3,642.2e-9,642.2e-9,7.177e9,3.725e9
3.529e3,nom,10e-6,720e-9,1.8,-21.88,,59.83e-6,10e-6,33.34e-6,-10e-6,1.105,502.7e-3,642.2e-9,642.2e-9,4.909e9,3.725e9
3.53e3,nom,10e-6,1e-6,1.8,-21.88,,48.48e-6,10e-6,33.34e-6,-10e-6,1.167,502.7e-3,642.2e-9,642.2e-9,2.991e9,3.725e9
3.616e3,nom,21.54e-6,180e-9,900e-3,-21.88,,94.78e-6,21.54e-6,40.16e-6,-21.54e-6,1.165,-742.1e-3,3.996e-6,3.996e-6,9.596e9,4.414e9
3.617e3,nom,21.54e-6,360e-9,900e-3,-21.88,,94.78e-6,21.54e-6,40.16e-6,-21.54e-6,1.165,-742.1e-3,3.996e-6,3.996e-6,9.596e9,4.414e9
3.618e3,nom,21.54e-6,540e-9,900e-3,-21.88,,91.41e-6,21.55e-6,40.16e-6,-21.54e-6,1.195,-742.1e-3,3.996e-6,3.996e-6,8.81e9,4.414e9
3.619e3,nom,21.54e-6,720e-9,900e-3,-21.88,,78.37e-6,21.55e-6,40.16e-6,-21.54e-6,1.28,-742.1e-3,3.996e-6,3.996e-6,6.13e9,4.414e9
3.62e3,nom,21.54e-6,1e-6,900e-3,-21.88,,64.62e-6,21.54e-6,40.16e-6,-21.54e-6,1.375,-742.1e-3,3.996e-6,3.996e-6,3.846e9,4.414e9
3.706e3,nom,21.54e-6,180e-9,400e-3,-21.88,,85.86e-6,21.54e-6,23.24e-6,-21.54e-6,1.193,-1.437,34.15e-6,34.15e-6,8.334e9,2.366e9
3.707e3,nom,21.54e-6,360e-9,400e-3,-21.88,,85.86e-6,21.54e-6,23.24e-6,-21.54e-6,1.193,-1.437,34.15e-6,34.15e-6,8.334e9,2.366e9
3.708e3,nom,21.54e-6,540e-9,400e-3,-21.88,,82.31e-6,21.54e-6,23.24e-6,-21.54e-6,1.222,-1.437,34.15e-6,34.15e-6,7.594e9,2.366e9
3.709e3,nom,21.54e-6,720e-9,400e-3,-21.88,,68.16e-6,21.54e-6,23.24e-6,-21.54e-6,1.308,-1.437,34.15e-6,34.15e-6,5.04e9,2.366e9
3.71e3,nom,21.54e-6,1e-6,400e-3,-21.88,,52.01e-6,21.54e-6,23.24e-6,-21.54e-6,1.415,-1.437,34.15e-6,34.15e-6,2.841e9,2.366e9
3.796e3,nom,21.54e-6,180e-9,1.4,-21.88,,95.85e-6,21.54e-6,42.81e-6,-21.54e-6,1.153,-209.1e-3,1.976e-6,1.976e-6,9.955e9,4.715e9
3.797e3,nom,21.54e-6,360e-9,1.4,-21.88,,95.85e-6,21.54e-6,42.81e-6,-21.54e-6,1.153,-209.1e-3,1.976e-6,1.976e-6,9.955e9,4.715e9
3.798e3,nom,21.54e-6,540e-9,1.4,-21.88,,92.46e-6,21.54e-6,42.81e-6,-21.54e-6,1.184,-209.1e-3,1.976e-6,1.976e-6,9.114e9,4.715e9
3.799e3,nom,21.54e-6,720e-9,1.4,-21.88,,79.24e-6,21.55e-6,42.81e-6,-21.54e-6,1.273,-209.1e-3,1.976e-6,1.976e-6,6.285e9,4.715e9
3.8e3,nom,21.54e-6,1e-6,1.4,-21.88,,65.31e-6,21.54e-6,42.81e-6,-21.54e-6,1.37,-209.1e-3,1.976e-6,1.976e-6,3.916e9,4.715e9
3.886e3,nom,21.54e-6,180e-9,1.8,-21.88,,96.16e-6,21.54e-6,43.89e-6,-21.54e-6,1.145,206.3e-3,1.423e-6,1.423e-6,10.15e9,4.854e9
3.887e3,nom,21.54e-6,360e-9,1.8,-21.88,,96.16e-6,21.54e-6,43.89e-6,-21.54e-6,1.145,206.3e-3,1.423e-6,1.423e-6,10.15e9,4.854e9
3.888e3,nom,21.54e-6,540e-9,1.8,-21.88,,92.78e-6,21.54e-6,43.89e-6,-21.54e-6,1.177,206.3e-3,1.423e-6,1.423e-6,9.299e9,4.854e9
3.889e3,nom,21.54e-6,720e-9,1.8,-21.88,,79.51e-6,21.54e-6,43.89e-6,-21.54e-6,1.269,206.3e-3,1.423e-6,1.423e-6,6.406e9,4.854e9
3.89e3,nom,21.54e-6,1e-6,1.8,-21.88,,65.5e-6,21.54e-6,43.89e-6,-21.54e-6,1.368,206.3e-3,1.423e-6,1.423e-6,3.981e9,4.854e9
3.976e3,nom,46.42e-6,180e-9,900e-3,-21.88,,113.2e-6,46.42e-6,45.01e-6,-46.42e-6,1.401,-1.312,15.34e-6,15.34e-6,11.3e9,4.882e9
3.977e3,nom,46.42e-6,360e-9,900e-3,-21.88,,113.2e-6,46.42e-6,45.01e-6,-46.42e-6,1.401,-1.312,15.34e-6,15.34e-6,11.3e9,4.882e9
3.978e3,nom,46.42e-6,540e-9,900e-3,-21.88,,110e-6,46.42e-6,45.01e-6,-46.42e-6,1.439,-1.312,15.34e-6,15.34e-6,10.46e9,4.882e9
3.979e3,nom,46.42e-6,720e-9,900e-3,-21.88,,97.16e-6,46.42e-6,45.01e-6,-46.42e-6,1.56,-1.312,15.34e-6,15.34e-6,7.501e9,4.882e9
3.98e3,nom,46.42e-6,1e-6,900e-3,-21.88,,82.21e-6,46.42e-6,45.01e-6,-46.42e-6,1.71,-1.312,15.34e-6,15.34e-6,4.822e9,4.882e9
4.066e3,nom,46.42e-6,180e-9,400e-3,-21.88,,87.11e-6,46.42e-6,14.61e-6,-46.42e-6,1.474,-2.781,98.66e-6,98.66e-6,7.469e9,1.4e9
4.067e3,nom,46.42e-6,360e-9,400e-3,-21.88,,87.11e-6,46.42e-6,14.61e-6,-46.42e-6,1.474,-2.781,98.66e-6,98.66e-6,7.469e9,1.4e9
4.068e3,nom,46.42e-6,540e-9,400e-3,-21.88,,82.65e-6,46.42e-6,14.61e-6,-46.42e-6,1.517,-2.781,98.66e-6,98.66e-6,6.742e9,1.4e9
4.069e3,nom,46.42e-6,720e-9,400e-3,-21.88,,65.4e-6,46.42e-6,14.61e-6,-46.42e-6,1.674,-2.781,98.66e-6,98.66e-6,4.294e9,1.4e9
4.07e3,nom,46.42e-6,1e-6,400e-3,-21.88,,47.23e-6,46.42e-6,14.61e-6,-46.42e-6,1.911,-2.781,98.66e-6,98.66e-6,2.326e9,1.4e9
4.156e3,nom,46.42e-6,180e-9,1.4,-21.88,,115.2e-6,46.42e-6,52.5e-6,-46.42e-6,1.385,-724.3e-3,5.245e-6,5.245e-6,11.64e9,5.737e9
4.157e3,nom,46.42e-6,360e-9,1.4,-21.88,,115.2e-6,46.42e-6,52.5e-6,-46.42e-6,1.385,-724.3e-3,5.245e-6,5.245e-6,11.64e9,5.737e9
4.158e3,nom,46.42e-6,540e-9,1.4,-21.88,,112e-6,46.42e-6,52.5e-6,-46.42e-6,1.424,-724.3e-3,5.245e-6,5.245e-6,10.76e9,5.737e9
4.159e3,nom,46.42e-6,720e-9,1.4,-21.88,,99.14e-6,46.42e-6,52.5e-6,-46.42e-6,1.549,-724.3e-3,5.245e-6,5.245e-6,7.705e9,5.737e9
4.16e3,nom,46.42e-6,1e-6,1.4,-21.88,,84.48e-6,46.42e-6,52.5e-6,-46.42e-6,1.699,-724.3e-3,5.245e-6,5.245e-6,4.993e9,5.737e9
4.246e3,nom,46.42e-6,180e-9,1.8,-21.88,,115.6e-6,46.42e-6,54.62e-6,-46.42e-6,1.377,-292.9e-3,3.441e-6,3.441e-6,11.98e9,5.975e9
4.247e3,nom,46.42e-6,360e-9,1.8,-21.88,,115.6e-6,46.42e-6,54.62e-6,-46.42e-6,1.377,-292.9e-3,3.441e-6,3.441e-6,11.98e9,5.975e9
4.248e3,nom,46.42e-6,540e-9,1.8,-21.88,,112.5e-6,46.42e-6,54.62e-6,-46.42e-6,1.416,-292.9e-3,3.441e-6,3.441e-6,11.06e9,5.975e9
4.249e3,nom,46.42e-6,720e-9,1.8,-21.88,,99.62e-6,46.42e-6,54.62e-6,-46.42e-6,1.544,-292.9e-3,3.441e-6,3.441e-6,7.878e9,5.975e9
4.25e3,nom,46.42e-6,1e-6,1.8,-21.88,,84.89e-6,46.42e-6,54.62e-6,-46.42e-6,1.696,-292.9e-3,3.441e-6,3.441e-6,5.062e9,5.975e9
4.336e3,nom,100e-6,180e-9,900e-3,-21.88,,124.4e-6,100e-6,30.49e-6,-100e-6,1.847,-2.724,76.25e-6,76.25e-6,11.69e9,2.987e9
4.337e3,nom,100e-6,360e-9,900e-3,-21.88,,124.4e-6,100e-6,30.49e-6,-100e-6,1.847,-2.724,76.25e-6,76.25e-6,11.69e9,2.987e9
4.338e3,nom,100e-6,540e-9,900e-3,-21.88,,121.7e-6,100e-6,30.49e-6,-100e-6,1.895,-2.724,76.25e-6,76.25e-6,10.89e9,2.987e9
4.339e3,nom,100e-6,720e-9,900e-3,-21.88,,108.9e-6,100e-6,30.49e-6,-100e-6,2.071,-2.724,76.25e-6,76.25e-6,7.833e9,2.987e9
4.34e3,nom,100e-6,1e-6,900e-3,-21.88,,88.35e-6,100e-6,30.49e-6,-100e-6,2.319,-2.724,76.25e-6,76.25e-6,4.692e9,2.987e9
4.426e3,nom,100e-6,180e-9,400e-3,-21.88,,66.31e-6,100e-6,539.6e-9,-100e-6,2.174,-16.94,245.9e-6,245.9e-6,5.327e9,50.62e6
4.427e3,nom,100e-6,360e-9,400e-3,-21.88,,66.31e-6,100e-6,539.6e-9,-100e-6,2.174,-16.94,245.9e-6,245.9e-6,5.327e9,50.62e6
4.428e3,nom,100e-6,540e-9,400e-3,-21.88,,62.18e-6,100e-6,539.6e-9,-100e-6,2.259,-16.94,245.9e-6,245.9e-6,4.765e9,50.62e6
4.429e3,nom,100e-6,720e-9,400e-3,-21.88,,46.62e-6,100e-6,539.6e-9,-100e-6,2.636,-16.94,245.9e-6,245.9e-6,2.91e9,50.62e6
4.43e3,nom,100e-6,1e-6,400e-3,-21.88,,29.86e-6,100e-6,539.6e-9,-100e-6,3.314,-16.94,245.9e-6,245.9e-6,1.418e9,50.62e6
4.516e3,nom,100e-6,180e-9,1.4,-21.88,,129e-6,100e-6,55.89e-6,-100e-6,1.82,-1.69,19.64e-6,19.64e-6,12.79e9,6.037e9
4.517e3,nom,100e-6,360e-9,1.4,-21.88,,129e-6,100e-6,55.89e-6,-100e-6,1.82,-1.69,19.64e-6,19.64e-6,12.79e9,6.037e9
4.518e3,nom,100e-6,540e-9,1.4,-21.88,,126.7e-6,100e-6,55.89e-6,-100e-6,1.868,-1.69,19.64e-6,19.64e-6,11.97e9,6.037e9
4.519e3,nom,100e-6,720e-9,1.4,-21.88,,116.4e-6,100e-6,55.89e-6,-100e-6,2.04,-1.69,19.64e-6,19.64e-6,8.938e9,6.037e9
4.52e3,nom,100e-6,1e-6,1.4,-21.88,,102.7e-6,100e-6,55.89e-6,-100e-6,2.265,-1.69,19.64e-6,19.64e-6,5.996e9,6.037e9
4.606e3,nom,100e-6,180e-9,1.8,-21.88,,129.9e-6,100e-6,62.14e-6,-100e-6,1.809,-1.197,9.982e-6,9.982e-6,13.01e9,6.748e9
4.607e3,nom,100e-6,360e-9,1.8,-21.88,,129.9e-6,100e-6,62.14e-6,-100e-6,1.809,-1.197,9.982e-6,9.982e-6,13.01e9,6.748e9
4.608e3,nom,100e-6,540e-9,1.8,-21.88,,127.6e-6,100e-6,62.14e-6,-100e-6,1.858,-1.197,9.982e-6,9.982e-6,12.15e9,6.748e9
4.609e3,nom,100e-6,720e-9,1.8,-21.88,,117.5e-6,100e-6,62.14e-6,-100e-6,2.032,-1.197,9.982e-6,9.982e-6,9.05e9,6.748e9
4.61e3,nom,100e-6,1e-6,1.8,-21.88,,104e-6,100e-6,62.14e-6,-100e-6,2.256,-1.197,9.982e-6,9.982e-6,6.099e9,6.748e9
4.696e3,nom,215.4e-6,180e-9,900e-3,-21.88,,111e-6,215.4e-6,2.481e-6,-215.4e-6,2.802,-14.09,228e-6,228e-6,9.03e9,233.1e6
4.697e3,nom,215.4e-6,360e-9,900e-3,-21.88,,111e-6,215.4e-6,2.481e-6,-215.4e-6,2.802,-14.09,228e-6,228e-6,9.03e9,233.1e6
4.698e3,nom,215.4e-6,540e-9,900e-3,-21.88,,105.8e-6,215.4e-6,2.481e-6,-215.4e-6,2.881,-14.09,228e-6,228e-6,8.21e9,233.1e6
4.699e3,nom,215.4e-6,720e-9,900e-3,-21.88,,82.84e-6,215.4e-6,2.481e-6,-215.4e-6,3.245,-14.09,228e-6,228e-6,5.234e9,233.1e6
4.7e3,nom,215.4e-6,1e-6,900e-3,-21.88,,55.21e-6,215.4e-6,2.481e-6,-215.4e-6,3.933,-14.09,228e-6,228e-6,2.643e9,233.1e6
4.786e3,nom,215.4e-6,180e-9,400e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
4.787e3,nom,215.4e-6,360e-9,400e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
4.788e3,nom,215.4e-6,540e-9,400e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
4.789e3,nom,215.4e-6,720e-9,400e-3,-21.88,,0,68.39e-6,0,-50.92e-39,147.1e6,215.4e6,16.57e-39,16.57e-39,0,0
4.79e3,nom,215.4e-6,1e-6,400e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
4.876e3,nom,215.4e-6,180e-9,1.4,-21.88,,134.6e-6,215.4e-6,27.56e-6,-215.4e-6,2.688,-4.531,113.4e-6,113.4e-6,11.97e9,2.653e9
4.877e3,nom,215.4e-6,360e-9,1.4,-21.88,,134.6e-6,215.4e-6,27.56e-6,-215.4e-6,2.688,-4.531,113.4e-6,113.4e-6,11.97e9,2.653e9
4.878e3,nom,215.4e-6,540e-9,1.4,-21.88,,133e-6,215.4e-6,27.56e-6,-215.4e-6,2.749,-4.531,113.4e-6,113.4e-6,11.3e9,2.653e9
4.879e3,nom,215.4e-6,720e-9,1.4,-21.88,,123.9e-6,215.4e-6,27.56e-6,-215.4e-6,2.986,-4.531,113.4e-6,113.4e-6,8.565e9,2.653e9
4.88e3,nom,215.4e-6,1e-6,1.4,-21.88,,104.1e-6,215.4e-6,27.56e-6,-215.4e-6,3.344,-4.531,113.4e-6,113.4e-6,5.38e9,2.653e9
4.966e3,nom,215.4e-6,180e-9,1.8,-21.88,,136.9e-6,215.4e-6,48.5e-6,-215.4e-6,2.667,-3.166,60.64e-6,60.64e-6,13.28e9,4.938e9
4.967e3,nom,215.4e-6,360e-9,1.8,-21.88,,136.9e-6,215.4e-6,48.5e-6,-215.4e-6,2.667,-3.166,60.64e-6,60.64e-6,13.28e9,4.938e9
4.968e3,nom,215.4e-6,540e-9,1.8,-21.88,,135.6e-6,215.4e-6,48.5e-6,-215.4e-6,2.728,-3.166,60.64e-6,60.64e-6,12.54e9,4.938e9
4.969e3,nom,215.4e-6,720e-9,1.8,-21.88,,128.5e-6,215.4e-6,48.5e-6,-215.4e-6,2.96,-3.166,60.64e-6,60.64e-6,9.657e9,4.938e9
4.97e3,nom,215.4e-6,1e-6,1.8,-21.88,,116.3e-6,215.4e-6,48.5e-6,-215.4e-6,3.288,-3.166,60.64e-6,60.64e-6,6.592e9,4.938e9
5.056e3,nom,464.2e-6,180e-9,900e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.057e3,nom,464.2e-6,360e-9,900e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.058e3,nom,464.2e-6,540e-9,900e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.059e3,nom,464.2e-6,720e-9,900e-3,-21.88,,0,153.4e-6,0,-57.91e-39,310.7e6,464.2e6,12.39e-39,12.39e-39,0,0
5.06e3,nom,464.2e-6,1e-6,900e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.146e3,nom,464.2e-6,180e-9,400e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.147e3,nom,464.2e-6,360e-9,400e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.148e3,nom,464.2e-6,540e-9,400e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.149e3,nom,464.2e-6,720e-9,400e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.15e3,nom,464.2e-6,1e-6,400e-3,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.236e3,nom,464.2e-6,180e-9,1.4,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.237e3,nom,464.2e-6,360e-9,1.4,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.238e3,nom,464.2e-6,540e-9,1.4,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.239e3,nom,464.2e-6,720e-9,1.4,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.24e3,nom,464.2e-6,1e-6,1.4,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.326e3,nom,464.2e-6,180e-9,1.8,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.327e3,nom,464.2e-6,360e-9,1.8,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.328e3,nom,464.2e-6,540e-9,1.8,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.329e3,nom,464.2e-6,720e-9,1.8,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
5.33e3,nom,464.2e-6,1e-6,1.8,-21.88,,sim err,sim err,sim err,sim err,eval err,eval err,sim err,sim err,sim err,sim err
