Point,Corner,IDS,M0.l,VDS,temperature,Pass/Fail,gmn_raw,idn,gmp_raw,idp,vgsn_raw,vgsp_raw,gdsp_raw,gdsn_raw,Ftn,Ftp
6,nom,10e-9,180e-9,900e-3,-50,,254.4e-9,9.998e-9,229.1e-9,-9.998e-9,611.5e-3,189.9e-3,2.153e-9,2.153e-9,36.76e6,38.3e6
7,nom,10e-9,360e-9,900e-3,-50,,254.4e-9,9.998e-9,229.1e-9,-9.998e-9,611.5e-3,189.9e-3,2.153e-9,2.153e-9,36.76e6,38.3e6
8,nom,10e-9,540e-9,900e-3,-50,,252.1e-9,9.998e-9,229.1e-9,-9.998e-9,632.7e-3,189.9e-3,2.153e-9,2.153e-9,35.23e6,38.3e6
9,nom,10e-9,720e-9,900e-3,-50,,243.8e-9,10e-9,229.1e-9,-9.998e-9,670.6e-3,189.9e-3,2.153e-9,2.153e-9,29.17e6,38.3e6
10,nom,10e-9,1e-6,900e-3,-50,,236.9e-9,10e-9,229.1e-9,-9.998e-9,680.6e-3,189.9e-3,2.153e-9,2.153e-9,22.39e6,38.3e6
96,nom,10e-9,180e-9,400e-3,-50,,242.8e-9,9.999e-9,229.9e-9,-10e-9,628.4e-3,-315.7e-3,3.319e-9,3.319e-9,33.75e6,38.02e6
97,nom,10e-9,360e-9,400e-3,-50,,242.8e-9,9.999e-9,229.9e-9,-10e-9,628.4e-3,-315.7e-3,3.319e-9,3.319e-9,33.75e6,38.02e6
98,nom,10e-9,540e-9,400e-3,-50,,242e-9,9.999e-9,229.9e-9,-10e-9,647.9e-3,-315.7e-3,3.319e-9,3.319e-9,32.59e6,38.02e6
99,nom,10e-9,720e-9,400e-3,-50,,238.5e-9,10e-9,229.9e-9,-10e-9,680e-3,-315.7e-3,3.319e-9,3.319e-9,27.64e6,38.02e6
100,nom,10e-9,1e-6,400e-3,-50,,234.9e-9,9.999e-9,229.9e-9,-10e-9,685.9e-3,-315.7e-3,3.319e-9,3.319e-9,21.62e6,38.02e6
186,nom,10e-9,180e-9,1.4,-50,,262.5e-9,9.998e-9,228.5e-9,-9.997e-9,600.2e-3,694.1e-3,1.756e-9,1.756e-9,38.86e6,38.44e6
187,nom,10e-9,360e-9,1.4,-50,,262.5e-9,9.998e-9,228.5e-9,-9.997e-9,600.2e-3,694.1e-3,1.756e-9,1.756e-9,38.86e6,38.44e6
188,nom,10e-9,540e-9,1.4,-50,,259.4e-9,9.998e-9,228.5e-9,-9.997e-9,622.3e-3,694.1e-3,1.756e-9,1.756e-9,37.18e6,38.44e6
189,nom,10e-9,720e-9,1.4,-50,,247.9e-9,9.998e-9,228.5e-9,-9.997e-9,663.8e-3,694.1e-3,1.756e-9,1.756e-9,30.41e6,38.44e6
190,nom,10e-9,1e-6,1.4,-50,,238.4e-9,9.998e-9,228.5e-9,-9.997e-9,676.9e-3,694.1e-3,1.756e-9,1.756e-9,23.01e6,38.44e6
276,nom,10e-9,180e-9,1.8,-50,,267.5e-9,9.998e-9,228.2e-9,-9.995e-9,593.1e-3,1.097,1.574e-9,1.574e-9,39.95e6,38.5e6
277,nom,10e-9,360e-9,1.8,-50,,267.5e-9,9.998e-9,228.2e-9,-9.995e-9,593.1e-3,1.097,1.574e-9,1.574e-9,39.95e6,38.5e6
278,nom,10e-9,540e-9,1.8,-50,,264.1e-9,9.998e-9,228.2e-9,-9.995e-9,615.7e-3,1.097,1.574e-9,1.574e-9,38.19e6,38.5e6
279,nom,10e-9,720e-9,1.8,-50,,250.7e-9,9.998e-9,228.2e-9,-9.995e-9,659.4e-3,1.097,1.574e-9,1.574e-9,31.05e6,38.5e6
280,nom,10e-9,1e-6,1.8,-50,,239.5e-9,9.998e-9,228.2e-9,-9.995e-9,674.4e-3,1.097,1.574e-9,1.574e-9,23.31e6,38.5e6
366,nom,21.54e-9,180e-9,900e-3,-50,,498.6e-9,21.54e-9,489.7e-9,-21.54e-9,643.2e-3,156.2e-3,4.42e-9,4.42e-9,71.38e6,79.12e6
367,nom,21.54e-9,360e-9,900e-3,-50,,498.6e-9,21.54e-9,489.7e-9,-21.54e-9,643.2e-3,156.2e-3,4.42e-9,4.42e-9,71.38e6,79.12e6
368,nom,21.54e-9,540e-9,900e-3,-50,,494.1e-9,21.54e-9,489.7e-9,-21.54e-9,664.6e-3,156.2e-3,4.42e-9,4.42e-9,68.23e6,79.12e6
369,nom,21.54e-9,720e-9,900e-3,-50,,480.2e-9,21.54e-9,489.7e-9,-21.54e-9,703.5e-3,156.2e-3,4.42e-9,4.42e-9,55.96e6,79.12e6
370,nom,21.54e-9,1e-6,900e-3,-50,,473.4e-9,21.55e-9,489.7e-9,-21.54e-9,714.3e-3,156.2e-3,4.42e-9,4.42e-9,42.65e6,79.12e6
456,nom,21.54e-9,180e-9,400e-3,-50,,476.1e-9,21.54e-9,493.7e-9,-21.54e-9,661.6e-3,-349.2e-3,6.915e-9,6.915e-9,65.5e6,78.82e6
457,nom,21.54e-9,360e-9,400e-3,-50,,476.1e-9,21.54e-9,493.7e-9,-21.54e-9,661.6e-3,-349.2e-3,6.915e-9,6.915e-9,65.5e6,78.82e6
458,nom,21.54e-9,540e-9,400e-3,-50,,475.2e-9,21.54e-9,493.7e-9,-21.54e-9,681.1e-3,-349.2e-3,6.915e-9,6.915e-9,63.17e6,78.82e6
459,nom,21.54e-9,720e-9,400e-3,-50,,472.8e-9,21.54e-9,493.7e-9,-21.54e-9,713.6e-3,-349.2e-3,6.915e-9,6.915e-9,53.32e6,78.82e6
460,nom,21.54e-9,1e-6,400e-3,-50,,472.6e-9,21.55e-9,493.7e-9,-21.54e-9,719.8e-3,-349.2e-3,6.915e-9,6.915e-9,41.47e6,78.82e6
546,nom,21.54e-9,180e-9,1.4,-50,,516.2e-9,21.54e-9,486.4e-9,-21.55e-9,630.7e-3,660.3e-3,3.596e-9,3.596e-9,75.96e6,79.16e6
547,nom,21.54e-9,360e-9,1.4,-50,,516.2e-9,21.54e-9,486.4e-9,-21.55e-9,630.7e-3,660.3e-3,3.596e-9,3.596e-9,75.96e6,79.16e6
548,nom,21.54e-9,540e-9,1.4,-50,,509.4e-9,21.54e-9,486.4e-9,-21.55e-9,653.2e-3,660.3e-3,3.596e-9,3.596e-9,72.38e6,79.16e6
549,nom,21.54e-9,720e-9,1.4,-50,,486.9e-9,21.54e-9,486.3e-9,-21.54e-9,696.2e-3,660.3e-3,3.595e-9,3.595e-9,58.38e6,79.14e6
550,nom,21.54e-9,1e-6,1.4,-50,,474.3e-9,21.55e-9,486.3e-9,-21.54e-9,710.4e-3,660.3e-3,3.595e-9,3.595e-9,43.75e6,79.14e6
636,nom,21.54e-9,180e-9,1.8,-50,,527.9e-9,21.54e-9,483.9e-9,-21.54e-9,623e-3,1.063,3.224e-9,3.224e-9,78.44e6,79.04e6
637,nom,21.54e-9,360e-9,1.8,-50,,527.9e-9,21.54e-9,483.9e-9,-21.54e-9,623e-3,1.063,3.224e-9,3.224e-9,78.44e6,79.04e6
638,nom,21.54e-9,540e-9,1.8,-50,,519.9e-9,21.54e-9,483.9e-9,-21.54e-9,646e-3,1.063,3.224e-9,3.224e-9,74.63e6,79.04e6
639,nom,21.54e-9,720e-9,1.8,-50,,492e-9,21.54e-9,483.9e-9,-21.54e-9,691.4e-3,1.063,3.224e-9,3.224e-9,59.65e6,79.04e6
640,nom,21.54e-9,1e-6,1.8,-50,,475.1e-9,21.54e-9,483.9e-9,-21.54e-9,707.8e-3,1.063,3.224e-9,3.224e-9,44.24e6,79.04e6
726,nom,46.42e-9,180e-9,900e-3,-50,,973.7e-9,46.42e-9,1.047e-6,-46.41e-9,678e-3,122.4e-3,8.861e-9,8.861e-9,137.1e6,161.8e6
727,nom,46.42e-9,360e-9,900e-3,-50,,973.7e-9,46.42e-9,1.047e-6,-46.41e-9,678e-3,122.4e-3,8.861e-9,8.861e-9,137.1e6,161.8e6
728,nom,46.42e-9,540e-9,900e-3,-50,,967.5e-9,46.42e-9,1.047e-6,-46.41e-9,699.7e-3,122.4e-3,8.861e-9,8.861e-9,130.8e6,161.8e6
729,nom,46.42e-9,720e-9,900e-3,-50,,956.7e-9,46.41e-9,1.047e-6,-46.41e-9,739.4e-3,122.4e-3,8.861e-9,8.861e-9,107e6,161.8e6
730,nom,46.42e-9,1e-6,900e-3,-50,,965.3e-9,46.41e-9,1.047e-6,-46.41e-9,750.3e-3,122.4e-3,8.861e-9,8.861e-9,81.62e6,161.8e6
816,nom,46.42e-9,180e-9,400e-3,-50,,941.6e-9,46.41e-9,1.054e-6,-46.42e-9,697.9e-3,-382.8e-3,14.24e-9,14.24e-9,127.1e6,161e6
817,nom,46.42e-9,360e-9,400e-3,-50,,941.6e-9,46.41e-9,1.054e-6,-46.42e-9,697.9e-3,-382.8e-3,14.24e-9,14.24e-9,127.1e6,161e6
818,nom,46.42e-9,540e-9,400e-3,-50,,943.5e-9,46.42e-9,1.054e-6,-46.42e-9,717.4e-3,-382.8e-3,14.24e-9,14.24e-9,122.6e6,161e6
819,nom,46.42e-9,720e-9,400e-3,-50,,955.3e-9,46.41e-9,1.054e-6,-46.42e-9,749.8e-3,-382.8e-3,14.24e-9,14.24e-9,103.4e6,161e6
820,nom,46.42e-9,1e-6,400e-3,-50,,972e-9,46.41e-9,1.054e-6,-46.42e-9,755.7e-3,-382.8e-3,14.24e-9,14.24e-9,80.16e6,161e6
906,nom,46.42e-9,180e-9,1.4,-50,,1.005e-6,46.41e-9,1.038e-6,-46.41e-9,664.4e-3,626.2e-3,7.149e-9,7.149e-9,146.1e6,161.9e6
907,nom,46.42e-9,360e-9,1.4,-50,,1.005e-6,46.41e-9,1.038e-6,-46.41e-9,664.4e-3,626.2e-3,7.149e-9,7.149e-9,146.1e6,161.9e6
908,nom,46.42e-9,540e-9,1.4,-50,,992.5e-9,46.41e-9,1.038e-6,-46.41e-9,687.4e-3,626.2e-3,7.149e-9,7.149e-9,138.8e6,161.9e6
909,nom,46.42e-9,720e-9,1.4,-50,,961.5e-9,46.41e-9,1.038e-6,-46.41e-9,731.8e-3,626.2e-3,7.149e-9,7.149e-9,111.1e6,161.9e6
910,nom,46.42e-9,1e-6,1.4,-50,,960.7e-9,46.41e-9,1.038e-6,-46.41e-9,746.4e-3,626.2e-3,7.149e-9,7.149e-9,83.27e6,161.9e6
996,nom,46.42e-9,180e-9,1.8,-50,,1.027e-6,46.41e-9,1.032e-6,-46.41e-9,656e-3,1.029,6.402e-9,6.402e-9,151.2e6,161.5e6
997,nom,46.42e-9,360e-9,1.8,-50,,1.027e-6,46.41e-9,1.032e-6,-46.41e-9,656e-3,1.029,6.402e-9,6.402e-9,151.2e6,161.5e6
998,nom,46.42e-9,540e-9,1.8,-50,,1.012e-6,46.41e-9,1.032e-6,-46.41e-9,679.5e-3,1.029,6.402e-9,6.402e-9,143.3e6,161.5e6
999,nom,46.42e-9,720e-9,1.8,-50,,966.8e-9,46.41e-9,1.032e-6,-46.41e-9,726.7e-3,1.029,6.402e-9,6.402e-9,113.2e6,161.5e6
1e3,nom,46.42e-9,1e-6,1.8,-50,,958.2e-9,46.41e-9,1.032e-6,-46.41e-9,743.8e-3,1.029,6.402e-9,6.402e-9,83.92e6,161.5e6
1.086e3,nom,100e-9,180e-9,900e-3,-50,,1.924e-6,100e-9,2.162e-6,-100e-9,716.3e-3,87.77e-3,17.42e-9,17.42e-9,263.3e6,317.2e6
1.087e3,nom,100e-9,360e-9,900e-3,-50,,1.924e-6,100e-9,2.162e-6,-100e-9,716.3e-3,87.77e-3,17.42e-9,17.42e-9,263.3e6,317.2e6
1.088e3,nom,100e-9,540e-9,900e-3,-50,,1.923e-6,100e-9,2.162e-6,-100e-9,738.1e-3,87.77e-3,17.42e-9,17.42e-9,251.3e6,317.2e6
1.089e3,nom,100e-9,720e-9,900e-3,-50,,1.952e-6,100e-9,2.162e-6,-100e-9,777.7e-3,87.77e-3,17.42e-9,17.42e-9,206.4e6,317.2e6
1.09e3,nom,100e-9,1e-6,900e-3,-50,,2.003e-6,100e-9,2.162e-6,-100e-9,787.9e-3,87.77e-3,17.42e-9,17.42e-9,157.5e6,317.2e6
1.176e3,nom,100e-9,180e-9,400e-3,-50,,1.907e-6,100e-9,2.161e-6,-100e-9,737e-3,-417.3e-3,29.24e-9,29.24e-9,249.6e6,313.2e6
1.177e3,nom,100e-9,360e-9,400e-3,-50,,1.907e-6,100e-9,2.161e-6,-100e-9,737e-3,-417.3e-3,29.24e-9,29.24e-9,249.6e6,313.2e6
1.178e3,nom,100e-9,540e-9,400e-3,-50,,1.921e-6,100e-9,2.161e-6,-100e-9,756.4e-3,-417.3e-3,29.24e-9,29.24e-9,240.7e6,313.2e6
1.179e3,nom,100e-9,720e-9,400e-3,-50,,1.981e-6,100e-9,2.161e-6,-100e-9,787.9e-3,-417.3e-3,29.24e-9,29.24e-9,202.8e6,313.2e6
1.18e3,nom,100e-9,1e-6,400e-3,-50,,2.029e-6,100e-9,2.161e-6,-100e-9,792.9e-3,-417.3e-3,29.24e-9,29.24e-9,156e6,313.2e6
1.266e3,nom,100e-9,180e-9,1.4,-50,,1.962e-6,100e-9,2.153e-6,-100e-9,701.7e-3,591.3e-3,13.83e-9,13.83e-9,279e6,318.7e6
1.267e3,nom,100e-9,360e-9,1.4,-50,,1.962e-6,100e-9,2.153e-6,-100e-9,701.7e-3,591.3e-3,13.83e-9,13.83e-9,279e6,318.7e6
1.268e3,nom,100e-9,540e-9,1.4,-50,,1.947e-6,100e-9,2.153e-6,-100e-9,725e-3,591.3e-3,13.83e-9,13.83e-9,264.7e6,318.7e6
1.269e3,nom,100e-9,720e-9,1.4,-50,,1.937e-6,100e-9,2.153e-6,-100e-9,770.2e-3,591.3e-3,13.83e-9,13.83e-9,212.3e6,318.7e6
1.27e3,nom,100e-9,1e-6,1.4,-50,,1.984e-6,100e-9,2.153e-6,-100e-9,784.4e-3,591.3e-3,13.83e-9,13.83e-9,159.8e6,318.7e6
1.356e3,nom,100e-9,180e-9,1.8,-50,,1.996e-6,100e-9,2.144e-6,-100e-9,692.5e-3,993.8e-3,12.31e-9,12.31e-9,288.1e6,318.7e6
1.357e3,nom,100e-9,360e-9,1.8,-50,,1.996e-6,100e-9,2.144e-6,-100e-9,692.5e-3,993.8e-3,12.31e-9,12.31e-9,288.1e6,318.7e6
1.358e3,nom,100e-9,540e-9,1.8,-50,,1.972e-6,100e-9,2.144e-6,-100e-9,716.6e-3,993.8e-3,12.31e-9,12.31e-9,272.4e6,318.7e6
1.359e3,nom,100e-9,720e-9,1.8,-50,,1.932e-6,100e-9,2.144e-6,-100e-9,765e-3,993.8e-3,12.31e-9,12.31e-9,215e6,318.7e6
1.36e3,nom,100e-9,1e-6,1.8,-50,,1.971e-6,100e-9,2.144e-6,-100e-9,781.9e-3,993.8e-3,12.31e-9,12.31e-9,160.4e6,318.7e6
1.446e3,nom,215.4e-9,180e-9,900e-3,-50,,3.883e-6,215.4e-9,4.178e-6,-215.4e-9,757.6e-3,50.52e-3,34.01e-9,34.01e-9,509.1e6,577.9e6
1.447e3,nom,215.4e-9,360e-9,900e-3,-50,,3.883e-6,215.4e-9,4.178e-6,-215.4e-9,757.6e-3,50.52e-3,34.01e-9,34.01e-9,509.1e6,577.9e6
1.448e3,nom,215.4e-9,540e-9,900e-3,-50,,3.907e-6,215.4e-9,4.178e-6,-215.4e-9,779.3e-3,50.52e-3,34.01e-9,34.01e-9,486.4e6,577.9e6
1.449e3,nom,215.4e-9,720e-9,900e-3,-50,,4.047e-6,215.5e-9,4.178e-6,-215.4e-9,817.9e-3,50.52e-3,34.01e-9,34.01e-9,400.8e6,577.9e6
1.45e3,nom,215.4e-9,1e-6,900e-3,-50,,4.121e-6,215.4e-9,4.178e-6,-215.4e-9,827.1e-3,50.52e-3,34.01e-9,34.01e-9,301.4e6,577.9e6
1.536e3,nom,215.4e-9,180e-9,400e-3,-50,,3.961e-6,215.4e-9,4.128e-6,-215.4e-9,778e-3,-454.8e-3,60.64e-9,60.64e-9,496.1e6,564.2e6
1.537e3,nom,215.4e-9,360e-9,400e-3,-50,,3.961e-6,215.4e-9,4.128e-6,-215.4e-9,778e-3,-454.8e-3,60.64e-9,60.64e-9,496.1e6,564.2e6
1.538e3,nom,215.4e-9,540e-9,400e-3,-50,,4.005e-6,215.4e-9,4.128e-6,-215.4e-9,797e-3,-454.8e-3,60.64e-9,60.64e-9,478e6,564.2e6
1.539e3,nom,215.4e-9,720e-9,400e-3,-50,,4.146e-6,215.4e-9,4.128e-6,-215.4e-9,827.2e-3,-454.8e-3,60.64e-9,60.64e-9,399.1e6,564.2e6
1.54e3,nom,215.4e-9,1e-6,400e-3,-50,,4.171e-6,215.4e-9,4.128e-6,-215.4e-9,831.5e-3,-454.8e-3,60.64e-9,60.64e-9,299.8e6,564.2e6
1.626e3,nom,215.4e-9,180e-9,1.4,-50,,3.888e-6,215.5e-9,4.19e-6,-215.4e-9,742.6e-3,554.1e-3,26.28e-9,26.28e-9,533e6,584.9e6
1.627e3,nom,215.4e-9,360e-9,1.4,-50,,3.888e-6,215.5e-9,4.19e-6,-215.4e-9,742.6e-3,554.1e-3,26.28e-9,26.28e-9,533e6,584.9e6
1.628e3,nom,215.4e-9,540e-9,1.4,-50,,3.884e-6,215.4e-9,4.19e-6,-215.4e-9,766.1e-3,554.1e-3,26.28e-9,26.28e-9,505.6e6,584.9e6
1.629e3,nom,215.4e-9,720e-9,1.4,-50,,3.977e-6,215.5e-9,4.19e-6,-215.4e-9,810.8e-3,554.1e-3,26.28e-9,26.28e-9,408e6,584.9e6
1.63e3,nom,215.4e-9,1e-6,1.4,-50,,4.078e-6,215.4e-9,4.19e-6,-215.4e-9,823.9e-3,554.1e-3,26.28e-9,26.28e-9,305.2e6,584.9e6
1.716e3,nom,215.4e-9,180e-9,1.8,-50,,3.918e-6,215.5e-9,4.191e-6,-215.4e-9,732.9e-3,956.4e-3,23.12e-9,23.12e-9,547.4e6,587.4e6
1.717e3,nom,215.4e-9,360e-9,1.8,-50,,3.918e-6,215.5e-9,4.191e-6,-215.4e-9,732.9e-3,956.4e-3,23.12e-9,23.12e-9,547.4e6,587.4e6
1.718e3,nom,215.4e-9,540e-9,1.8,-50,,3.894e-6,215.4e-9,4.191e-6,-215.4e-9,757.3e-3,956.4e-3,23.12e-9,23.12e-9,516.6e6,587.4e6
1.719e3,nom,215.4e-9,720e-9,1.8,-50,,3.937e-6,215.4e-9,4.191e-6,-215.4e-9,805.9e-3,956.4e-3,23.12e-9,23.12e-9,410.2e6,587.4e6
1.72e3,nom,215.4e-9,1e-6,1.8,-50,,4.047e-6,215.4e-9,4.191e-6,-215.4e-9,821.8e-3,956.4e-3,23.12e-9,23.12e-9,305.7e6,587.4e6
1.806e3,nom,464.2e-9,180e-9,900e-3,-50,,7.941e-6,464.2e-9,7.39e-6,-464.2e-9,801.3e-3,7.112e-3,66.93e-9,66.93e-9,984.9e6,959.6e6
1.807e3,nom,464.2e-9,360e-9,900e-3,-50,,7.941e-6,464.2e-9,7.39e-6,-464.2e-9,801.3e-3,7.112e-3,66.93e-9,66.93e-9,984.9e6,959.6e6
1.808e3,nom,464.2e-9,540e-9,900e-3,-50,,8.024e-6,464.2e-9,7.39e-6,-464.2e-9,822.7e-3,7.112e-3,66.93e-9,66.93e-9,941.4e6,959.6e6
1.809e3,nom,464.2e-9,720e-9,900e-3,-50,,8.277e-6,464.2e-9,7.39e-6,-464.2e-9,859.7e-3,7.112e-3,66.93e-9,66.93e-9,767.8e6,959.6e6
1.81e3,nom,464.2e-9,1e-6,900e-3,-50,,8.109e-6,464.2e-9,7.39e-6,-464.2e-9,868.8e-3,7.112e-3,66.93e-9,66.93e-9,556.9e6,959.6e6
1.896e3,nom,464.2e-9,180e-9,400e-3,-50,,8.264e-6,464.2e-9,7.196e-6,-464.2e-9,820.4e-3,-499e-3,129.1e-9,129.1e-9,982.9e6,924e6
1.897e3,nom,464.2e-9,360e-9,400e-3,-50,,8.264e-6,464.2e-9,7.196e-6,-464.2e-9,820.4e-3,-499e-3,129.1e-9,129.1e-9,982.9e6,924e6
1.898e3,nom,464.2e-9,540e-9,400e-3,-50,,8.343e-6,464.2e-9,7.196e-6,-464.2e-9,839e-3,-499e-3,129.1e-9,129.1e-9,943.3e6,924e6
1.899e3,nom,464.2e-9,720e-9,400e-3,-50,,8.462e-6,464.2e-9,7.196e-6,-464.2e-9,868e-3,-499e-3,129.1e-9,129.1e-9,767.6e6,924e6
1.9e3,nom,464.2e-9,1e-6,400e-3,-50,,8.163e-6,464.2e-9,7.196e-6,-464.2e-9,872.9e-3,-499e-3,129.1e-9,129.1e-9,553.1e6,924e6
1.986e3,nom,464.2e-9,180e-9,1.4,-50,,7.804e-6,464.2e-9,7.473e-6,-464.2e-9,786.7e-3,511e-3,49.84e-9,49.84e-9,1.016e9,979.1e6
1.987e3,nom,464.2e-9,360e-9,1.4,-50,,7.804e-6,464.2e-9,7.473e-6,-464.2e-9,786.7e-3,511e-3,49.84e-9,49.84e-9,1.016e9,979.1e6
1.988e3,nom,464.2e-9,540e-9,1.4,-50,,7.85e-6,464.2e-9,7.473e-6,-464.2e-9,810.1e-3,511e-3,49.84e-9,49.84e-9,964.2e6,979.1e6
1.989e3,nom,464.2e-9,720e-9,1.4,-50,,8.119e-6,464.2e-9,7.473e-6,-464.2e-9,853.4e-3,511e-3,49.84e-9,49.84e-9,778.3e6,979.1e6
1.99e3,nom,464.2e-9,1e-6,1.4,-50,,8.048e-6,464.2e-9,7.473e-6,-464.2e-9,866.1e-3,511e-3,49.84e-9,49.84e-9,564.6e6,979.1e6
2.076e3,nom,464.2e-9,180e-9,1.8,-50,,7.776e-6,464.2e-9,7.512e-6,-464.2e-9,776.9e-3,913.4e-3,43.07e-9,43.07e-9,1.034e9,988e6
2.077e3,nom,464.2e-9,360e-9,1.8,-50,,7.776e-6,464.2e-9,7.512e-6,-464.2e-9,776.9e-3,913.4e-3,43.07e-9,43.07e-9,1.034e9,988e6
2.078e3,nom,464.2e-9,540e-9,1.8,-50,,7.783e-6,464.2e-9,7.512e-6,-464.2e-9,801.4e-3,913.4e-3,43.07e-9,43.07e-9,976e6,988e6
2.079e3,nom,464.2e-9,720e-9,1.8,-50,,8.013e-6,464.2e-9,7.512e-6,-464.2e-9,849.1e-3,913.4e-3,43.07e-9,43.07e-9,779e6,988e6
2.08e3,nom,464.2e-9,1e-6,1.8,-50,,8.003e-6,464.2e-9,7.512e-6,-464.2e-9,864.2e-3,913.4e-3,43.07e-9,43.07e-9,565.9e6,988e6
2.166e3,nom,1e-6,180e-9,900e-3,-50,,16.01e-6,1e-6,11.89e-6,-1e-6,847.6e-3,-48.45e-3,134.7e-9,134.7e-9,1.872e9,1.451e9
2.167e3,nom,1e-6,360e-9,900e-3,-50,,16.01e-6,1e-6,11.89e-6,-1e-6,847.6e-3,-48.45e-3,134.7e-9,134.7e-9,1.872e9,1.451e9
2.168e3,nom,1e-6,540e-9,900e-3,-50,,16.13e-6,1e-6,11.89e-6,-1e-6,868.5e-3,-48.45e-3,134.7e-9,134.7e-9,1.782e9,1.451e9
2.169e3,nom,1e-6,720e-9,900e-3,-50,,16.04e-6,1e-6,11.89e-6,-1e-6,904.8e-3,-48.45e-3,134.7e-9,134.7e-9,1.405e9,1.451e9
2.17e3,nom,1e-6,1e-6,900e-3,-50,,14.8e-6,1e-6,11.89e-6,-1e-6,916.3e-3,-48.45e-3,134.7e-9,134.7e-9,966.1e6,1.451e9
2.256e3,nom,1e-6,180e-9,400e-3,-50,,16.67e-6,1e-6,11.4e-6,-1e-6,864.8e-3,-556.5e-3,287e-9,287e-9,1.885e9,1.377e9
2.257e3,nom,1e-6,360e-9,400e-3,-50,,16.67e-6,1e-6,11.4e-6,-1e-6,864.8e-3,-556.5e-3,287e-9,287e-9,1.885e9,1.377e9
2.258e3,nom,1e-6,540e-9,400e-3,-50,,16.69e-6,1e-6,11.4e-6,-1e-6,883.1e-3,-556.5e-3,287e-9,287e-9,1.793e9,1.377e9
2.259e3,nom,1e-6,720e-9,400e-3,-50,,16.22e-6,1e-6,11.4e-6,-1e-6,912.4e-3,-556.5e-3,287e-9,287e-9,1.398e9,1.377e9
2.26e3,nom,1e-6,1e-6,400e-3,-50,,14.78e-6,1e-6,11.4e-6,-1e-6,920.2e-3,-556.5e-3,287e-9,287e-9,955.2e6,1.377e9
2.346e3,nom,1e-6,180e-9,1.4,-50,,15.57e-6,1e-6,12.11e-6,-1e-6,834.1e-3,456.2e-3,95.84e-9,95.84e-9,1.906e9,1.49e9
2.347e3,nom,1e-6,360e-9,1.4,-50,,15.57e-6,1e-6,12.11e-6,-1e-6,834.1e-3,456.2e-3,95.84e-9,95.84e-9,1.906e9,1.49e9
2.348e3,nom,1e-6,540e-9,1.4,-50,,15.69e-6,1e-6,12.11e-6,-1e-6,857.1e-3,456.2e-3,95.84e-9,95.84e-9,1.809e9,1.49e9
2.349e3,nom,1e-6,720e-9,1.4,-50,,15.82e-6,1e-6,12.11e-6,-1e-6,899.3e-3,456.2e-3,95.84e-9,95.84e-9,1.428e9,1.49e9
2.35e3,nom,1e-6,1e-6,1.4,-50,,14.76e-6,1e-6,12.11e-6,-1e-6,913.8e-3,456.2e-3,95.84e-9,95.84e-9,982.4e6,1.49e9
2.436e3,nom,1e-6,180e-9,1.8,-50,,15.37e-6,1e-6,12.23e-6,-1e-6,824.6e-3,859.1e-3,80.86e-9,80.86e-9,1.921e9,1.51e9
2.437e3,nom,1e-6,360e-9,1.8,-50,,15.37e-6,1e-6,12.23e-6,-1e-6,824.6e-3,859.1e-3,80.86e-9,80.86e-9,1.921e9,1.51e9
2.438e3,nom,1e-6,540e-9,1.8,-50,,15.45e-6,1e-6,12.23e-6,-1e-6,849.1e-3,859.1e-3,80.86e-9,80.86e-9,1.816e9,1.51e9
2.439e3,nom,1e-6,720e-9,1.8,-50,,15.66e-6,1e-6,12.23e-6,-1e-6,895.5e-3,859.1e-3,80.86e-9,80.86e-9,1.431e9,1.51e9
2.44e3,nom,1e-6,1e-6,1.8,-50,,14.72e-6,1e-6,12.23e-6,-1e-6,912.1e-3,859.1e-3,80.86e-9,80.86e-9,986.8e6,1.51e9
2.526e3,nom,2.154e-6,180e-9,900e-3,-50,,30.48e-6,2.154e-6,17.62e-6,-2.154e-6,898.3e-3,-126.3e-3,280.9e-9,280.9e-9,3.377e9,2.043e9
2.527e3,nom,2.154e-6,360e-9,900e-3,-50,,30.48e-6,2.154e-6,17.62e-6,-2.154e-6,898.3e-3,-126.3e-3,280.9e-9,280.9e-9,3.377e9,2.043e9
2.528e3,nom,2.154e-6,540e-9,900e-3,-50,,30.33e-6,2.154e-6,17.62e-6,-2.154e-6,919.1e-3,-126.3e-3,280.9e-9,280.9e-9,3.182e9,2.043e9
2.529e3,nom,2.154e-6,720e-9,900e-3,-50,,28.45e-6,2.154e-6,17.62e-6,-2.154e-6,957.2e-3,-126.3e-3,280.9e-9,280.9e-9,2.382e9,2.043e9
2.53e3,nom,2.154e-6,1e-6,900e-3,-50,,24.63e-6,2.154e-6,17.62e-6,-2.154e-6,975e-3,-126.3e-3,280.9e-9,280.9e-9,1.547e9,2.043e9
2.616e3,nom,2.154e-6,180e-9,400e-3,-50,,31.15e-6,2.155e-6,16.59e-6,-2.154e-6,913.9e-3,-638.5e-3,685.6e-9,685.6e-9,3.37e9,1.91e9
2.617e3,nom,2.154e-6,360e-9,400e-3,-50,,31.15e-6,2.155e-6,16.59e-6,-2.154e-6,913.9e-3,-638.5e-3,685.6e-9,685.6e-9,3.37e9,1.91e9
