Point,Corner,temperature,vgs,Pass/Fail,Vthn,gmn,Ron,Id,Ids
158,nom,-40,472.7e-3,,480.7e-3,13.64e-6,1.435e6,627.1e-9,627.1e-9
164,nom,-40,490.9e-3,,480.7e-3,18.73e-6,978.6e3,919.7e-9,919.7e-9
170,nom,-40,509.1e-3,,480.7e-3,24.93e-6,684.4e3,1.315e-6,1.315e-6
176,nom,-40,527.3e-3,,480.7e-3,32.1e-6,491.2e3,1.832e-6,1.832e-6
182,nom,-40,545.5e-3,,480.7e-3,40.07e-6,361.9e3,2.487e-6,2.487e-6
188,nom,-40,563.6e-3,,480.7e-3,48.57e-6,273.4e3,3.292e-6,3.292e-6
194,nom,-40,581.8e-3,,480.7e-3,57.36e-6,211.5e3,4.255e-6,4.255e-6
200,nom,-40,600e-3,,480.7e-3,66.25e-6,167.3e3,5.378e-6,5.378e-6
206,nom,-40,618.2e-3,,480.7e-3,75.06e-6,135.1e3,6.663e-6,6.663e-6
212,nom,-40,636.4e-3,,480.7e-3,83.69e-6,111e3,8.106e-6,8.106e-6
218,nom,-40,654.5e-3,,480.7e-3,92.07e-6,92.75e3,9.704e-6,9.704e-6
224,nom,-40,672.7e-3,,480.7e-3,100.2e-6,78.59e3,11.45e-6,11.45e-6
230,nom,-40,690.9e-3,,480.7e-3,108e-6,67.45e3,13.34e-6,13.34e-6
236,nom,-40,709.1e-3,,480.7e-3,115.5e-6,58.54e3,15.37e-6,15.37e-6
242,nom,-40,727.3e-3,,480.7e-3,122.7e-6,51.31e3,17.54e-6,17.54e-6
248,nom,-40,745.5e-3,,480.7e-3,129.6e-6,45.38e3,19.83e-6,19.83e-6
254,nom,-40,763.6e-3,,480.7e-3,136.2e-6,40.45e3,22.25e-6,22.25e-6
260,nom,-40,781.8e-3,,480.7e-3,142.5e-6,36.32e3,24.78e-6,24.78e-6
266,nom,-40,800e-3,,480.7e-3,148.6e-6,32.82e3,27.43e-6,27.43e-6
272,nom,-40,818.2e-3,,480.7e-3,154.4e-6,29.82e3,30.18e-6,30.18e-6
278,nom,-40,836.4e-3,,480.7e-3,160e-6,27.24e3,33.04e-6,33.04e-6
284,nom,-40,854.5e-3,,480.8e-3,165.4e-6,25e3,36e-6,36e-6
290,nom,-40,872.7e-3,,480.8e-3,170.5e-6,23.05e3,39.05e-6,39.05e-6
296,nom,-40,890.9e-3,,480.8e-3,175.4e-6,21.33e3,42.19e-6,42.19e-6
302,nom,-40,909.1e-3,,480.8e-3,180e-6,19.82e3,45.42e-6,45.42e-6
308,nom,-40,927.3e-3,,480.8e-3,184.5e-6,18.47e3,48.73e-6,48.73e-6
314,nom,-40,945.5e-3,,480.8e-3,188.7e-6,17.27e3,52.12e-6,52.12e-6
320,nom,-40,963.6e-3,,480.8e-3,192.7e-6,16.19e3,55.59e-6,55.59e-6
326,nom,-40,981.8e-3,,480.8e-3,196.5e-6,15.22e3,59.12e-6,59.12e-6
332,nom,-40,1,,480.8e-3,200.1e-6,14.35e3,62.73e-6,62.73e-6
338,nom,-40,1.018,,480.8e-3,203.6e-6,13.55e3,66.4e-6,66.4e-6
344,nom,-40,1.036,,480.8e-3,206.8e-6,12.83e3,70.13e-6,70.13e-6
350,nom,-40,1.055,,480.8e-3,209.8e-6,12.18e3,73.91e-6,73.91e-6
356,nom,-40,1.073,,480.8e-3,212.7e-6,11.58e3,77.75e-6,77.75e-6
362,nom,-40,1.091,,480.8e-3,215.4e-6,11.02e3,81.64e-6,81.64e-6
368,nom,-40,1.109,,480.8e-3,217.9e-6,10.52e3,85.58e-6,85.58e-6
374,nom,-40,1.127,,480.8e-3,220.2e-6,10.05e3,89.56e-6,89.56e-6
380,nom,-40,1.145,,480.8e-3,222.4e-6,9.618e3,93.58e-6,93.58e-6
386,nom,-40,1.164,,480.8e-3,224.4e-6,9.218e3,97.64e-6,97.64e-6
392,nom,-40,1.182,,480.8e-3,226.3e-6,8.847e3,101.7e-6,101.7e-6
398,nom,-40,1.2,,480.8e-3,228e-6,8.502e3,105.9e-6,105.9e-6
404,nom,-40,1.218,,480.8e-3,229.6e-6,8.18e3,110e-6,110e-6
410,nom,-40,1.236,,480.8e-3,231e-6,7.881e3,114.2e-6,114.2e-6
416,nom,-40,1.255,,480.8e-3,232.3e-6,7.601e3,118.4e-6,118.4e-6
422,nom,-40,1.273,,480.8e-3,233.4e-6,7.338e3,122.6e-6,122.6e-6
428,nom,-40,1.291,,480.8e-3,234.4e-6,7.092e3,126.9e-6,126.9e-6
434,nom,-40,1.309,,480.8e-3,235.3e-6,6.862e3,131.2e-6,131.2e-6
440,nom,-40,1.327,,480.8e-3,236.1e-6,6.645e3,135.4e-6,135.4e-6
446,nom,-40,1.345,,480.8e-3,236.7e-6,6.441e3,139.7e-6,139.7e-6
452,nom,-40,1.364,,480.8e-3,237.2e-6,6.248e3,144e-6,144e-6
458,nom,-40,1.382,,480.8e-3,237.6e-6,6.066e3,148.4e-6,148.4e-6
464,nom,-40,1.4,,480.8e-3,237.9e-6,5.895e3,152.7e-6,152.7e-6
470,nom,-40,1.418,,480.8e-3,238e-6,5.732e3,157e-6,157e-6
476,nom,-40,1.436,,480.8e-3,238.1e-6,5.579e3,161.3e-6,161.3e-6
482,nom,-40,1.455,,480.8e-3,238e-6,5.433e3,165.7e-6,165.7e-6
488,nom,-40,1.473,,480.8e-3,237.9e-6,5.295e3,170e-6,170e-6
494,nom,-40,1.491,,480.8e-3,237.6e-6,5.164e3,174.3e-6,174.3e-6
500,nom,-40,1.509,,480.8e-3,237.3e-6,5.039e3,178.6e-6,178.6e-6
506,nom,-40,1.527,,480.8e-3,236.8e-6,4.92e3,182.9e-6,182.9e-6
512,nom,-40,1.545,,480.8e-3,236.2e-6,4.807e3,187.2e-6,187.2e-6
518,nom,-40,1.564,,480.8e-3,235.6e-6,4.7e3,191.5e-6,191.5e-6
524,nom,-40,1.582,,480.8e-3,234.8e-6,4.597e3,195.8e-6,195.8e-6
530,nom,-40,1.6,,480.8e-3,233.9e-6,4.499e3,200e-6,200e-6
536,nom,-40,1.618,,480.8e-3,232.9e-6,4.406e3,204.3e-6,204.3e-6
542,nom,-40,1.636,,480.8e-3,231.9e-6,4.317e3,208.5e-6,208.5e-6
548,nom,-40,1.655,,480.8e-3,230.7e-6,4.231e3,212.7e-6,212.7e-6
554,nom,-40,1.673,,480.8e-3,229.4e-6,4.15e3,216.9e-6,216.9e-6
560,nom,-40,1.691,,480.9e-3,228e-6,4.072e3,221e-6,221e-6
566,nom,-40,1.709,,480.9e-3,226.5e-6,3.997e3,225.2e-6,225.2e-6
572,nom,-40,1.727,,480.9e-3,224.8e-6,3.926e3,229.3e-6,229.3e-6
578,nom,-40,1.745,,480.9e-3,223.1e-6,3.857e3,233.3e-6,233.3e-6
584,nom,-40,1.764,,480.9e-3,221.2e-6,3.792e3,237.4e-6,237.4e-6
590,nom,-40,1.782,,480.9e-3,219.2e-6,3.729e3,241.4e-6,241.4e-6
596,nom,-40,1.8,,480.9e-3,217.1e-6,3.668e3,245.3e-6,245.3e-6
3,nom,13.75,0,,444.9e-3,48.32e-12,609.9e9,1.476e-12,1.476e-12
9,nom,13.75,18.18e-3,,444.9e-3,87.58e-12,336.3e9,2.676e-12,2.676e-12
15,nom,13.75,36.36e-3,,444.9e-3,158.7e-12,185.5e9,4.851e-12,4.851e-12
21,nom,13.75,54.55e-3,,444.9e-3,287.4e-12,102.4e9,8.791e-12,8.791e-12
27,nom,13.75,72.73e-3,,444.9e-3,519.9e-12,56.52e9,15.92e-12,15.92e-12
33,nom,13.75,90.91e-3,,444.9e-3,939.6e-12,31.23e9,28.82e-12,28.82e-12
39,nom,13.75,109.1e-3,,444.9e-3,1.695e-9,17.27e9,52.1e-12,52.1e-12
45,nom,13.75,127.3e-3,,444.9e-3,3.053e-9,9.567e9,94.08e-12,94.08e-12
51,nom,13.75,145.5e-3,,444.9e-3,5.482e-9,5.308e9,169.5e-12,169.5e-12
57,nom,13.75,163.6e-3,,444.9e-3,9.805e-9,2.953e9,304.8e-12,304.8e-12
63,nom,13.75,181.8e-3,,444.9e-3,17.45e-9,1.648e9,546e-12,546e-12
69,nom,13.75,200e-3,,444.9e-3,30.85e-9,924.1e6,973.9e-12,973.9e-12
75,nom,13.75,218.2e-3,,444.9e-3,54.07e-9,521.2e6,1.727e-9,1.727e-9
81,nom,13.75,236.4e-3,,444.9e-3,93.75e-9,296.1e6,3.039e-9,3.039e-9
87,nom,13.75,254.5e-3,,444.9e-3,160.4e-9,169.9e6,5.298e-9,5.298e-9
93,nom,13.75,272.7e-3,,444.9e-3,270e-9,98.58e6,9.129e-9,9.129e-9
99,nom,13.75,290.9e-3,,444.9e-3,446.3e-9,58e6,15.52e-9,15.52e-9
105,nom,13.75,309.1e-3,,444.9e-3,723.2e-9,34.66e6,25.96e-9,25.96e-9
111,nom,13.75,327.3e-3,,444.9e-3,1.148e-6,21.07e6,42.71e-9,42.71e-9
117,nom,13.75,345.5e-3,,444.9e-3,1.783e-6,13.05e6,68.97e-9,68.97e-9
123,nom,13.75,363.6e-3,,444.9e-3,2.708e-6,8.235e6,109.3e-9,109.3e-9
129,nom,13.75,381.8e-3,,444.9e-3,4.017e-6,5.301e6,169.8e-9,169.8e-9
135,nom,13.75,400e-3,,444.9e-3,5.808e-6,3.485e6,258.3e-9,258.3e-9
141,nom,13.75,418.2e-3,,444.9e-3,8.171e-6,2.341e6,384.4e-9,384.4e-9
147,nom,13.75,436.4e-3,,444.9e-3,11.17e-6,1.609e6,559.2e-9,559.2e-9
153,nom,13.75,454.5e-3,,444.9e-3,14.83e-6,1.133e6,794.5e-9,794.5e-9
159,nom,13.75,472.7e-3,,444.9e-3,19.13e-6,816.5e3,1.102e-6,1.102e-6
165,nom,13.75,490.9e-3,,444.9e-3,24.01e-6,602.6e3,1.494e-6,1.494e-6
171,nom,13.75,509.1e-3,,444.9e-3,29.37e-6,455e3,1.978e-6,1.978e-6
177,nom,13.75,527.3e-3,,444.9e-3,35.1e-6,351e3,2.564e-6,2.564e-6
183,nom,13.75,545.5e-3,,444.9e-3,41.08e-6,276.4e3,3.256e-6,3.256e-6
189,nom,13.75,563.6e-3,,444.9e-3,47.2e-6,221.8e3,4.058e-6,4.058e-6
195,nom,13.75,581.8e-3,,444.9e-3,53.35e-6,181e3,4.972e-6,4.972e-6
201,nom,13.75,600e-3,,444.9e-3,59.47e-6,150.1e3,5.998e-6,5.998e-6
207,nom,13.75,618.2e-3,,444.9e-3,65.5e-6,126.2e3,7.134e-6,7.134e-6
213,nom,13.75,636.4e-3,,444.9e-3,71.4e-6,107.4e3,8.378e-6,8.378e-6
219,nom,13.75,654.5e-3,,444.9e-3,77.16e-6,92.51e3,9.729e-6,9.729e-6
225,nom,13.75,672.7e-3,,444.9e-3,82.76e-6,80.48e3,11.18e-6,11.18e-6
231,nom,13.75,690.9e-3,,444.9e-3,88.19e-6,70.66e3,12.74e-6,12.74e-6
237,nom,13.75,709.1e-3,,444.9e-3,93.45e-6,62.55e3,14.39e-6,14.39e-6
243,nom,13.75,727.3e-3,,444.9e-3,98.54e-6,55.79e3,16.13e-6,16.13e-6
249,nom,13.75,745.5e-3,,444.9e-3,103.5e-6,50.09e3,17.97e-6,17.97e-6
255,nom,13.75,763.6e-3,,444.9e-3,108.2e-6,45.24e3,19.89e-6,19.89e-6
261,nom,13.75,781.8e-3,,444.9e-3,112.8e-6,41.09e3,21.9e-6,21.9e-6
267,nom,13.75,800e-3,,444.9e-3,117.3e-6,37.51e3,23.99e-6,23.99e-6
273,nom,13.75,818.2e-3,,444.9e-3,121.6e-6,34.4e3,26.16e-6,26.16e-6
279,nom,13.75,836.4e-3,,444.9e-3,125.7e-6,31.68e3,28.41e-6,28.41e-6
285,nom,13.75,854.5e-3,,444.9e-3,129.7e-6,29.28e3,30.73e-6,30.73e-6
291,nom,13.75,872.7e-3,,444.9e-3,133.6e-6,27.17e3,33.13e-6,33.13e-6
297,nom,13.75,890.9e-3,,444.9e-3,137.3e-6,25.29e3,35.59e-6,35.59e-6
303,nom,13.75,909.1e-3,,444.9e-3,140.8e-6,23.61e3,38.12e-6,38.12e-6
309,nom,13.75,927.3e-3,,444.9e-3,144.3e-6,22.11e3,40.71e-6,40.71e-6
315,nom,13.75,945.5e-3,,444.9e-3,147.6e-6,20.76e3,43.36e-6,43.36e-6
321,nom,13.75,963.6e-3,,444.9e-3,150.7e-6,19.54e3,46.07e-6,46.07e-6
327,nom,13.75,981.8e-3,,444.9e-3,153.7e-6,18.43e3,48.84e-6,48.84e-6
333,nom,13.75,1,,444.9e-3,156.6e-6,17.42e3,51.66e-6,51.66e-6
339,nom,13.75,1.018,,444.9e-3,159.4e-6,16.5e3,54.53e-6,54.53e-6
345,nom,13.75,1.036,,444.9e-3,162.1e-6,15.67e3,57.45e-6,57.45e-6
351,nom,13.75,1.055,,444.9e-3,164.6e-6,14.9e3,60.42e-6,60.42e-6
357,nom,13.75,1.073,,444.9e-3,167e-6,14.19e3,63.43e-6,63.43e-6
363,nom,13.75,1.091,,444.9e-3,169.3e-6,13.54e3,66.49e-6,66.49e-6
369,nom,13.75,1.109,,444.9e-3,171.4e-6,12.93e3,69.58e-6,69.58e-6
375,nom,13.75,1.127,,444.9e-3,173.5e-6,12.38e3,72.72e-6,72.72e-6
381,nom,13.75,1.145,,444.9e-3,175.4e-6,11.86e3,75.89e-6,75.89e-6
387,nom,13.75,1.164,,444.9e-3,177.2e-6,11.38e3,79.09e-6,79.09e-6
393,nom,13.75,1.182,,444.9e-3,178.9e-6,10.93e3,82.33e-6,82.33e-6
399,nom,13.75,1.2,,444.9e-3,180.5e-6,10.51e3,85.59e-6,85.59e-6
405,nom,13.75,1.218,,444.9e-3,182e-6,10.13e3,88.89e-6,88.89e-6
411,nom,13.75,1.236,,444.9e-3,183.4e-6,9.761e3,92.21e-6,92.21e-6
417,nom,13.75,1.255,,444.9e-3,184.6e-6,9.419e3,95.55e-6,95.55e-6
423,nom,13.75,1.273,,444.9e-3,185.8e-6,9.099e3,98.92e-6,98.92e-6
429,nom,13.75,1.291,,444.9e-3,186.9e-6,8.797e3,102.3e-6,102.3e-6
435,nom,13.75,1.309,,444.9e-3,187.8e-6,8.514e3,105.7e-6,105.7e-6
441,nom,13.75,1.327,,444.9e-3,188.7e-6,8.247e3,109.1e-6,109.1e-6
447,nom,13.75,1.345,,444.9e-3,189.5e-6,7.995e3,112.6e-6,112.6e-6
453,nom,13.75,1.364,,444.9e-3,190.2e-6,7.758e3,116e-6,116e-6
459,nom,13.75,1.382,,444.9e-3,190.7e-6,7.533e3,119.5e-6,119.5e-6
465,nom,13.75,1.4,,444.9e-3,191.2e-6,7.32e3,122.9e-6,122.9e-6
471,nom,13.75,1.418,,444.9e-3,191.6e-6,7.119e3,126.4e-6,126.4e-6
477,nom,13.75,1.436,,444.9e-3,191.9e-6,6.928e3,129.9e-6,129.9e-6
483,nom,13.75,1.455,,444.9e-3,192.1e-6,6.747e3,133.4e-6,133.4e-6
489,nom,13.75,1.473,,444.9e-3,192.2e-6,6.575e3,136.9e-6,136.9e-6
495,nom,13.75,1.491,,444.9e-3,192.2e-6,6.411e3,140.4e-6,140.4e-6
501,nom,13.75,1.509,,444.9e-3,192.1e-6,6.255e3,143.9e-6,143.9e-6
507,nom,13.75,1.527,,444.9e-3,191.9e-6,6.107e3,147.4e-6,147.4e-6
513,nom,13.75,1.545,,445e-3,191.6e-6,5.966e3,150.8e-6,150.8e-6
519,nom,13.75,1.564,,445e-3,191.2e-6,5.832e3,154.3e-6,154.3e-6
525,nom,13.75,1.582,,445e-3,190.7e-6,5.704e3,157.8e-6,157.8e-6
531,nom,13.75,1.6,,445e-3,190.1e-6,5.581e3,161.3e-6,161.3e-6
537,nom,13.75,1.618,,445e-3,189.4e-6,5.464e3,164.7e-6,164.7e-6
543,nom,13.75,1.636,,445e-3,188.6e-6,5.353e3,168.1e-6,168.1e-6
549,nom,13.75,1.655,,445e-3,187.7e-6,5.246e3,171.6e-6,171.6e-6
555,nom,13.75,1.673,,445e-3,186.6e-6,5.144e3,175e-6,175e-6
561,nom,13.75,1.691,,445e-3,185.5e-6,5.047e3,178.3e-6,178.3e-6
567,nom,13.75,1.709,,445e-3,184.2e-6,4.953e3,181.7e-6,181.7e-6
573,nom,13.75,1.727,,445e-3,182.7e-6,4.864e3,185e-6,185e-6
579,nom,13.75,1.745,,445e-3,181.2e-6,4.779e3,188.3e-6,188.3e-6
585,nom,13.75,1.764,,445e-3,179.5e-6,4.697e3,191.6e-6,191.6e-6
591,nom,13.75,1.782,,445e-3,177.7e-6,4.619e3,194.9e-6,194.9e-6
597,nom,13.75,1.8,,445e-3,175.8e-6,4.544e3,198.1e-6,198.1e-6
1,nom,27,0,,436e-3,97.9e-12,287.6e9,3.13e-12,3.13e-12
7,nom,27,18.18e-3,,436e-3,172.8e-12,162.9e9,5.527e-12,5.526e-12
13,nom,27,36.36e-3,,436e-3,304.8e-12,92.26e9,9.755e-12,9.755e-12
19,nom,27,54.55e-3,,436e-3,537.1e-12,52.29e9,17.21e-12,17.21e-12
25,nom,27,72.73e-3,,436e-3,945.8e-12,29.66e9,30.34e-12,30.34e-12
31,nom,27,90.91e-3,,436e-3,1.663e-9,16.84e9,53.45e-12,53.45e-12
37,nom,27,109.1e-3,,436e-3,2.918e-9,9.57e9,94.04e-12,94.04e-12
43,nom,27,127.3e-3,,436e-3,5.109e-9,5.448e9,165.2e-12,165.2e-12
49,nom,27,145.5e-3,,436e-3,8.916e-9,3.108e9,289.5e-12,289.5e-12
55,nom,27,163.6e-3,,436e-3,15.49e-9,1.778e9,506.1e-12,506.1e-12
61,nom,27,181.8e-3,,436e-3,26.77e-9,1.021e9,881.2e-12,881.2e-12
67,nom,27,200e-3,,436e-3,45.94e-9,589.4e6,1.527e-9,1.527e-9
73,nom,27,218.2e-3,,436e-3,78.12e-9,342.2e6,2.63e-9,2.63e-9
79,nom,27,236.4e-3,,436e-3,131.4e-9,200.2e6,4.495e-9,4.495e-9
85,nom,27,254.5e-3,,436e-3,218.1e-9,118.3e6,7.609e-9,7.609e-9
91,nom,27,272.7e-3,,436e-3,356.7e-9,70.65e6,12.74e-9,12.74e-9
97,nom,27,290.9e-3,,436e-3,573.7e-9,42.75e6,21.05e-9,21.05e-9
103,nom,27,309.1e-3,,436e-3,906.4e-9,26.24e6,34.3e-9,34.3e-9
109,nom,27,327.3e-3,,436e-3,1.406e-6,16.36e6,55.02e-9,55.02e-9
115,nom,27,345.5e-3,,436e-3,2.139e-6,10.36e6,86.83e-9,86.83e-9
121,nom,27,363.6e-3,,436e-3,3.186e-6,6.682e6,134.7e-9,134.7e-9
127,nom,27,381.8e-3,,436e-3,4.637e-6,4.388e6,205.1e-9,205.1e-9
133,nom,27,400e-3,,436e-3,6.581e-6,2.938e6,306.3e-9,306.3e-9
139,nom,27,418.2e-3,,436e-3,9.085e-6,2.01e6,447.8e-9,447.8e-9
145,nom,27,436.4e-3,,436e-3,12.19e-6,1.406e6,640.3e-9,640.3e-9
151,nom,27,454.5e-3,,436e-3,15.89e-6,1.006e6,894.6e-9,894.6e-9
157,nom,27,472.7e-3,,436e-3,20.14e-6,736.9e3,1.221e-6,1.221e-6
163,nom,27,490.9e-3,,436e-3,24.88e-6,552.2e3,1.63e-6,1.63e-6
169,nom,27,509.1e-3,,436e-3,30e-6,422.9e3,2.128e-6,2.128e-6
175,nom,27,527.3e-3,,436e-3,35.41e-6,330.6e3,2.723e-6,2.723e-6
181,nom,27,545.5e-3,,436e-3,40.99e-6,263.4e3,3.417e-6,3.417e-6
187,nom,27,563.6e-3,,436e-3,46.65e-6,213.6e3,4.213e-6,4.213e-6
193,nom,27,581.8e-3,,436e-3,52.33e-6,176e3,5.113e-6,5.113e-6
199,nom,27,600e-3,,436e-3,57.96e-6,147.2e3,6.116e-6,6.116e-6
205,nom,27,618.2e-3,,436e-3,63.5e-6,124.7e3,7.22e-6,7.22e-6
211,nom,27,636.4e-3,,436e-3,68.92e-6,106.8e3,8.424e-6,8.424e-6
217,nom,27,654.5e-3,,436e-3,74.21e-6,92.55e3,9.725e-6,9.725e-6
223,nom,27,672.7e-3,,436e-3,79.35e-6,80.93e3,11.12e-6,11.12e-6
229,nom,27,690.9e-3,,436e-3,84.35e-6,71.38e3,12.61e-6,12.61e-6
235,nom,27,709.1e-3,,436e-3,89.2e-6,63.44e3,14.19e-6,14.19e-6
241,nom,27,727.3e-3,,436e-3,93.9e-6,56.78e3,15.85e-6,15.85e-6
247,nom,27,745.5e-3,,436e-3,98.45e-6,51.14e3,17.6e-6,17.6e-6
253,nom,27,763.6e-3,,436e-3,102.9e-6,46.32e3,19.43e-6,19.43e-6
259,nom,27,781.8e-3,,436e-3,107.1e-6,42.18e3,21.34e-6,21.34e-6
265,nom,27,800e-3,,436e-3,111.3e-6,38.59e3,23.32e-6,23.32e-6
271,nom,27,818.2e-3,,436e-3,115.2e-6,35.46e3,25.38e-6,25.38e-6
277,nom,27,836.4e-3,,436e-3,119.1e-6,32.71e3,27.51e-6,27.51e-6
283,nom,27,854.5e-3,,436e-3,122.8e-6,30.29e3,29.71e-6,29.71e-6
289,nom,27,872.7e-3,,436e-3,126.4e-6,28.15e3,31.98e-6,31.98e-6
295,nom,27,890.9e-3,,436e-3,129.9e-6,26.23e3,34.31e-6,34.31e-6
301,nom,27,909.1e-3,,436e-3,133.3e-6,24.53e3,36.7e-6,36.7e-6
307,nom,27,927.3e-3,,436e-3,136.5e-6,22.99e3,39.15e-6,39.15e-6
313,nom,27,945.5e-3,,436e-3,139.6e-6,21.6e3,41.66e-6,41.66e-6
319,nom,27,963.6e-3,,436.1e-3,142.6e-6,20.35e3,44.22e-6,44.22e-6
325,nom,27,981.8e-3,,436.1e-3,145.4e-6,19.22e3,46.84e-6,46.84e-6
331,nom,27,1,,436.1e-3,148.2e-6,18.18e3,49.51e-6,49.51e-6
337,nom,27,1.018,,436.1e-3,150.8e-6,17.23e3,52.22e-6,52.22e-6
343,nom,27,1.036,,436.1e-3,153.3e-6,16.37e3,54.99e-6,54.99e-6
349,nom,27,1.055,,436.1e-3,155.7e-6,15.57e3,57.79e-6,57.79e-6
355,nom,27,1.073,,436.1e-3,158e-6,14.84e3,60.64e-6,60.64e-6
361,nom,27,1.091,,436.1e-3,160.2e-6,14.17e3,63.54e-6,63.54e-6
367,nom,27,1.109,,436.1e-3,162.2e-6,13.54e3,66.47e-6,66.47e-6
373,nom,27,1.127,,436.1e-3,164.2e-6,12.96e3,69.43e-6,69.43e-6
379,nom,27,1.145,,436.1e-3,166.1e-6,12.43e3,72.43e-6,72.43e-6
385,nom,27,1.164,,436.1e-3,167.8e-6,11.93e3,75.47e-6,75.47e-6
391,nom,27,1.182,,436.1e-3,169.5e-6,11.46e3,78.53e-6,78.53e-6
397,nom,27,1.2,,436.1e-3,171e-6,11.03e3,81.63e-6,81.63e-6
403,nom,27,1.218,,436.1e-3,172.5e-6,10.62e3,84.75e-6,84.75e-6
409,nom,27,1.236,,436.1e-3,173.8e-6,10.24e3,87.89e-6,87.89e-6
415,nom,27,1.255,,436.1e-3,175.1e-6,9.883e3,91.06e-6,91.06e-6
421,nom,27,1.273,,436.1e-3,176.2e-6,9.548e3,94.26e-6,94.26e-6
427,nom,27,1.291,,436.1e-3,177.3e-6,9.234e3,97.47e-6,97.47e-6
433,nom,27,1.309,,436.1e-3,178.3e-6,8.937e3,100.7e-6,100.7e-6
439,nom,27,1.327,,436.1e-3,179.1e-6,8.658e3,103.9e-6,103.9e-6
445,nom,27,1.345,,436.1e-3,179.9e-6,8.395e3,107.2e-6,107.2e-6
451,nom,27,1.364,,436.1e-3,180.6e-6,8.146e3,110.5e-6,110.5e-6
457,nom,27,1.382,,436.1e-3,181.2e-6,7.91e3,113.8e-6,113.8e-6
463,nom,27,1.4,,436.1e-3,181.7e-6,7.688e3,117.1e-6,117.1e-6
469,nom,27,1.418,,436.1e-3,182.1e-6,7.476e3,120.4e-6,120.4e-6
475,nom,27,1.436,,436.1e-3,182.5e-6,7.276e3,123.7e-6,123.7e-6
481,nom,27,1.455,,436.1e-3,182.7e-6,7.086e3,127e-6,127e-6
487,nom,27,1.473,,436.1e-3,182.8e-6,6.906e3,130.3e-6,130.3e-6
493,nom,27,1.491,,436.1e-3,182.9e-6,6.734e3,133.7e-6,133.7e-6
499,nom,27,1.509,,436.1e-3,182.8e-6,6.571e3,137e-6,137e-6
505,nom,27,1.527,,436.1e-3,182.7e-6,6.415e3,140.3e-6,140.3e-6
511,nom,27,1.545,,436.1e-3,182.4e-6,6.267e3,143.6e-6,143.6e-6
517,nom,27,1.564,,436.1e-3,182.1e-6,6.126e3,146.9e-6,146.9e-6
523,nom,27,1.582,,436.1e-3,181.6e-6,5.991e3,150.2e-6,150.2e-6
529,nom,27,1.6,,436.1e-3,181.1e-6,5.862e3,153.5e-6,153.5e-6
535,nom,27,1.618,,436.1e-3,180.4e-6,5.739e3,156.8e-6,156.8e-6
541,nom,27,1.636,,436.1e-3,179.6e-6,5.622e3,160.1e-6,160.1e-6
