Point,Corner,Vds,Vgs,temperature,Pass/Fail,gm_n,gm_p,ids_n,ids_p,rds_n,rds_p
1,nom,900e-3,900e-3,27,,130.1e-6,673.3e-12,34.21e-6,-20.8e-12,26.3e3,43.27e9
1,C0_0,0,0,-50,,0,0,0,-0,inf,inf
1,C0_1,0,62.07e-3,-50,,0,0,0,-0,inf,inf
1,C0_2,0,124.1e-3,-50,,0,0,0,-0,inf,inf
1,C0_3,0,186.2e-3,-50,,0,0,0,-0,inf,inf
1,C0_4,0,248.3e-3,-50,,0,0,0,-0,inf,inf
1,C0_5,0,310.3e-3,-50,,0,0,0,-0,inf,inf
1,C0_6,0,372.4e-3,-50,,0,0,0,-0,inf,inf
1,C0_7,0,434.5e-3,-50,,0,0,0,-0,inf,inf
1,C0_8,0,496.6e-3,-50,,0,0,0,-0,inf,inf
1,C0_9,0,558.6e-3,-50,,0,0,0,-0,inf,inf
1,C0_10,0,620.7e-3,-50,,0,0,0,-0,inf,inf
1,C0_11,0,682.8e-3,-50,,0,0,0,-0,inf,inf
1,C0_12,0,744.8e-3,-50,,0,0,0,-0,inf,inf
1,C0_13,0,806.9e-3,-50,,0,0,0,-0,inf,inf
1,C0_14,0,869e-3,-50,,0,0,0,-0,inf,inf
1,C0_15,0,931e-3,-50,,0,0,0,-0,inf,inf
1,C0_16,0,993.1e-3,-50,,0,0,0,-0,inf,inf
1,C0_17,0,1.055,-50,,0,0,0,-0,inf,inf
1,C0_18,0,1.117,-50,,0,0,0,-0,inf,inf
1,C0_19,0,1.179,-50,,0,0,0,-0,inf,inf
1,C0_20,0,1.241,-50,,0,0,0,-0,inf,inf
1,C0_21,0,1.303,-50,,0,0,0,-0,inf,inf
1,C0_22,0,1.366,-50,,0,0,0,-0,inf,inf
1,C0_23,0,1.428,-50,,0,0,0,-0,inf,inf
1,C0_24,0,1.49,-50,,0,0,0,-0,inf,inf
1,C0_25,0,1.552,-50,,0,0,0,-0,inf,inf
1,C0_26,0,1.614,-50,,0,0,0,-0,inf,inf
1,C0_27,0,1.676,-50,,0,0,0,-0,inf,inf
1,C0_28,0,1.738,-50,,0,0,0,-0,inf,inf
1,C0_29,0,1.8,-50,,0,0,0,-0,inf,inf
1,C0_30,900e-3,0,-50,,347.4e-15,172.4e-6,8.335e-15,-46.94e-6,108e12,19.17e3
1,C0_31,900e-3,62.07e-3,-50,,4.614e-12,155.6e-6,110.7e-15,-36.76e-6,8.127e12,24.48e3
1,C0_32,900e-3,124.1e-3,-50,,61.15e-12,137.5e-6,1.469e-12,-27.66e-6,612.6e9,32.54e3
1,C0_33,900e-3,186.2e-3,-50,,802.4e-12,118.1e-6,19.37e-12,-19.72e-6,46.47e9,45.63e3
1,C0_34,900e-3,248.3e-3,-50,,10.13e-9,97.26e-6,248.9e-12,-13.03e-6,3.615e9,69.05e3
1,C0_35,900e-3,310.3e-3,-50,,111.4e-9,74.88e-6,2.919e-9,-7.684e-6,308.3e6,117.1e3
1,C0_36,900e-3,372.4e-3,-50,,863.5e-9,50.71e-6,26.56e-9,-3.778e-6,33.89e6,238.2e3
1,C0_37,900e-3,434.5e-3,-50,,4.327e-6,26.4e-6,163.8e-9,-1.396e-6,5.494e6,644.5e3
1,C0_38,900e-3,496.6e-3,-50,,15.88e-6,8.844e-6,729.5e-9,-359e-9,1.234e6,2.507e6
1,C0_39,900e-3,558.6e-3,-50,,40.69e-6,1.975e-6,2.42e-6,-67.6e-9,371.9e3,13.31e6
1,C0_40,900e-3,620.7e-3,-50,,73.02e-6,324.9e-9,5.937e-6,-9.151e-9,151.6e3,98.35e6
1,C0_41,900e-3,682.8e-3,-50,,104.3e-6,34.37e-9,11.46e-6,-842e-12,78.56e3,1.069e9
1,C0_42,900e-3,744.8e-3,-50,,131.7e-6,2.652e-9,18.8e-6,-61.71e-12,47.87e3,14.58e9
1,C0_43,900e-3,806.9e-3,-50,,155.3e-6,182.5e-12,27.72e-6,-4.185e-12,32.47e3,215.1e9
1,C0_44,900e-3,869e-3,-50,,175.5e-6,12.16e-12,38e-6,-277.9e-15,23.69e3,3.239e12
1,C0_45,900e-3,931e-3,-50,,192.6e-6,803.8e-15,49.43e-6,-18.35e-15,18.21e3,49.03e12
1,C0_46,900e-3,993.1e-3,-50,,207e-6,53.03e-15,61.84e-6,-1.211e-15,14.55e3,743.4e12
1,C0_47,900e-3,1.055,-50,,218.8e-6,3.497e-15,75.05e-6,-79.83e-18,11.99e3,11.27e15
1,C0_48,900e-3,1.117,-50,,228.3e-6,230.6e-18,88.93e-6,-5.264e-18,10.12e3,171e15
1,C0_49,900e-3,1.179,-50,,235.7e-6,15.2e-18,103.3e-6,-347.1e-21,8.709e3,2.593e18
1,C0_50,900e-3,1.241,-50,,241.2e-6,1.002e-18,118.1e-6,-22.88e-21,7.618e3,39.33e18
1,C0_51,900e-3,1.303,-50,,245e-6,66.1e-21,133.2e-6,-1.509e-21,6.755e3,596.5e18
1,C0_52,900e-3,1.366,-50,,247.2e-6,4.358e-21,148.5e-6,-99.48e-24,6.061e3,9.047e21
1,C0_53,900e-3,1.428,-50,,248e-6,287.3e-24,163.9e-6,-6.559e-24,5.492e3,137.2e21
1,C0_54,900e-3,1.49,-50,,247.5e-6,18.95e-24,179.2e-6,-432.5e-27,5.021e3,2.081e24
1,C0_55,900e-3,1.552,-50,,245.7e-6,1.249e-24,194.5e-6,-28.51e-27,4.627e3,31.56e24
1,C0_56,900e-3,1.614,-50,,242.8e-6,82.36e-27,209.7e-6,-1.88e-27,4.292e3,478.7e24
1,C0_57,900e-3,1.676,-50,,238.7e-6,5.43e-27,224.6e-6,-124e-30,4.007e3,7.26e27
1,C0_58,900e-3,1.738,-50,,233.4e-6,358.1e-30,239.3e-6,-8.173e-30,3.761e3,110.1e27
1,C0_59,900e-3,1.8,-50,,226.7e-6,23.61e-30,253.6e-6,-538.9e-33,3.55e3,1.67e30
1,C0_60,1.8,0,-50,,381.6e-15,310.9e-6,9.154e-15,-284.7e-6,196.6e12,6.323e3
1,C0_61,1.8,62.07e-3,-50,,5.068e-12,307.8e-6,121.6e-15,-265.5e-6,14.8e12,6.78e3
1,C0_62,1.8,124.1e-3,-50,,67.15e-12,304e-6,1.613e-12,-246.5e-6,1.116e12,7.303e3
1,C0_63,1.8,186.2e-3,-50,,880.7e-12,299.5e-6,21.26e-12,-227.8e-6,84.66e9,7.903e3
1,C0_64,1.8,248.3e-3,-50,,11.1e-9,294.2e-6,273e-12,-209.3e-6,6.594e9,8.598e3
1,C0_65,1.8,310.3e-3,-50,,121.4e-9,288e-6,3.188e-9,-191.3e-6,564.6e6,9.411e3
1,C0_66,1.8,372.4e-3,-50,,928.2e-9,281e-6,28.73e-9,-173.6e-6,62.66e6,10.37e3
1,C0_67,1.8,434.5e-3,-50,,4.586e-6,273e-6,174.9e-9,-156.4e-6,10.29e6,11.51e3
1,C0_68,1.8,496.6e-3,-50,,16.62e-6,264.1e-6,769.8e-9,-139.8e-6,2.338e6,12.88e3
1,C0_69,1.8,558.6e-3,-50,,42.05e-6,254.1e-6,2.526e-6,-123.7e-6,712.6e3,14.56e3
1,C0_70,1.8,620.7e-3,-50,,74.83e-6,243.1e-6,6.142e-6,-108.2e-6,293.1e3,16.63e3
1,C0_71,1.8,682.8e-3,-50,,106.4e-6,230.9e-6,11.78e-6,-93.52e-6,152.8e3,19.25e3
1,C0_72,1.8,744.8e-3,-50,,134.1e-6,217.6e-6,19.27e-6,-79.6e-6,93.42e3,22.61e3
1,C0_73,1.8,806.9e-3,-50,,158e-6,203e-6,28.35e-6,-66.55e-6,63.49e3,27.05e3
1,C0_74,1.8,869e-3,-50,,178.5e-6,187.3e-6,38.81e-6,-54.43e-6,46.38e3,33.07e3
1,C0_75,1.8,931e-3,-50,,196e-6,170.3e-6,50.44e-6,-43.33e-6,35.69e3,41.54e3
1,C0_76,1.8,993.1e-3,-50,,210.7e-6,152e-6,63.07e-6,-33.32e-6,28.54e3,54.02e3
1,C0_77,1.8,1.055,-50,,222.9e-6,132.5e-6,76.53e-6,-24.49e-6,23.52e3,73.51e3
1,C0_78,1.8,1.117,-50,,232.9e-6,111.7e-6,90.68e-6,-16.9e-6,19.85e3,106.5e3
1,C0_79,1.8,1.179,-50,,240.8e-6,89.51e-6,105.4e-6,-10.65e-6,17.08e3,169.1e3
1,C0_80,1.8,1.241,-50,,246.8e-6,65.55e-6,120.5e-6,-5.825e-6,14.94e3,309e3
1,C0_81,1.8,1.303,-50,,251.2e-6,40.09e-6,136e-6,-2.544e-6,13.24e3,707.7e3
1,C0_82,1.8,1.366,-50,,254.1e-6,17.27e-6,151.6e-6,-799e-9,11.87e3,2.253e6
1,C0_83,1.8,1.428,-50,,255.8e-6,4.722e-6,167.5e-6,-177.9e-9,10.75e3,10.12e6
1,C0_84,1.8,1.49,-50,,256.4e-6,936.9e-9,183.4e-6,-29.34e-9,9.817e3,61.34e6
1,C0_85,1.8,1.552,-50,,256e-6,126.2e-9,199.2e-6,-3.278e-9,9.034e3,549.1e6
1,C0_86,1.8,1.614,-50,,254.7e-6,11.11e-9,215.1e-6,-263.4e-12,8.369e3,6.833e9
1,C0_87,1.8,1.676,-50,,252.8e-6,797.1e-12,230.8e-6,-18.38e-12,7.798e3,97.95e9
1,C0_88,1.8,1.738,-50,,250.3e-6,53.72e-12,246.4e-6,-1.229e-12,7.304e3,1.464e12
1,C0_89,1.8,1.8,-50,,247.3e-6,3.563e-12,261.9e-6,-81.38e-15,6.874e3,22.12e12
1,C1_0,0,0,0,,0,0,0,-0,inf,inf
1,C1_1,0,62.07e-3,0,,0,0,0,-0,inf,inf
1,C1_2,0,124.1e-3,0,,0,0,0,-0,inf,inf
1,C1_3,0,186.2e-3,0,,0,0,0,-0,inf,inf
1,C1_4,0,248.3e-3,0,,0,0,0,-0,inf,inf
1,C1_5,0,310.3e-3,0,,0,0,0,-0,inf,inf
1,C1_6,0,372.4e-3,0,,0,0,0,-0,inf,inf
1,C1_7,0,434.5e-3,0,,0,0,0,-0,inf,inf
1,C1_8,0,496.6e-3,0,,0,0,0,-0,inf,inf
1,C1_9,0,558.6e-3,0,,0,0,0,-0,inf,inf
1,C1_10,0,620.7e-3,0,,0,0,0,-0,inf,inf
1,C1_11,0,682.8e-3,0,,0,0,0,-0,inf,inf
1,C1_12,0,744.8e-3,0,,0,0,0,-0,inf,inf
1,C1_13,0,806.9e-3,0,,0,0,0,-0,inf,inf
1,C1_14,0,869e-3,0,,0,0,0,-0,inf,inf
1,C1_15,0,931e-3,0,,0,0,0,-0,inf,inf
1,C1_16,0,993.1e-3,0,,0,0,0,-0,inf,inf
1,C1_17,0,1.055,0,,0,0,0,-0,inf,inf
1,C1_18,0,1.117,0,,0,0,0,-0,inf,inf
1,C1_19,0,1.179,0,,0,0,0,-0,inf,inf
1,C1_20,0,1.241,0,,0,0,0,-0,inf,inf
1,C1_21,0,1.303,0,,0,0,0,-0,inf,inf
1,C1_22,0,1.366,0,,0,0,0,-0,inf,inf
1,C1_23,0,1.428,0,,0,0,0,-0,inf,inf
1,C1_24,0,1.49,0,,0,0,0,-0,inf,inf
1,C1_25,0,1.552,0,,0,0,0,-0,inf,inf
1,C1_26,0,1.614,0,,0,0,0,-0,inf,inf
1,C1_27,0,1.676,0,,0,0,0,-0,inf,inf
1,C1_28,0,1.738,0,,0,0,0,-0,inf,inf
1,C1_29,0,1.8,0,,0,0,0,-0,inf,inf
1,C1_30,900e-3,0,0,,16.31e-12,150.9e-6,479.3e-15,-44.45e-6,1.878e12,20.25e3
1,C1_31,900e-3,62.07e-3,0,,134.5e-12,137.1e-6,3.958e-12,-35.51e-6,227.4e9,25.35e3
1,C1_32,900e-3,124.1e-3,0,,1.101e-9,122.4e-6,32.52e-12,-27.45e-6,27.68e9,32.79e3
1,C1_33,900e-3,186.2e-3,0,,8.802e-9,106.9e-6,263.1e-12,-20.33e-6,3.42e9,44.27e3
1,C1_34,900e-3,248.3e-3,0,,65.91e-9,90.4e-6,2.038e-9,-14.2e-6,441.6e6,63.36e3
1,C1_35,900e-3,310.3e-3,0,,423.1e-9,72.9e-6,14.17e-9,-9.131e-6,63.53e6,98.57e3
1,C1_36,900e-3,372.4e-3,0,,2.119e-6,54.13e-6,80.96e-9,-5.182e-6,11.12e6,173.7e3
1,C1_37,900e-3,434.5e-3,0,,7.958e-6,34.43e-6,361.9e-9,-2.432e-6,2.487e6,370e3
1,C1_38,900e-3,496.6e-3,0,,21.45e-6,16.58e-6,1.231e-6,-872.2e-9,731.3e3,1.032e6
1,C1_39,900e-3,558.6e-3,0,,42.02e-6,5.466e-6,3.175e-6,-230.6e-9,283.5e3,3.903e6
1,C1_40,900e-3,620.7e-3,0,,64.96e-6,1.295e-6,6.494e-6,-46.75e-9,138.6e3,19.25e6
1,C1_41,900e-3,682.8e-3,0,,86.75e-6,233.8e-9,11.21e-6,-7.412e-9,80.27e3,121.4e6
1,C1_42,900e-3,744.8e-3,0,,106.3e-6,32.67e-9,17.21e-6,-958.4e-12,52.28e3,939e6
1,C1_43,900e-3,806.9e-3,0,,123.7e-6,3.907e-9,24.36e-6,-111e-12,36.94e3,8.107e9
1,C1_44,900e-3,869e-3,0,,138.9e-6,438.2e-12,32.52e-6,-12.31e-12,27.68e3,73.11e9
1,C1_45,900e-3,931e-3,0,,152.2e-6,48.05e-12,41.56e-6,-1.345e-12,21.66e3,669.2e9
1,C1_46,900e-3,993.1e-3,0,,163.7e-6,5.23e-12,51.37e-6,-146.2e-15,17.52e3,6.156e12
1,C1_47,900e-3,1.055,0,,173.6e-6,567.9e-15,61.84e-6,-15.87e-15,14.55e3,56.71e12
1,C1_48,900e-3,1.117,0,,181.8e-6,61.61e-15,72.87e-6,-1.722e-15,12.35e3,522.8e12
1,C1_49,900e-3,1.179,0,,188.5e-6,6.683e-15,84.36e-6,-186.7e-18,10.67e3,4.819e15
1,C1_50,900e-3,1.241,0,,193.8e-6,724.9e-18,96.23e-6,-20.25e-18,9.353e3,44.43e15
1,C1_51,900e-3,1.303,0,,197.8e-6,78.62e-18,108.4e-6,-2.197e-18,8.304e3,409.7e15
1,C1_52,900e-3,1.366,0,,200.5e-6,8.527e-18,120.7e-6,-238.3e-21,7.454e3,3.777e18
1,C1_53,900e-3,1.428,0,,202e-6,924.9e-21,133.2e-6,-25.84e-21,6.755e3,34.83e18
1,C1_54,900e-3,1.49,0,,202.4e-6,100.3e-21,145.8e-6,-2.803e-21,6.174e3,321.1e18
1,C1_55,900e-3,1.552,0,,201.7e-6,10.88e-21,158.3e-6,-304e-24,5.685e3,2.96e21
1,C1_56,900e-3,1.614,0,,199.7e-6,1.18e-21,170.8e-6,-32.97e-24,5.27e3,27.3e21
1,C1_57,900e-3,1.676,0,,196.5e-6,128e-24,183.1e-6,-3.576e-24,4.916e3,251.7e21
1,C1_58,900e-3,1.738,0,,192e-6,13.88e-24,195.1e-6,-387.9e-27,4.612e3,2.32e24
1,C1_59,900e-3,1.8,0,,185.9e-6,1.506e-24,206.9e-6,-42.07e-27,4.351e3,21.39e24
1,C1_60,1.8,0,0,,17.85e-12,286.9e-6,524.6e-15,-256.7e-6,3.431e12,7.013e3
1,C1_61,1.8,62.07e-3,0,,147.2e-12,282.3e-6,4.332e-12,-239e-6,415.5e9,7.531e3
1,C1_62,1.8,124.1e-3,0,,1.204e-9,277.1e-6,35.58e-12,-221.6e-6,50.59e9,8.121e3
1,C1_63,1.8,186.2e-3,0,,9.617e-9,271.3e-6,287.7e-12,-204.6e-6,6.257e9,8.797e3
1,C1_64,1.8,248.3e-3,0,,71.78e-9,265e-6,2.223e-9,-188e-6,809.6e6,9.575e3
1,C1_65,1.8,310.3e-3,0,,457.5e-9,258e-6,15.37e-9,-171.8e-6,117.1e6,10.48e3
1,C1_66,1.8,372.4e-3,0,,2.266e-6,250.3e-6,87.11e-9,-156e-6,20.66e6,11.54e3
1,C1_67,1.8,434.5e-3,0,,8.392e-6,242.1e-6,385e-9,-140.7e-6,4.675e6,12.79e3
1,C1_68,1.8,496.6e-3,0,,22.33e-6,233.1e-6,1.294e-6,-126e-6,1.391e6,14.29e3
1,C1_69,1.8,558.6e-3,0,,43.3e-6,223.4e-6,3.305e-6,-111.8e-6,544.6e3,16.1e3
1,C1_70,1.8,620.7e-3,0,,66.54e-6,213e-6,6.714e-6,-98.24e-6,268.1e3,18.32e3
1,C1_71,1.8,682.8e-3,0,,88.58e-6,201.9e-6,11.54e-6,-85.36e-6,156e3,21.09e3
1,C1_72,1.8,744.8e-3,0,,108.4e-6,190e-6,17.66e-6,-73.19e-6,101.9e3,24.59e3
1,C1_73,1.8,806.9e-3,0,,126e-6,177.4e-6,24.94e-6,-61.79e-6,72.16e3,29.13e3
1,C1_74,1.8,869e-3,0,,141.5e-6,164e-6,33.25e-6,-51.19e-6,54.13e3,35.16e3
1,C1_75,1.8,931e-3,0,,155.2e-6,149.8e-6,42.47e-6,-41.45e-6,42.39e3,43.43e3
1,C1_76,1.8,993.1e-3,0,,167e-6,134.8e-6,52.47e-6,-32.61e-6,34.31e3,55.19e3
1,C1_77,1.8,1.055,0,,177.2e-6,119e-6,63.15e-6,-24.73e-6,28.5e3,72.77e3
1,C1_78,1.8,1.117,0,,185.8e-6,102.4e-6,74.42e-6,-17.86e-6,24.19e3,100.8e3
1,C1_79,1.8,1.179,0,,193e-6,84.87e-6,86.18e-6,-12.04e-6,20.89e3,149.5e3
1,C1_80,1.8,1.241,0,,198.9e-6,66.19e-6,98.34e-6,-7.348e-6,18.3e3,245e3
1,C1_81,1.8,1.303,0,,203.5e-6,46.23e-6,110.8e-6,-3.853e-6,16.24e3,467.2e3
1,C1_82,1.8,1.366,0,,207e-6,26.25e-6,123.6e-6,-1.612e-6,14.57e3,1.117e6
1,C1_83,1.8,1.428,0,,209.6e-6,10.67e-6,136.5e-6,-503.6e-9,13.19e3,3.574e6
1,C1_84,1.8,1.49,0,,211.2e-6,3.004e-6,149.5e-6,-117.9e-9,12.04e3,15.26e6
1,C1_85,1.8,1.552,0,,212e-6,632.2e-9,162.7e-6,-21.38e-9,11.06e3,84.18e6
1,C1_86,1.8,1.614,0,,212.1e-6,100.5e-9,175.8e-6,-3.046e-9,10.24e3,590.9e6
1,C1_87,1.8,1.676,0,,211.6e-6,12.84e-9,189e-6,-369.4e-12,9.525e3,4.873e9
1,C1_88,1.8,1.738,0,,210.5e-6,1.477e-9,202.1e-6,-41.68e-12,8.908e3,43.19e9
1,C1_89,1.8,1.8,0,,209e-6,163.4e-12,215.1e-6,-4.58e-12,8.369e3,393e9
1,C2_0,0,0,27,,0,0,0,-0,inf,inf
1,C2_1,0,62.07e-3,27,,0,0,0,-0,inf,inf
1,C2_2,0,124.1e-3,27,,0,0,0,-0,inf,inf
1,C2_3,0,186.2e-3,27,,0,0,0,-0,inf,inf
1,C2_4,0,248.3e-3,27,,0,0,0,-0,inf,inf
1,C2_5,0,310.3e-3,27,,0,0,0,-0,inf,inf
1,C2_6,0,372.4e-3,27,,0,0,0,-0,inf,inf
1,C2_7,0,434.5e-3,27,,0,0,0,-0,inf,inf
1,C2_8,0,496.6e-3,27,,0,0,0,-0,inf,inf
1,C2_9,0,558.6e-3,27,,0,0,0,-0,inf,inf
1,C2_10,0,620.7e-3,27,,0,0,0,-0,inf,inf
1,C2_11,0,682.8e-3,27,,0,0,0,-0,inf,inf
1,C2_12,0,744.8e-3,27,,0,0,0,-0,inf,inf
1,C2_13,0,806.9e-3,27,,0,0,0,-0,inf,inf
1,C2_14,0,869e-3,27,,0,0,0,-0,inf,inf
1,C2_15,0,931e-3,27,,0,0,0,-0,inf,inf
1,C2_16,0,993.1e-3,27,,0,0,0,-0,inf,inf
1,C2_17,0,1.055,27,,0,0,0,-0,inf,inf
1,C2_18,0,1.117,27,,0,0,0,-0,inf,inf
1,C2_19,0,1.179,27,,0,0,0,-0,inf,inf
1,C2_20,0,1.241,27,,0,0,0,-0,inf,inf
1,C2_21,0,1.303,27,,0,0,0,-0,inf,inf
1,C2_22,0,1.366,27,,0,0,0,-0,inf,inf
1,C2_23,0,1.428,27,,0,0,0,-0,inf,inf
1,C2_24,0,1.49,27,,0,0,0,-0,inf,inf
1,C2_25,0,1.552,27,,0,0,0,-0,inf,inf
1,C2_26,0,1.614,27,,0,0,0,-0,inf,inf
1,C2_27,0,1.676,27,,0,0,0,-0,inf,inf
1,C2_28,0,1.738,27,,0,0,0,-0,inf,inf
1,C2_29,0,1.8,27,,0,0,0,-0,inf,inf
1,C2_30,900e-3,0,27,,75.43e-12,141.7e-6,2.437e-12,-43.48e-6,369.2e9,20.7e3
1,C2_31,900e-3,62.07e-3,27,,512.7e-12,129.2e-6,16.61e-12,-35.07e-6,54.19e9,25.67e3
1,C2_32,900e-3,124.1e-3,27,,3.443e-9,115.9e-6,112.3e-12,-27.46e-6,8.017e9,32.78e3
1,C2_33,900e-3,186.2e-3,27,,22.4e-9,102e-6,743.1e-12,-20.69e-6,1.211e9,43.5e3
1,C2_34,900e-3,248.3e-3,27,,135.2e-9,87.36e-6,4.671e-9,-14.81e-6,192.7e6,60.78e3
1,C2_35,900e-3,310.3e-3,27,,705.5e-9,71.86e-6,26.41e-9,-9.863e-6,34.08e6,91.25e3
1,C2_36,900e-3,372.4e-3,27,,3.012e-6,55.27e-6,126.8e-9,-5.911e-6,7.096e6,152.3e3
1,C2_37,900e-3,434.5e-3,27,,9.898e-6,37.63e-6,495.3e-9,-3.024e-6,1.817e6,297.6e3
1,C2_38,900e-3,496.6e-3,27,,23.49e-6,20.53e-6,1.498e-6,-1.231e-6,600.9e3,730.8e3
1,C2_39,900e-3,558.6e-3,27,,41.84e-6,8.041e-6,3.51e-6,-379.1e-9,256.4e3,2.374e6
1,C2_40,900e-3,620.7e-3,27,,61.24e-6,2.244e-6,6.711e-6,-90.36e-9,134.1e3,9.961e6
1,C2_41,900e-3,682.8e-3,27,,79.52e-6,490e-9,11.09e-6,-17.53e-9,81.17e3,51.33e6
1,C2_42,900e-3,744.8e-3,27,,96.06e-6,86.67e-9,16.54e-6,-2.853e-9,54.4e3,315.5e6
1,C2_43,900e-3,806.9e-3,27,,110.9e-6,13.1e-9,22.97e-6,-413.4e-12,39.18e3,2.177e9
1,C2_44,900e-3,869e-3,27,,124.1e-6,1.828e-9,30.27e-6,-56.69e-12,29.73e3,15.87e9
1,C2_45,900e-3,931e-3,27,,135.7e-6,246.8e-12,38.34e-6,-7.606e-12,23.48e3,118.3e9
1,C2_46,900e-3,993.1e-3,27,,145.9e-6,32.92e-12,47.08e-6,-1.012e-12,19.11e3,889.3e9
1,C2_47,900e-3,1.055,27,,154.8e-6,4.371e-12,56.42e-6,-134.3e-15,15.95e3,6.703e12
1,C2_48,900e-3,1.117,27,,162.3e-6,579.4e-15,66.26e-6,-17.79e-15,13.58e3,50.58e12
1,C2_49,900e-3,1.179,27,,168.5e-6,76.77e-15,76.53e-6,-2.357e-15,11.76e3,381.8e12
1,C2_50,900e-3,1.241,27,,173.6e-6,10.17e-15,87.15e-6,-312.2e-18,10.33e3,2.882e15
1,C2_51,900e-3,1.303,27,,177.5e-6,1.347e-15,98.05e-6,-41.36e-18,9.179e3,21.76e15
1,C2_52,900e-3,1.366,27,,180.4e-6,178.4e-18,109.2e-6,-5.478e-18,8.245e3,164.3e15
1,C2_53,900e-3,1.428,27,,182.1e-6,23.63e-18,120.4e-6,-725.5e-21,7.475e3,1.24e18
1,C2_54,900e-3,1.49,27,,182.8e-6,3.13e-18,131.7e-6,-96.1e-21,6.832e3,9.366e18
1,C2_55,900e-3,1.552,27,,182.4e-6,414.5e-21,143.1e-6,-12.73e-21,6.291e3,70.71e18
1,C2_56,900e-3,1.614,27,,180.8e-6,54.91e-21,154.3e-6,-1.686e-21,5.832e3,533.9e18
1,C2_57,900e-3,1.676,27,,177.9e-6,7.272e-21,165.5e-6,-223.3e-24,5.439e3,4.031e21
1,C2_58,900e-3,1.738,27,,173.7e-6,963.2e-24,176.4e-6,-29.57e-24,5.103e3,30.43e21
1,C2_59,900e-3,1.8,27,,168e-6,127.6e-24,187e-6,-3.917e-24,4.813e3,229.8e21
1,C2_60,1.8,0,27,,82.44e-12,276.2e-6,2.664e-12,-244.5e-6,675.7e9,7.363e3
1,C2_61,1.8,62.07e-3,27,,560.2e-12,270.9e-6,18.15e-12,-227.5e-6,99.18e9,7.913e3
1,C2_62,1.8,124.1e-3,27,,3.76e-9,265.1e-6,122.6e-12,-210.9e-6,14.68e9,8.537e3
1,C2_63,1.8,186.2e-3,27,,24.42e-9,258.7e-6,810.8e-12,-194.6e-6,2.22e9,9.25e3
1,C2_64,1.8,248.3e-3,27,,146.8e-9,251.9e-6,5.083e-9,-178.8e-6,354.1e6,10.07e3
1,C2_65,1.8,310.3e-3,27,,760.6e-9,244.6e-6,28.58e-9,-163.3e-6,62.97e6,11.02e3
1,C2_66,1.8,372.4e-3,27,,3.213e-6,236.7e-6,136.2e-9,-148.4e-6,13.22e6,12.13e3
1,C2_67,1.8,434.5e-3,27,,10.41e-6,228.4e-6,526.1e-9,-134e-6,3.422e6,13.44e3
1,C2_68,1.8,496.6e-3,27,,24.39e-6,219.4e-6,1.573e-6,-120.1e-6,1.144e6,14.99e3
1,C2_69,1.8,558.6e-3,27,,43.07e-6,210e-6,3.652e-6,-106.8e-6,492.8e3,16.86e3
1,C2_70,1.8,620.7e-3,27,,62.72e-6,199.9e-6,6.938e-6,-94.03e-6,259.4e3,19.14e3
1,C2_71,1.8,682.8e-3,27,,81.22e-6,189.3e-6,11.41e-6,-81.95e-6,157.7e3,21.97e3
1,C2_72,1.8,744.8e-3,27,,97.99e-6,178.2e-6,16.98e-6,-70.54e-6,106e3,25.52e3
1,C2_73,1.8,806.9e-3,27,,113e-6,166.4e-6,23.54e-6,-59.85e-6,76.47e3,30.08e3
1,C2_74,1.8,869e-3,27,,126.5e-6,154e-6,30.98e-6,-49.9e-6,58.11e3,36.07e3
1,C2_75,1.8,931e-3,27,,138.4e-6,141e-6,39.2e-6,-40.75e-6,45.91e3,44.18e3
1,C2_76,1.8,993.1e-3,27,,149e-6,127.4e-6,48.13e-6,-32.41e-6,37.4e3,55.53e3
1,C2_77,1.8,1.055,27,,158.2e-6,113.2e-6,57.66e-6,-24.94e-6,31.22e3,72.16e3
1,C2_78,1.8,1.117,27,,166.1e-6,98.34e-6,67.73e-6,-18.38e-6,26.58e3,97.96e3
1,C2_79,1.8,1.179,27,,172.8e-6,82.74e-6,78.25e-6,-12.75e-6,23e3,141.2e3
1,C2_80,1.8,1.241,27,,178.4e-6,66.21e-6,89.15e-6,-8.124e-6,20.19e3,221.6e3
1,C2_81,1.8,1.303,27,,183e-6,48.51e-6,100.4e-6,-4.558e-6,17.93e3,394.9e3
1,C2_82,1.8,1.366,27,,186.7e-6,30.2e-6,111.8e-6,-2.117e-6,16.09e3,850.1e3
1,C2_83,1.8,1.428,27,,189.5e-6,14.28e-6,123.5e-6,-761.3e-9,14.57e3,2.364e6
1,C2_84,1.8,1.49,27,,191.5e-6,4.762e-6,135.3e-6,-208e-9,13.3e3,8.656e6
1,C2_85,1.8,1.552,27,,192.8e-6,1.185e-6,147.3e-6,-45.11e-9,12.22e3,39.9e6
1,C2_86,1.8,1.614,27,,193.4e-6,234.6e-9,159.2e-6,-8.026e-9,11.3e3,224.3e6
1,C2_87,1.8,1.676,27,,193.5e-6,38.14e-9,171.2e-6,-1.225e-9,10.51e3,1.47e9
1,C2_88,1.8,1.738,27,,193e-6,5.503e-9,183.2e-6,-171.9e-12,9.824e3,10.47e9
1,C2_89,1.8,1.8,27,,192.1e-6,752.9e-12,195.2e-6,-23.26e-12,9.222e3,77.38e9
1,C3_0,0,0,85,,0,0,0,-0,inf,inf
