Point,Corner,Vds,Vgs,temperature,Pass/Fail,gm_n,gm_p,ids_n,ids_p,rds_n,rds_p
18,C2_64,1.8,248.3e-3,27,,277.3e-9,241.4e-6,9.721e-9,-166.4e-6,185.2e6,10.82e3
18,C2_65,1.8,310.3e-3,27,,1.348e-6,234.1e-6,52.5e-9,-151.6e-6,34.28e6,11.87e3
18,C2_66,1.8,372.4e-3,27,,5.167e-6,226.3e-6,232.8e-9,-137.3e-6,7.733e6,13.11e3
18,C2_67,1.8,434.5e-3,27,,14.71e-6,218e-6,814.3e-9,-123.5e-6,2.211e6,14.57e3
18,C2_68,1.8,496.6e-3,27,,30.64e-6,209.2e-6,2.194e-6,-110.3e-6,820.3e3,16.32e3
18,C2_69,1.8,558.6e-3,27,,49.88e-6,199.8e-6,4.686e-6,-97.59e-6,384.1e3,18.44e3
18,C2_70,1.8,620.7e-3,27,,69.17e-6,189.8e-6,8.385e-6,-85.5e-6,214.7e3,21.05e3
18,C2_71,1.8,682.8e-3,27,,87.09e-6,179.3e-6,13.24e-6,-74.05e-6,135.9e3,24.31e3
18,C2_72,1.8,744.8e-3,27,,103.4e-6,168.1e-6,19.16e-6,-63.26e-6,93.95e3,28.45e3
18,C2_73,1.8,806.9e-3,27,,118.1e-6,156.4e-6,26.04e-6,-53.19e-6,69.13e3,33.84e3
18,C2_74,1.8,869e-3,27,,131.3e-6,144e-6,33.78e-6,-43.87e-6,53.28e3,41.03e3
18,C2_75,1.8,931e-3,27,,143.1e-6,131e-6,42.3e-6,-35.33e-6,42.55e3,50.95e3
18,C2_76,1.8,993.1e-3,27,,153.6e-6,117.4e-6,51.51e-6,-27.61e-6,34.94e3,65.19e3
18,C2_77,1.8,1.055,27,,162.8e-6,103.2e-6,61.33e-6,-20.76e-6,29.35e3,86.69e3
18,C2_78,1.8,1.117,27,,170.8e-6,88.22e-6,71.69e-6,-14.82e-6,25.11e3,121.5e3
18,C2_79,1.8,1.179,27,,177.6e-6,72.4e-6,82.5e-6,-9.83e-6,21.82e3,183.1e3
18,C2_80,1.8,1.241,27,,183.4e-6,55.48e-6,93.71e-6,-5.856e-6,19.21e3,307.4e3
18,C2_81,1.8,1.303,27,,188.2e-6,37.47e-6,105.2e-6,-2.968e-6,17.1e3,606.6e3
18,C2_82,1.8,1.366,27,,192.1e-6,20.16e-6,117e-6,-1.192e-6,15.38e3,1.51e6
18,C2_83,1.8,1.428,27,,195.1e-6,7.754e-6,129.1e-6,-361.8e-9,13.95e3,4.975e6
18,C2_84,1.8,1.49,27,,197.3e-6,2.135e-6,141.2e-6,-84.89e-9,12.75e3,21.2e6
18,C2_85,1.8,1.552,27,,198.8e-6,456.7e-9,153.5e-6,-16.05e-9,11.73e3,112.2e6
18,C2_86,1.8,1.614,27,,199.6e-6,78.06e-9,165.9e-6,-2.523e-9,10.85e3,713.3e6
18,C2_87,1.8,1.676,27,,199.9e-6,11.39e-9,178.3e-6,-353.7e-12,10.1e3,5.089e9
18,C2_88,1.8,1.738,27,,199.7e-6,1.539e-9,190.7e-6,-47.05e-12,9.441e3,38.26e9
18,C2_89,1.8,1.8,27,,198.9e-6,201.8e-12,203e-6,-6.131e-12,8.866e3,293.6e9
18,C3_0,0,0,85,,0,0,0,-0,inf,inf
18,C3_1,0,62.07e-3,85,,0,0,0,-0,inf,inf
18,C3_2,0,124.1e-3,85,,0,0,0,-0,inf,inf
18,C3_3,0,186.2e-3,85,,0,0,0,-0,inf,inf
18,C3_4,0,248.3e-3,85,,0,0,0,-0,inf,inf
18,C3_5,0,310.3e-3,85,,0,0,0,-0,inf,inf
18,C3_6,0,372.4e-3,85,,0,0,0,-0,inf,inf
18,C3_7,0,434.5e-3,85,,0,0,0,-0,inf,inf
18,C3_8,0,496.6e-3,85,,0,0,0,-0,inf,inf
18,C3_9,0,558.6e-3,85,,0,0,0,-0,inf,inf
18,C3_10,0,620.7e-3,85,,0,0,0,-0,inf,inf
18,C3_11,0,682.8e-3,85,,0,0,0,-0,inf,inf
18,C3_12,0,744.8e-3,85,,0,0,0,-0,inf,inf
18,C3_13,0,806.9e-3,85,,0,0,0,-0,inf,inf
18,C3_14,0,869e-3,85,,0,0,0,-0,inf,inf
18,C3_15,0,931e-3,85,,0,0,0,-0,inf,inf
18,C3_16,0,993.1e-3,85,,0,0,0,-0,inf,inf
18,C3_17,0,1.055,85,,0,0,0,-0,inf,inf
18,C3_18,0,1.117,85,,0,0,0,-0,inf,inf
18,C3_19,0,1.179,85,,0,0,0,-0,inf,inf
18,C3_20,0,1.241,85,,0,0,0,-0,inf,inf
18,C3_21,0,1.303,85,,0,0,0,-0,inf,inf
18,C3_22,0,1.366,85,,0,0,0,-0,inf,inf
18,C3_23,0,1.428,85,,0,0,0,-0,inf,inf
18,C3_24,0,1.49,85,,0,0,0,-0,inf,inf
18,C3_25,0,1.552,85,,0,0,0,-0,inf,inf
18,C3_26,0,1.614,85,,0,0,0,-0,inf,inf
18,C3_27,0,1.676,85,,0,0,0,-0,inf,inf
18,C3_28,0,1.738,85,,0,0,0,-0,inf,inf
18,C3_29,0,1.8,85,,0,0,0,-0,inf,inf
18,C3_30,900e-3,0,85,,1.517e-9,118.3e-6,57.69e-12,-37.08e-6,15.6e9,24.27e3
18,C3_31,900e-3,62.07e-3,85,,7.643e-9,107.9e-6,293.2e-12,-30.06e-6,3.069e9,29.94e3
18,C3_32,900e-3,124.1e-3,85,,37.31e-9,97.02e-6,1.459e-9,-23.7e-6,616.9e6,37.97e3
18,C3_33,900e-3,186.2e-3,85,,171.1e-9,85.76e-6,6.949e-9,-18.03e-6,129.5e6,49.92e3
18,C3_34,900e-3,248.3e-3,85,,710.2e-9,74.01e-6,30.68e-9,-13.07e-6,29.33e6,68.86e3
18,C3_35,900e-3,310.3e-3,85,,2.589e-6,61.57e-6,121.9e-9,-8.858e-6,7.381e6,101.6e3
18,C3_36,900e-3,372.4e-3,85,,7.788e-6,48.14e-6,420.9e-9,-5.448e-6,2.138e6,165.2e3
18,C3_37,900e-3,434.5e-3,85,,17.77e-6,33.64e-6,1.19e-6,-2.905e-6,756.2e3,309.8e3
18,C3_38,900e-3,496.6e-3,85,,31.14e-6,19.32e-6,2.697e-6,-1.269e-6,333.7e3,709e3
18,C3_39,900e-3,558.6e-3,85,,45.36e-6,8.318e-6,5.072e-6,-437.8e-9,177.4e3,2.056e6
18,C3_40,900e-3,620.7e-3,85,,58.97e-6,2.675e-6,8.314e-6,-122.7e-9,108.3e3,7.337e6
18,C3_41,900e-3,682.8e-3,85,,71.55e-6,708.1e-9,12.37e-6,-29.66e-9,72.76e3,30.34e6
18,C3_42,900e-3,744.8e-3,85,,83.09e-6,163.1e-9,17.17e-6,-6.381e-9,52.41e3,141e6
18,C3_43,900e-3,806.9e-3,85,,93.66e-6,33.54e-9,22.66e-6,-1.258e-9,39.71e3,715.3e6
18,C3_44,900e-3,869e-3,85,,103.3e-6,6.421e-9,28.78e-6,-235.9e-12,31.27e3,3.815e9
18,C3_45,900e-3,931e-3,85,,112e-6,1.186e-9,35.46e-6,-43.16e-12,25.38e3,20.85e9
18,C3_46,900e-3,993.1e-3,85,,119.9e-6,215.5e-12,42.66e-6,-7.81e-12,21.09e3,115.2e9
18,C3_47,900e-3,1.055,85,,126.9e-6,38.88e-12,50.33e-6,-1.407e-12,17.88e3,639.8e9
18,C3_48,900e-3,1.117,85,,133.1e-6,6.994e-12,58.4e-6,-252.9e-15,15.41e3,3.559e12
18,C3_49,900e-3,1.179,85,,138.4e-6,1.256e-12,66.82e-6,-45.42e-15,13.47e3,19.82e12
18,C3_50,900e-3,1.241,85,,142.9e-6,225.6e-15,75.55e-6,-8.154e-15,11.91e3,110.4e12
18,C3_51,900e-3,1.303,85,,146.6e-6,40.51e-15,84.54e-6,-1.464e-15,10.65e3,614.8e12
18,C3_52,900e-3,1.366,85,,149.4e-6,7.271e-15,93.72e-6,-262.8e-18,9.603e3,3.425e15
18,C3_53,900e-3,1.428,85,,151.3e-6,1.305e-15,103.1e-6,-47.17e-18,8.733e3,19.08e15
18,C3_54,900e-3,1.49,85,,152.3e-6,234.3e-18,112.5e-6,-8.466e-18,8.002e3,106.3e15
18,C3_55,900e-3,1.552,85,,152.3e-6,42.05e-18,121.9e-6,-1.52e-18,7.381e3,592.2e15
18,C3_56,900e-3,1.614,85,,151.1e-6,7.548e-18,131.4e-6,-272.8e-21,6.852e3,3.299e18
18,C3_57,900e-3,1.676,85,,148.7e-6,1.355e-18,140.7e-6,-48.96e-21,6.398e3,18.38e18
18,C3_58,900e-3,1.738,85,,145.1e-6,243.2e-21,149.8e-6,-8.789e-21,6.009e3,102.4e18
18,C3_59,900e-3,1.8,85,,140.5e-6,43.65e-21,158.6e-6,-1.578e-21,5.673e3,570.5e18
18,C3_60,1.8,0,85,,1.654e-9,248.9e-6,62.93e-12,-210.7e-6,28.61e9,8.542e3
18,C3_61,1.8,62.07e-3,85,,8.328e-9,242.2e-6,319.7e-12,-195.5e-6,5.631e9,9.207e3
18,C3_62,1.8,124.1e-3,85,,40.58e-9,235.3e-6,1.588e-9,-180.7e-6,1.133e9,9.963e3
18,C3_63,1.8,186.2e-3,85,,185.5e-9,228e-6,7.547e-9,-166.3e-6,238.5e6,10.82e3
18,C3_64,1.8,248.3e-3,85,,765.4e-9,220.4e-6,33.19e-9,-152.4e-6,54.24e6,11.81e3
18,C3_65,1.8,310.3e-3,85,,2.767e-6,212.6e-6,131.1e-9,-138.9e-6,13.73e6,12.95e3
18,C3_66,1.8,372.4e-3,85,,8.222e-6,204.4e-6,448.4e-9,-126e-6,4.015e6,14.28e3
18,C3_67,1.8,434.5e-3,85,,18.51e-6,196e-6,1.254e-6,-113.6e-6,1.435e6,15.85e3
18,C3_68,1.8,496.6e-3,85,,32.14e-6,187.3e-6,2.816e-6,-101.7e-6,639.2e3,17.7e3
18,C3_69,1.8,558.6e-3,85,,46.55e-6,178.3e-6,5.259e-6,-90.34e-6,342.3e3,19.92e3
18,C3_70,1.8,620.7e-3,85,,60.33e-6,169e-6,8.58e-6,-79.57e-6,209.8e3,22.62e3
18,C3_71,1.8,682.8e-3,85,,73.09e-6,159.4e-6,12.72e-6,-69.37e-6,141.5e3,25.95e3
18,C3_72,1.8,744.8e-3,85,,84.83e-6,149.5e-6,17.63e-6,-59.79e-6,102.1e3,30.11e3
18,C3_73,1.8,806.9e-3,85,,95.61e-6,139.2e-6,23.23e-6,-50.83e-6,77.48e3,35.41e3
18,C3_74,1.8,869e-3,85,,105.5e-6,128.7e-6,29.48e-6,-42.51e-6,61.06e3,42.34e3
18,C3_75,1.8,931e-3,85,,114.5e-6,117.8e-6,36.31e-6,-34.86e-6,49.58e3,51.63e3
18,C3_76,1.8,993.1e-3,85,,122.7e-6,106.6e-6,43.67e-6,-27.9e-6,41.22e3,64.51e3
18,C3_77,1.8,1.055,85,,130e-6,94.99e-6,51.52e-6,-21.64e-6,34.94e3,83.16e3
18,C3_78,1.8,1.117,85,,136.6e-6,83.02e-6,59.79e-6,-16.12e-6,30.1e3,111.7e3
18,C3_79,1.8,1.179,85,,142.4e-6,70.5e-6,68.45e-6,-11.35e-6,26.3e3,158.6e3
18,C3_80,1.8,1.241,85,,147.5e-6,57.17e-6,77.45e-6,-7.383e-6,23.24e3,243.8e3
18,C3_81,1.8,1.303,85,,152e-6,42.74e-6,86.75e-6,-4.277e-6,20.75e3,420.9e3
18,C3_82,1.8,1.366,85,,155.7e-6,27.57e-6,96.3e-6,-2.095e-6,18.69e3,859.2e3
18,C3_83,1.8,1.428,85,,158.9e-6,13.97e-6,106.1e-6,-823.1e-9,16.97e3,2.187e6
18,C3_84,1.8,1.49,85,,161.5e-6,5.233e-6,116e-6,-257.1e-9,15.52e3,7.002e6
18,C3_85,1.8,1.552,85,,163.6e-6,1.529e-6,126.1e-6,-67.2e-9,14.28e3,26.79e6
18,C3_86,1.8,1.614,85,,165.2e-6,379.9e-9,136.3e-6,-15.37e-9,13.21e3,117.1e6
18,C3_87,1.8,1.676,85,,166.3e-6,82.64e-9,146.6e-6,-3.16e-9,12.28e3,569.7e6
18,C3_88,1.8,1.738,85,,167e-6,16.34e-9,156.9e-6,-605.8e-12,11.47e3,2.971e9
18,C3_89,1.8,1.8,85,,167.4e-6,3.065e-9,167.3e-6,-112e-12,10.76e3,16.07e9
18,C4_0,0,0,175,,0,0,0,-0,inf,inf
18,C4_1,0,62.07e-3,175,,0,0,0,-0,inf,inf
18,C4_2,0,124.1e-3,175,,0,0,0,-0,inf,inf
18,C4_3,0,186.2e-3,175,,0,0,0,-0,inf,inf
18,C4_4,0,248.3e-3,175,,0,0,0,-0,inf,inf
18,C4_5,0,310.3e-3,175,,0,0,0,-0,inf,inf
18,C4_6,0,372.4e-3,175,,0,0,0,-0,inf,inf
18,C4_7,0,434.5e-3,175,,0,0,0,-0,inf,inf
18,C4_8,0,496.6e-3,175,,0,0,0,-0,inf,inf
18,C4_9,0,558.6e-3,175,,0,0,0,-0,inf,inf
18,C4_10,0,620.7e-3,175,,0,0,0,-0,inf,inf
18,C4_11,0,682.8e-3,175,,0,0,0,-0,inf,inf
18,C4_12,0,744.8e-3,175,,0,0,0,-0,inf,inf
18,C4_13,0,806.9e-3,175,,0,0,0,-0,inf,inf
18,C4_14,0,869e-3,175,,0,0,0,-0,inf,inf
18,C4_15,0,931e-3,175,,0,0,0,-0,inf,inf
18,C4_16,0,993.1e-3,175,,0,0,0,-0,inf,inf
18,C4_17,0,1.055,175,,0,0,0,-0,inf,inf
18,C4_18,0,1.117,175,,0,0,0,-0,inf,inf
18,C4_19,0,1.179,175,,0,0,0,-0,inf,inf
18,C4_20,0,1.241,175,,0,0,0,-0,inf,inf
18,C4_21,0,1.303,175,,0,0,0,-0,inf,inf
18,C4_22,0,1.366,175,,0,0,0,-0,inf,inf
18,C4_23,0,1.428,175,,0,0,0,-0,inf,inf
18,C4_24,0,1.49,175,,0,0,0,-0,inf,inf
18,C4_25,0,1.552,175,,0,0,0,-0,inf,inf
18,C4_26,0,1.614,175,,0,0,0,-0,inf,inf
18,C4_27,0,1.676,175,,0,0,0,-0,inf,inf
18,C4_28,0,1.738,175,,0,0,0,-0,inf,inf
18,C4_29,0,1.8,175,,0,0,0,-0,inf,inf
18,C4_30,900e-3,0,175,,17.49e-9,102.2e-6,846.6e-12,-36.4e-6,1.063e9,24.73e3
18,C4_31,900e-3,62.07e-3,175,,61.2e-9,94.31e-6,3.019e-9,-30.3e-6,298.1e6,29.7e3
18,C4_32,900e-3,124.1e-3,175,,205.2e-9,86.24e-6,10.44e-9,-24.7e-6,86.23e6,36.44e3
18,C4_33,900e-3,186.2e-3,175,,651.3e-9,78.01e-6,34.53e-9,-19.6e-6,26.07e6,45.92e3
18,C4_34,900e-3,248.3e-3,175,,1.937e-6,69.54e-6,108.2e-9,-15.02e-6,8.318e6,59.93e3
18,C4_35,900e-3,310.3e-3,175,,5.201e-6,60.62e-6,315.7e-9,-10.97e-6,2.851e6,82.01e3
18,C4_36,900e-3,372.4e-3,175,,11.64e-6,50.93e-6,820.8e-9,-7.508e-6,1.097e6,119.9e3
18,C4_37,900e-3,434.5e-3,175,,20.84e-6,40.06e-6,1.819e-6,-4.677e-6,494.8e3,192.4e3
18,C4_38,900e-3,496.6e-3,175,,30.95e-6,28.07e-6,3.426e-6,-2.559e-6,262.7e3,351.7e3
18,C4_39,900e-3,558.6e-3,175,,40.54e-6,16.39e-6,5.649e-6,-1.188e-6,159.3e3,757.6e3
18,C4_40,900e-3,620.7e-3,175,,49.23e-6,7.598e-6,8.439e-6,-464.2e-9,106.7e3,1.939e6
18,C4_41,900e-3,682.8e-3,175,,57.12e-6,2.869e-6,11.74e-6,-158.6e-9,76.65e3,5.675e6
18,C4_42,900e-3,744.8e-3,175,,64.39e-6,956.8e-9,15.52e-6,-49.71e-9,58e3,18.11e6
18,C4_43,900e-3,806.9e-3,175,,71.15e-6,295.1e-9,19.72e-6,-14.59e-9,45.63e3,61.7e6
18,C4_44,900e-3,869e-3,175,,77.43e-6,85.08e-9,24.34e-6,-4.051e-9,36.98e3,222.2e6
18,C4_45,900e-3,931e-3,175,,83.25e-6,23.26e-9,29.32e-6,-1.081e-9,30.69e3,832.3e6
18,C4_46,900e-3,993.1e-3,175,,88.61e-6,6.142e-9,34.66e-6,-281.8e-12,25.97e3,3.194e9
18,C4_47,900e-3,1.055,175,,93.51e-6,1.591e-9,40.31e-6,-72.46e-12,22.33e3,12.42e9
18,C4_48,900e-3,1.117,175,,97.93e-6,407.6e-12,46.25e-6,-18.5e-12,19.46e3,48.65e9
18,C4_49,900e-3,1.179,175,,101.9e-6,103.9e-12,52.46e-6,-4.706e-12,17.16e3,191.3e9
18,C4_50,900e-3,1.241,175,,105.3e-6,26.4e-12,58.89e-6,-1.195e-12,15.28e3,753.2e9
18,C4_51,900e-3,1.303,175,,108.1e-6,6.7e-12,65.51e-6,-303.1e-15,13.74e3,2.969e12
18,C4_52,900e-3,1.366,175,,110.4e-6,1.699e-12,72.29e-6,-76.85e-15,12.45e3,11.71e12
18,C4_53,900e-3,1.428,175,,111.9e-6,430.8e-15,79.2e-6,-19.48e-15,11.36e3,46.2e12
18,C4_54,900e-3,1.49,175,,112.7e-6,109.2e-15,86.17e-6,-4.938e-15,10.44e3,182.3e12
18,C4_55,900e-3,1.552,175,,112.5e-6,27.68e-15,93.16e-6,-1.251e-15,9.661e3,719.1e12
18,C4_56,900e-3,1.614,175,,111.5e-6,7.014e-15,100.1e-6,-317.2e-18,8.99e3,2.838e15
18,C4_57,900e-3,1.676,175,,109.6e-6,1.778e-15,107e-6,-80.38e-18,8.413e3,11.2e15
18,C4_58,900e-3,1.738,175,,107e-6,450.5e-18,113.7e-6,-20.37e-18,7.916e3,44.18e15
18,C4_59,900e-3,1.8,175,,104.1e-6,114.2e-18,120.3e-6,-5.163e-18,7.484e3,174.3e15
18,C4_60,1.8,0,175,,19.01e-9,227.1e-6,920.5e-12,-188.5e-6,1.955e9,9.548e3
18,C4_61,1.8,62.07e-3,175,,66.37e-9,219e-6,3.278e-9,-174.7e-6,549.1e6,10.3e3
18,C4_62,1.8,124.1e-3,175,,222e-9,210.8e-6,11.31e-9,-161.4e-6,159.1e6,11.16e3
18,C4_63,1.8,186.2e-3,175,,701.8e-9,202.5e-6,37.31e-9,-148.5e-6,48.24e6,12.12e3
18,C4_64,1.8,248.3e-3,175,,2.077e-6,194.3e-6,116.5e-9,-136.2e-6,15.45e6,13.21e3
18,C4_65,1.8,310.3e-3,175,,5.526e-6,186e-6,337.9e-9,-124.4e-6,5.328e6,14.47e3
18,C4_66,1.8,372.4e-3,175,,12.22e-6,177.8e-6,870.9e-9,-113.1e-6,2.067e6,15.91e3
18,C4_67,1.8,434.5e-3,175,,21.64e-6,169.5e-6,1.912e-6,-102.3e-6,941.4e3,17.59e3
18,C4_68,1.8,496.6e-3,175,,31.88e-6,161.2e-6,3.573e-6,-92.09e-6,503.7e3,19.55e3
18,C4_69,1.8,558.6e-3,175,,41.58e-6,152.9e-6,5.858e-6,-82.34e-6,307.3e3,21.86e3
18,C4_70,1.8,620.7e-3,175,,50.38e-6,144.6e-6,8.716e-6,-73.1e-6,206.5e3,24.62e3
18,C4_71,1.8,682.8e-3,175,,58.41e-6,136.3e-6,12.1e-6,-64.39e-6,148.8e3,27.96e3
18,C4_72,1.8,744.8e-3,175,,65.83e-6,128e-6,15.95e-6,-56.18e-6,112.8e3,32.04e3
18,C4_73,1.8,806.9e-3,175,,72.76e-6,119.6e-6,20.26e-6,-48.5e-6,88.86e3,37.11e3
18,C4_74,1.8,869e-3,175,,79.24e-6,111.2e-6,24.97e-6,-41.34e-6,72.07e3,43.54e3
18,C4_75,1.8,931e-3,175,,85.3e-6,102.7e-6,30.08e-6,-34.7e-6,59.84e3,51.87e3
18,C4_76,1.8,993.1e-3,175,,90.93e-6,94.14e-6,35.55e-6,-28.6e-6,50.63e3,62.94e3
18,C4_77,1.8,1.055,175,,96.16e-6,85.52e-6,41.36e-6,-23.02e-6,43.52e3,78.19e3
18,C4_78,1.8,1.117,175,,101e-6,76.76e-6,47.48e-6,-17.98e-6,37.91e3,100.1e3
18,C4_79,1.8,1.179,175,,105.4e-6,67.72e-6,53.88e-6,-13.5e-6,33.41e3,133.4e3
18,C4_80,1.8,1.241,175,,109.4e-6,58.12e-6,60.55e-6,-9.589e-6,29.73e3,187.7e3
18,C4_81,1.8,1.303,175,,113.1e-6,47.53e-6,67.46e-6,-6.305e-6,26.68e3,285.5e3
18,C4_82,1.8,1.366,175,,116.4e-6,35.67e-6,74.58e-6,-3.716e-6,24.13e3,484.3e3
18,C4_83,1.8,1.428,175,,119.4e-6,23.14e-6,81.9e-6,-1.892e-6,21.98e3,951.3e3
18,C4_84,1.8,1.49,175,,122.1e-6,12.18e-6,89.4e-6,-811.4e-9,20.14e3,2.218e6
18,C4_85,1.8,1.552,175,,124.5e-6,5.112e-6,97.05e-6,-297.1e-9,18.55e3,6.058e6
18,C4_86,1.8,1.614,175,,126.5e-6,1.815e-6,104.8e-6,-97.49e-9,17.17e3,18.46e6
18,C4_87,1.8,1.676,175,,128.3e-6,584.5e-9,112.7e-6,-29.66e-9,15.97e3,60.69e6
18,C4_88,1.8,1.738,175,,129.8e-6,174.7e-9,120.8e-6,-8.473e-9,14.91e3,212.4e6
18,C4_89,1.8,1.8,175,,131.1e-6,49.04e-9,128.8e-6,-2.305e-9,13.97e3,780.7e6
19,nom,900e-3,900e-3,27,,135.4e-6,387e-12,37.21e-6,-11.62e-12,24.19e3,77.47e9
19,C0_0,0,0,-50,,0,0,0,-0,inf,inf
19,C0_1,0,62.07e-3,-50,,0,0,0,-0,inf,inf
19,C0_2,0,124.1e-3,-50,,0,0,0,-0,inf,inf
19,C0_3,0,186.2e-3,-50,,0,0,0,-0,inf,inf
19,C0_4,0,248.3e-3,-50,,0,0,0,-0,inf,inf
19,C0_5,0,310.3e-3,-50,,0,0,0,-0,inf,inf
19,C0_6,0,372.4e-3,-50,,0,0,0,-0,inf,inf
19,C0_7,0,434.5e-3,-50,,0,0,0,-0,inf,inf
19,C0_8,0,496.6e-3,-50,,0,0,0,-0,inf,inf
19,C0_9,0,558.6e-3,-50,,0,0,0,-0,inf,inf
19,C0_10,0,620.7e-3,-50,,0,0,0,-0,inf,inf
19,C0_11,0,682.8e-3,-50,,0,0,0,-0,inf,inf
19,C0_12,0,744.8e-3,-50,,0,0,0,-0,inf,inf
19,C0_13,0,806.9e-3,-50,,0,0,0,-0,inf,inf
19,C0_14,0,869e-3,-50,,0,0,0,-0,inf,inf
19,C0_15,0,931e-3,-50,,0,0,0,-0,inf,inf
19,C0_16,0,993.1e-3,-50,,0,0,0,-0,inf,inf
19,C0_17,0,1.055,-50,,0,0,0,-0,inf,inf
19,C0_18,0,1.117,-50,,0,0,0,-0,inf,inf
19,C0_19,0,1.179,-50,,0,0,0,-0,inf,inf
19,C0_20,0,1.241,-50,,0,0,0,-0,inf,inf
19,C0_21,0,1.303,-50,,0,0,0,-0,inf,inf
19,C0_22,0,1.366,-50,,0,0,0,-0,inf,inf
19,C0_23,0,1.428,-50,,0,0,0,-0,inf,inf
19,C0_24,0,1.49,-50,,0,0,0,-0,inf,inf
19,C0_25,0,1.552,-50,,0,0,0,-0,inf,inf
19,C0_26,0,1.614,-50,,0,0,0,-0,inf,inf
19,C0_27,0,1.676,-50,,0,0,0,-0,inf,inf
19,C0_28,0,1.738,-50,,0,0,0,-0,inf,inf
19,C0_29,0,1.8,-50,,0,0,0,-0,inf,inf
19,C0_30,900e-3,0,-50,,578.2e-15,159.8e-6,13.56e-15,-42.84e-6,66.36e12,21.01e3
19,C0_31,900e-3,62.07e-3,-50,,8.147e-12,144e-6,191.2e-15,-33.41e-6,4.708e12,26.94e3
19,C0_32,900e-3,124.1e-3,-50,,114.4e-12,127e-6,2.689e-12,-25e-6,334.8e9,36.01e3
19,C0_33,900e-3,186.2e-3,-50,,1.582e-9,108.6e-6,37.44e-12,-17.68e-6,24.04e9,50.91e3
19,C0_34,900e-3,248.3e-3,-50,,20.59e-9,88.97e-6,501.1e-12,-11.54e-6,1.796e9,78e3
19,C0_35,900e-3,310.3e-3,-50,,217.3e-9,67.74e-6,5.821e-9,-6.666e-6,154.6e6,135e3
19,C0_36,900e-3,372.4e-3,-50,,1.472e-6,44.78e-6,48.18e-9,-3.167e-6,18.68e6,284.2e3
19,C0_37,900e-3,434.5e-3,-50,,6.641e-6,22.1e-6,266.1e-9,-1.107e-6,3.382e6,813.2e3
19,C0_38,900e-3,496.6e-3,-50,,22.29e-6,6.823e-6,1.091e-6,-266.6e-9,824.8e3,3.376e6
19,C0_39,900e-3,558.6e-3,-50,,50.96e-6,1.435e-6,3.313e-6,-47.38e-9,271.6e3,19e6
19,C0_40,900e-3,620.7e-3,-50,,84.02e-6,218.6e-9,7.504e-6,-5.877e-9,119.9e3,153.1e6
19,C0_41,900e-3,682.8e-3,-50,,114.5e-6,20.65e-9,13.68e-6,-486.8e-12,65.78e3,1.849e9
19,C0_42,900e-3,744.8e-3,-50,,141e-6,1.444e-9,21.63e-6,-32.56e-12,41.61e3,27.64e9
19,C0_43,900e-3,806.9e-3,-50,,163.8e-6,91.36e-12,31.1e-6,-2.037e-12,28.94e3,441.9e9
19,C0_44,900e-3,869e-3,-50,,183.4e-6,5.632e-12,41.89e-6,-125.2e-15,21.49e3,7.188e12
19,C0_45,900e-3,931e-3,-50,,200e-6,345e-15,53.79e-6,-7.665e-15,16.73e3,117.4e12
19,C0_46,900e-3,993.1e-3,-50,,213.9e-6,21.11e-15,66.65e-6,-468.8e-18,13.5e3,1.92e15
19,C0_47,900e-3,1.055,-50,,225.3e-6,1.291e-15,80.28e-6,-28.67e-18,11.21e3,31.4e15
19,C0_48,900e-3,1.117,-50,,234.4e-6,78.91e-18,94.55e-6,-1.753e-18,9.519e3,513.5e15
19,C0_49,900e-3,1.179,-50,,241.5e-6,4.825e-18,109.3e-6,-107.2e-21,8.232e3,8.398e18
19,C0_50,900e-3,1.241,-50,,246.6e-6,295e-21,124.5e-6,-6.552e-21,7.231e3,137.4e18
19,C0_51,900e-3,1.303,-50,,250e-6,18.04e-21,139.9e-6,-400.6e-24,6.434e3,2.247e21
19,C0_52,900e-3,1.366,-50,,251.9e-6,1.103e-21,155.5e-6,-24.49e-24,5.789e3,36.74e21
19,C0_53,900e-3,1.428,-50,,252.4e-6,67.43e-24,171.1e-6,-1.498e-24,5.26e3,600.9e21
19,C0_54,900e-3,1.49,-50,,251.5e-6,4.123e-24,186.7e-6,-91.57e-27,4.82e3,9.828e24
19,C0_55,900e-3,1.552,-50,,249.4e-6,252.1e-27,202.3e-6,-5.599e-27,4.449e3,160.7e24
19,C0_56,900e-3,1.614,-50,,246.2e-6,15.41e-27,217.7e-6,-342.3e-30,4.135e3,2.629e27
19,C0_57,900e-3,1.676,-50,,241.8e-6,942.4e-30,232.8e-6,-20.93e-30,3.866e3,43e27
19,C0_58,900e-3,1.738,-50,,236.1e-6,57.62e-30,247.6e-6,-1.28e-30,3.635e3,703.3e27
19,C0_59,900e-3,1.8,-50,,229e-6,3.523e-30,262e-6,-78.24e-33,3.435e3,11.5e30
19,C0_60,1.8,0,-50,,635.2e-15,285.9e-6,14.9e-15,-262.7e-6,120.8e12,6.851e3
19,C0_61,1.8,62.07e-3,-50,,8.95e-12,283.4e-6,210e-15,-245.1e-6,8.572e12,7.345e3
19,C0_62,1.8,124.1e-3,-50,,125.6e-12,280.2e-6,2.953e-12,-227.6e-6,609.6e9,7.909e3
19,C0_63,1.8,186.2e-3,-50,,1.736e-9,276.3e-6,41.11e-12,-210.3e-6,43.79e9,8.559e3
