Point,Corner,temperature,vgs,Pass/Fail,Vthn,gmn,Ron,Id,Ids
218,nom,-40,654.5e-3,,499.7e-3,186.5e-6,45.81e3,19.65e-6,19.65e-6
224,nom,-40,672.7e-3,,499.7e-3,202e-6,38.83e3,23.18e-6,23.18e-6
230,nom,-40,690.9e-3,,499.7e-3,216.5e-6,33.35e3,26.98e-6,26.98e-6
236,nom,-40,709.1e-3,,499.7e-3,230.1e-6,28.99e3,31.04e-6,31.04e-6
242,nom,-40,727.3e-3,,499.7e-3,242.6e-6,25.47e3,35.34e-6,35.34e-6
248,nom,-40,745.5e-3,,499.7e-3,254.3e-6,22.58e3,39.85e-6,39.85e-6
254,nom,-40,763.6e-3,,499.7e-3,265.1e-6,20.19e3,44.57e-6,44.57e-6
260,nom,-40,781.8e-3,,499.7e-3,275.1e-6,18.19e3,49.48e-6,49.48e-6
266,nom,-40,800e-3,,499.7e-3,284.4e-6,16.49e3,54.57e-6,54.57e-6
272,nom,-40,818.2e-3,,499.7e-3,293e-6,15.05e3,59.81e-6,59.81e-6
278,nom,-40,836.4e-3,,499.7e-3,301e-6,13.8e3,65.21e-6,65.21e-6
284,nom,-40,854.5e-3,,499.7e-3,308.4e-6,12.72e3,70.75e-6,70.75e-6
290,nom,-40,872.7e-3,,499.7e-3,315.2e-6,11.78e3,76.41e-6,76.41e-6
296,nom,-40,890.9e-3,,499.7e-3,321.6e-6,10.95e3,82.2e-6,82.2e-6
302,nom,-40,909.1e-3,,499.7e-3,327.5e-6,10.22e3,88.09e-6,88.09e-6
308,nom,-40,927.3e-3,,499.7e-3,332.9e-6,9.565e3,94.09e-6,94.09e-6
314,nom,-40,945.5e-3,,499.7e-3,337.9e-6,8.983e3,100.2e-6,100.2e-6
320,nom,-40,963.6e-3,,499.7e-3,342.6e-6,8.461e3,106.4e-6,106.4e-6
326,nom,-40,981.8e-3,,499.7e-3,346.8e-6,7.991e3,112.6e-6,112.6e-6
332,nom,-40,1,,499.7e-3,350.8e-6,7.565e3,119e-6,119e-6
338,nom,-40,1.018,,499.7e-3,354.4e-6,7.179e3,125.4e-6,125.4e-6
344,nom,-40,1.036,,499.7e-3,357.7e-6,6.827e3,131.8e-6,131.8e-6
350,nom,-40,1.055,,499.7e-3,360.7e-6,6.505e3,138.4e-6,138.4e-6
356,nom,-40,1.073,,499.7e-3,363.4e-6,6.21e3,144.9e-6,144.9e-6
362,nom,-40,1.091,,499.7e-3,365.9e-6,5.938e3,151.6e-6,151.6e-6
368,nom,-40,1.109,,499.7e-3,368.1e-6,5.688e3,158.2e-6,158.2e-6
374,nom,-40,1.127,,499.7e-3,370.1e-6,5.457e3,164.9e-6,164.9e-6
380,nom,-40,1.145,,499.7e-3,371.9e-6,5.243e3,171.7e-6,171.7e-6
386,nom,-40,1.164,,499.7e-3,373.4e-6,5.044e3,178.4e-6,178.4e-6
392,nom,-40,1.182,,499.7e-3,374.8e-6,4.859e3,185.2e-6,185.2e-6
398,nom,-40,1.2,,499.7e-3,376e-6,4.686e3,192.1e-6,192.1e-6
404,nom,-40,1.218,,499.7e-3,377e-6,4.525e3,198.9e-6,198.9e-6
410,nom,-40,1.236,,499.7e-3,377.8e-6,4.374e3,205.7e-6,205.7e-6
416,nom,-40,1.255,,499.8e-3,378.5e-6,4.233e3,212.6e-6,212.6e-6
422,nom,-40,1.273,,499.8e-3,379e-6,4.1e3,219.5e-6,219.5e-6
428,nom,-40,1.291,,499.8e-3,379.4e-6,3.976e3,226.4e-6,226.4e-6
434,nom,-40,1.309,,499.8e-3,379.6e-6,3.858e3,233.3e-6,233.3e-6
440,nom,-40,1.327,,499.8e-3,379.7e-6,3.747e3,240.2e-6,240.2e-6
446,nom,-40,1.345,,499.8e-3,379.7e-6,3.643e3,247.1e-6,247.1e-6
452,nom,-40,1.364,,499.8e-3,379.5e-6,3.544e3,254e-6,254e-6
458,nom,-40,1.382,,499.8e-3,379.2e-6,3.45e3,260.9e-6,260.9e-6
464,nom,-40,1.4,,499.8e-3,378.9e-6,3.361e3,267.7e-6,267.7e-6
470,nom,-40,1.418,,499.8e-3,378.4e-6,3.277e3,274.6e-6,274.6e-6
476,nom,-40,1.436,,499.8e-3,377.8e-6,3.197e3,281.5e-6,281.5e-6
482,nom,-40,1.455,,499.8e-3,377.1e-6,3.121e3,288.3e-6,288.3e-6
488,nom,-40,1.473,,499.8e-3,376.3e-6,3.049e3,295.2e-6,295.2e-6
494,nom,-40,1.491,,499.8e-3,375.4e-6,2.98e3,302e-6,302e-6
500,nom,-40,1.509,,499.8e-3,374.5e-6,2.914e3,308.8e-6,308.8e-6
506,nom,-40,1.527,,499.8e-3,373.4e-6,2.852e3,315.6e-6,315.6e-6
512,nom,-40,1.545,,499.8e-3,372.3e-6,2.792e3,322.4e-6,322.4e-6
518,nom,-40,1.564,,499.8e-3,371e-6,2.734e3,329.1e-6,329.1e-6
524,nom,-40,1.582,,499.8e-3,369.8e-6,2.68e3,335.9e-6,335.9e-6
530,nom,-40,1.6,,499.8e-3,368.4e-6,2.627e3,342.6e-6,342.6e-6
536,nom,-40,1.618,,499.8e-3,366.9e-6,2.577e3,349.2e-6,349.2e-6
542,nom,-40,1.636,,499.8e-3,365.4e-6,2.529e3,355.9e-6,355.9e-6
548,nom,-40,1.655,,499.8e-3,363.8e-6,2.483e3,362.5e-6,362.5e-6
554,nom,-40,1.673,,499.8e-3,362.1e-6,2.438e3,369.1e-6,369.1e-6
560,nom,-40,1.691,,499.8e-3,360.4e-6,2.396e3,375.7e-6,375.7e-6
566,nom,-40,1.709,,499.8e-3,358.6e-6,2.355e3,382.2e-6,382.2e-6
572,nom,-40,1.727,,499.8e-3,356.7e-6,2.315e3,388.7e-6,388.7e-6
578,nom,-40,1.745,,499.8e-3,354.8e-6,2.278e3,395.2e-6,395.2e-6
584,nom,-40,1.764,,499.9e-3,352.8e-6,2.241e3,401.6e-6,401.6e-6
590,nom,-40,1.782,,499.9e-3,350.7e-6,2.206e3,408e-6,408e-6
596,nom,-40,1.8,,499.9e-3,348.5e-6,2.172e3,414.3e-6,414.3e-6
3,nom,13.75,0,,461.2e-3,111.5e-12,256.3e9,3.512e-12,3.512e-12
9,nom,13.75,18.18e-3,,461.2e-3,198.6e-12,143.9e9,6.256e-12,6.256e-12
15,nom,13.75,36.36e-3,,461.2e-3,353.5e-12,80.79e9,11.14e-12,11.14e-12
21,nom,13.75,54.55e-3,,461.2e-3,629e-12,45.38e9,19.83e-12,19.83e-12
27,nom,13.75,72.73e-3,,461.2e-3,1.119e-9,25.5e9,35.3e-12,35.3e-12
33,nom,13.75,90.91e-3,,461.2e-3,1.988e-9,14.33e9,62.79e-12,62.79e-12
39,nom,13.75,109.1e-3,,461.2e-3,3.528e-9,8.064e9,111.6e-12,111.6e-12
45,nom,13.75,127.3e-3,,461.2e-3,6.254e-9,4.541e9,198.2e-12,198.2e-12
51,nom,13.75,145.5e-3,,461.2e-3,11.06e-9,2.56e9,351.5e-12,351.5e-12
57,nom,13.75,163.6e-3,,461.2e-3,19.52e-9,1.446e9,622.4e-12,622.4e-12
63,nom,13.75,181.8e-3,,461.2e-3,34.33e-9,818.5e6,1.1e-9,1.1e-9
69,nom,13.75,200e-3,,461.2e-3,60.09e-9,464.7e6,1.937e-9,1.937e-9
75,nom,13.75,218.2e-3,,461.2e-3,104.6e-9,264.9e6,3.397e-9,3.397e-9
81,nom,13.75,236.4e-3,,461.2e-3,180.6e-9,151.8e6,5.928e-9,5.928e-9
87,nom,13.75,254.5e-3,,461.2e-3,308.7e-9,87.58e6,10.28e-9,10.28e-9
93,nom,13.75,272.7e-3,,461.2e-3,521.5e-9,50.95e6,17.66e-9,17.66e-9
99,nom,13.75,290.9e-3,,461.2e-3,868.3e-9,29.95e6,30.05e-9,30.05e-9
105,nom,13.75,309.1e-3,,461.2e-3,1.422e-6,17.83e6,50.48e-9,50.48e-9
111,nom,13.75,327.3e-3,,461.2e-3,2.283e-6,10.77e6,83.6e-9,83.6e-9
117,nom,13.75,345.5e-3,,461.2e-3,3.593e-6,6.607e6,136.2e-9,136.2e-9
123,nom,13.75,363.6e-3,,461.2e-3,5.529e-6,4.128e6,218e-9,218e-9
129,nom,13.75,381.8e-3,,461.2e-3,8.305e-6,2.629e6,342.4e-9,342.4e-9
135,nom,13.75,400e-3,,461.2e-3,12.15e-6,1.709e6,526.5e-9,526.5e-9
141,nom,13.75,418.2e-3,,461.2e-3,17.26e-6,1.137e6,791.9e-9,791.9e-9
147,nom,13.75,436.4e-3,,461.2e-3,23.79e-6,774e3,1.163e-6,1.163e-6
153,nom,13.75,454.5e-3,,461.2e-3,31.76e-6,540.3e3,1.666e-6,1.666e-6
159,nom,13.75,472.7e-3,,461.2e-3,41.12e-6,386.9e3,2.326e-6,2.326e-6
165,nom,13.75,490.9e-3,,461.2e-3,51.71e-6,284.1e3,3.168e-6,3.168e-6
171,nom,13.75,509.1e-3,,461.2e-3,63.29e-6,213.7e3,4.212e-6,4.212e-6
177,nom,13.75,527.3e-3,,461.2e-3,75.6e-6,164.4e3,5.474e-6,5.474e-6
183,nom,13.75,545.5e-3,,461.2e-3,88.35e-6,129.2e3,6.963e-6,6.963e-6
189,nom,13.75,563.6e-3,,461.2e-3,101.3e-6,103.6e3,8.687e-6,8.687e-6
195,nom,13.75,581.8e-3,,461.2e-3,114.2e-6,84.54e3,10.65e-6,10.65e-6
201,nom,13.75,600e-3,,461.2e-3,126.9e-6,70.11e3,12.84e-6,12.84e-6
207,nom,13.75,618.2e-3,,461.2e-3,139.2e-6,59e3,15.26e-6,15.26e-6
213,nom,13.75,636.4e-3,,461.2e-3,151.1e-6,50.3e3,17.89e-6,17.89e-6
219,nom,13.75,654.5e-3,,461.2e-3,162.4e-6,43.39e3,20.74e-6,20.74e-6
225,nom,13.75,672.7e-3,,461.2e-3,173.2e-6,37.83e3,23.79e-6,23.79e-6
231,nom,13.75,690.9e-3,,461.2e-3,183.5e-6,33.29e3,27.04e-6,27.04e-6
237,nom,13.75,709.1e-3,,461.2e-3,193.2e-6,29.55e3,30.46e-6,30.46e-6
243,nom,13.75,727.3e-3,,461.2e-3,202.3e-6,26.43e3,34.05e-6,34.05e-6
249,nom,13.75,745.5e-3,,461.2e-3,211e-6,23.8e3,37.81e-6,37.81e-6
255,nom,13.75,763.6e-3,,461.2e-3,219.2e-6,21.57e3,41.72e-6,41.72e-6
261,nom,13.75,781.8e-3,,461.2e-3,226.8e-6,19.66e3,45.77e-6,45.77e-6
267,nom,13.75,800e-3,,461.2e-3,234.1e-6,18.01e3,49.96e-6,49.96e-6
273,nom,13.75,818.2e-3,,461.2e-3,240.9e-6,16.58e3,54.27e-6,54.27e-6
279,nom,13.75,836.4e-3,,461.2e-3,247.3e-6,15.33e3,58.71e-6,58.71e-6
285,nom,13.75,854.5e-3,,461.2e-3,253.4e-6,14.23e3,63.26e-6,63.26e-6
291,nom,13.75,872.7e-3,,461.2e-3,259.1e-6,13.25e3,67.92e-6,67.92e-6
297,nom,13.75,890.9e-3,,461.2e-3,264.4e-6,12.38e3,72.67e-6,72.67e-6
303,nom,13.75,909.1e-3,,461.2e-3,269.4e-6,11.61e3,77.52e-6,77.52e-6
309,nom,13.75,927.3e-3,,461.2e-3,274.1e-6,10.91e3,82.46e-6,82.46e-6
315,nom,13.75,945.5e-3,,461.2e-3,278.5e-6,10.29e3,87.48e-6,87.48e-6
321,nom,13.75,963.6e-3,,461.2e-3,282.7e-6,9.722e3,92.58e-6,92.58e-6
327,nom,13.75,981.8e-3,,461.2e-3,286.5e-6,9.207e3,97.75e-6,97.75e-6
333,nom,13.75,1,,461.2e-3,290.1e-6,8.739e3,103e-6,103e-6
339,nom,13.75,1.018,,461.2e-3,293.5e-6,8.311e3,108.3e-6,108.3e-6
345,nom,13.75,1.036,,461.2e-3,296.6e-6,7.919e3,113.6e-6,113.6e-6
351,nom,13.75,1.055,,461.2e-3,299.5e-6,7.559e3,119.1e-6,119.1e-6
357,nom,13.75,1.073,,461.2e-3,302.2e-6,7.227e3,124.5e-6,124.5e-6
363,nom,13.75,1.091,,461.2e-3,304.7e-6,6.921e3,130e-6,130e-6
369,nom,13.75,1.109,,461.2e-3,307e-6,6.637e3,135.6e-6,135.6e-6
375,nom,13.75,1.127,,461.2e-3,309.1e-6,6.374e3,141.2e-6,141.2e-6
381,nom,13.75,1.145,,461.2e-3,311e-6,6.13e3,146.8e-6,146.8e-6
387,nom,13.75,1.164,,461.3e-3,312.7e-6,5.902e3,152.5e-6,152.5e-6
393,nom,13.75,1.182,,461.3e-3,314.3e-6,5.689e3,158.2e-6,158.2e-6
399,nom,13.75,1.2,,461.3e-3,315.7e-6,5.491e3,163.9e-6,163.9e-6
405,nom,13.75,1.218,,461.3e-3,317e-6,5.305e3,169.7e-6,169.7e-6
411,nom,13.75,1.236,,461.3e-3,318.1e-6,5.13e3,175.4e-6,175.4e-6
417,nom,13.75,1.255,,461.3e-3,319.1e-6,4.967e3,181.2e-6,181.2e-6
423,nom,13.75,1.273,,461.3e-3,319.9e-6,4.812e3,187e-6,187e-6
429,nom,13.75,1.291,,461.3e-3,320.6e-6,4.667e3,192.8e-6,192.8e-6
435,nom,13.75,1.309,,461.3e-3,321.1e-6,4.53e3,198.7e-6,198.7e-6
441,nom,13.75,1.327,,461.3e-3,321.6e-6,4.401e3,204.5e-6,204.5e-6
447,nom,13.75,1.345,,461.3e-3,321.9e-6,4.279e3,210.3e-6,210.3e-6
453,nom,13.75,1.364,,461.3e-3,322.1e-6,4.163e3,216.2e-6,216.2e-6
459,nom,13.75,1.382,,461.3e-3,322.2e-6,4.053e3,222e-6,222e-6
465,nom,13.75,1.4,,461.3e-3,322.2e-6,3.949e3,227.9e-6,227.9e-6
471,nom,13.75,1.418,,461.3e-3,322.1e-6,3.85e3,233.8e-6,233.8e-6
477,nom,13.75,1.436,,461.3e-3,321.9e-6,3.756e3,239.6e-6,239.6e-6
483,nom,13.75,1.455,,461.3e-3,321.5e-6,3.667e3,245.4e-6,245.4e-6
489,nom,13.75,1.473,,461.3e-3,321.1e-6,3.582e3,251.3e-6,251.3e-6
495,nom,13.75,1.491,,461.3e-3,320.6e-6,3.5e3,257.1e-6,257.1e-6
501,nom,13.75,1.509,,461.3e-3,320e-6,3.423e3,262.9e-6,262.9e-6
507,nom,13.75,1.527,,461.3e-3,319.3e-6,3.349e3,268.7e-6,268.7e-6
513,nom,13.75,1.545,,461.3e-3,318.5e-6,3.278e3,274.5e-6,274.5e-6
519,nom,13.75,1.564,,461.3e-3,317.6e-6,3.211e3,280.3e-6,280.3e-6
525,nom,13.75,1.582,,461.3e-3,316.6e-6,3.146e3,286.1e-6,286.1e-6
531,nom,13.75,1.6,,461.3e-3,315.6e-6,3.084e3,291.8e-6,291.8e-6
537,nom,13.75,1.618,,461.3e-3,314.4e-6,3.025e3,297.5e-6,297.5e-6
543,nom,13.75,1.636,,461.3e-3,313.2e-6,2.968e3,303.2e-6,303.2e-6
549,nom,13.75,1.655,,461.3e-3,311.9e-6,2.914e3,308.9e-6,308.9e-6
555,nom,13.75,1.673,,461.3e-3,310.4e-6,2.861e3,314.6e-6,314.6e-6
561,nom,13.75,1.691,,461.3e-3,309e-6,2.811e3,320.2e-6,320.2e-6
567,nom,13.75,1.709,,461.3e-3,307.4e-6,2.763e3,325.8e-6,325.8e-6
573,nom,13.75,1.727,,461.3e-3,305.7e-6,2.716e3,331.3e-6,331.3e-6
579,nom,13.75,1.745,,461.3e-3,303.9e-6,2.672e3,336.9e-6,336.9e-6
585,nom,13.75,1.764,,461.4e-3,302.1e-6,2.629e3,342.4e-6,342.4e-6
591,nom,13.75,1.782,,461.4e-3,300.2e-6,2.587e3,347.9e-6,347.9e-6
597,nom,13.75,1.8,,461.4e-3,298.1e-6,2.547e3,353.3e-6,353.3e-6
1,nom,27,0,,451.7e-3,229.4e-12,119.1e9,7.559e-12,7.559e-12
7,nom,27,18.18e-3,,451.7e-3,398e-12,68.59e9,13.12e-12,13.12e-12
13,nom,27,36.36e-3,,451.7e-3,690.3e-12,39.52e9,22.77e-12,22.77e-12
19,nom,27,54.55e-3,,451.7e-3,1.197e-9,22.78e9,39.51e-12,39.51e-12
25,nom,27,72.73e-3,,451.7e-3,2.073e-9,13.14e9,68.51e-12,68.51e-12
31,nom,27,90.91e-3,,451.7e-3,3.587e-9,7.581e9,118.7e-12,118.7e-12
37,nom,27,109.1e-3,,451.7e-3,6.2e-9,4.379e9,205.5e-12,205.5e-12
43,nom,27,127.3e-3,,451.7e-3,10.7e-9,2.532e9,355.5e-12,355.5e-12
49,nom,27,145.5e-3,,451.7e-3,18.41e-9,1.466e9,613.8e-12,613.8e-12
55,nom,27,163.6e-3,,451.7e-3,31.6e-9,850.7e6,1.058e-9,1.058e-9
61,nom,27,181.8e-3,,451.7e-3,54.02e-9,494.9e6,1.818e-9,1.818e-9
67,nom,27,200e-3,,451.7e-3,91.89e-9,288.9e6,3.115e-9,3.115e-9
73,nom,27,218.2e-3,,451.7e-3,155.3e-9,169.4e6,5.314e-9,5.314e-9
79,nom,27,236.4e-3,,451.7e-3,260.4e-9,99.85e6,9.013e-9,9.013e-9
85,nom,27,254.5e-3,,451.7e-3,432.1e-9,59.28e6,15.18e-9,15.18e-9
91,nom,27,272.7e-3,,451.7e-3,708.7e-9,35.49e6,25.36e-9,25.36e-9
97,nom,27,290.9e-3,,451.7e-3,1.146e-6,21.47e6,41.93e-9,41.93e-9
103,nom,27,309.1e-3,,451.7e-3,1.825e-6,13.14e6,68.5e-9,68.5e-9
109,nom,27,327.3e-3,,451.7e-3,2.857e-6,8.15e6,110.4e-9,110.4e-9
115,nom,27,345.5e-3,,451.7e-3,4.388e-6,5.131e6,175.4e-9,175.4e-9
121,nom,27,363.6e-3,,451.7e-3,6.604e-6,3.283e6,274.1e-9,274.1e-9
127,nom,27,381.8e-3,,451.7e-3,9.716e-6,2.138e6,421e-9,421e-9
133,nom,27,400e-3,,451.7e-3,13.93e-6,1.419e6,634.1e-9,634.1e-9
139,nom,27,418.2e-3,,451.7e-3,19.42e-6,962.3e3,935.3e-9,935.3e-9
145,nom,27,436.4e-3,,451.7e-3,26.26e-6,667.4e3,1.348e-6,1.348e-6
151,nom,27,454.5e-3,,451.7e-3,34.44e-6,474.1e3,1.898e-6,1.898e-6
157,nom,27,472.7e-3,,451.7e-3,43.83e-6,345.1e3,2.608e-6,2.608e-6
163,nom,27,490.9e-3,,451.7e-3,54.24e-6,257.3e3,3.498e-6,3.498e-6
169,nom,27,509.1e-3,,451.7e-3,65.42e-6,196.3e3,4.585e-6,4.585e-6
175,nom,27,527.3e-3,,451.7e-3,77.12e-6,153.1e3,5.88e-6,5.88e-6
181,nom,27,545.5e-3,,451.7e-3,89.11e-6,121.8e3,7.39e-6,7.39e-6
187,nom,27,563.6e-3,,451.7e-3,101.1e-6,98.69e3,9.12e-6,9.12e-6
193,nom,27,581.8e-3,,451.7e-3,113.1e-6,81.32e3,11.07e-6,11.07e-6
199,nom,27,600e-3,,451.7e-3,124.7e-6,68.03e3,13.23e-6,13.23e-6
205,nom,27,618.2e-3,,451.7e-3,136.1e-6,57.7e3,15.6e-6,15.6e-6
211,nom,27,636.4e-3,,451.7e-3,146.9e-6,49.53e3,18.17e-6,18.17e-6
217,nom,27,654.5e-3,,451.7e-3,157.4e-6,42.99e3,20.94e-6,20.94e-6
223,nom,27,672.7e-3,,451.7e-3,167.3e-6,37.68e3,23.89e-6,23.89e-6
229,nom,27,690.9e-3,,451.7e-3,176.8e-6,33.31e3,27.02e-6,27.02e-6
235,nom,27,709.1e-3,,451.7e-3,185.7e-6,29.69e3,30.31e-6,30.31e-6
241,nom,27,727.3e-3,,451.7e-3,194.2e-6,26.66e3,33.76e-6,33.76e-6
247,nom,27,745.5e-3,,451.7e-3,202.3e-6,24.09e3,37.37e-6,37.37e-6
253,nom,27,763.6e-3,,451.7e-3,209.9e-6,21.89e3,41.11e-6,41.11e-6
259,nom,27,781.8e-3,,451.7e-3,217.1e-6,20e3,44.99e-6,44.99e-6
265,nom,27,800e-3,,451.7e-3,223.9e-6,18.37e3,49e-6,49e-6
271,nom,27,818.2e-3,,451.7e-3,230.3e-6,16.94e3,53.13e-6,53.13e-6
277,nom,27,836.4e-3,,451.7e-3,236.4e-6,15.69e3,57.37e-6,57.37e-6
283,nom,27,854.5e-3,,451.7e-3,242.1e-6,14.58e3,61.71e-6,61.71e-6
289,nom,27,872.7e-3,,451.7e-3,247.5e-6,13.6e3,66.16e-6,66.16e-6
295,nom,27,890.9e-3,,451.7e-3,252.6e-6,12.73e3,70.7e-6,70.7e-6
301,nom,27,909.1e-3,,451.7e-3,257.4e-6,11.95e3,75.34e-6,75.34e-6
307,nom,27,927.3e-3,,451.7e-3,261.9e-6,11.24e3,80.06e-6,80.06e-6
313,nom,27,945.5e-3,,451.7e-3,266.1e-6,10.61e3,84.85e-6,84.85e-6
319,nom,27,963.6e-3,,451.7e-3,270.1e-6,10.03e3,89.72e-6,89.72e-6
325,nom,27,981.8e-3,,451.7e-3,273.8e-6,9.507e3,94.66e-6,94.66e-6
331,nom,27,1,,451.7e-3,277.3e-6,9.03e3,99.67e-6,99.67e-6
337,nom,27,1.018,,451.7e-3,280.6e-6,8.593e3,104.7e-6,104.7e-6
343,nom,27,1.036,,451.7e-3,283.6e-6,8.192e3,109.9e-6,109.9e-6
349,nom,27,1.055,,451.7e-3,286.5e-6,7.823e3,115e-6,115e-6
355,nom,27,1.073,,451.7e-3,289.1e-6,7.483e3,120.3e-6,120.3e-6
361,nom,27,1.091,,451.8e-3,291.6e-6,7.169e3,125.5e-6,125.5e-6
367,nom,27,1.109,,451.8e-3,293.8e-6,6.877e3,130.9e-6,130.9e-6
373,nom,27,1.127,,451.8e-3,295.9e-6,6.607e3,136.2e-6,136.2e-6
379,nom,27,1.145,,451.8e-3,297.8e-6,6.355e3,141.6e-6,141.6e-6
385,nom,27,1.164,,451.8e-3,299.6e-6,6.121e3,147e-6,147e-6
391,nom,27,1.182,,451.8e-3,301.2e-6,5.902e3,152.5e-6,152.5e-6
397,nom,27,1.2,,451.8e-3,302.6e-6,5.697e3,158e-6,158e-6
403,nom,27,1.218,,451.8e-3,303.9e-6,5.505e3,163.5e-6,163.5e-6
409,nom,27,1.236,,451.8e-3,305e-6,5.325e3,169e-6,169e-6
415,nom,27,1.255,,451.8e-3,306e-6,5.155e3,174.6e-6,174.6e-6
421,nom,27,1.273,,451.8e-3,306.9e-6,4.996e3,180.1e-6,180.1e-6
427,nom,27,1.291,,451.8e-3,307.7e-6,4.846e3,185.7e-6,185.7e-6
433,nom,27,1.309,,451.8e-3,308.3e-6,4.704e3,191.3e-6,191.3e-6
439,nom,27,1.327,,451.8e-3,308.8e-6,4.57e3,196.9e-6,196.9e-6
445,nom,27,1.345,,451.8e-3,309.2e-6,4.444e3,202.5e-6,202.5e-6
451,nom,27,1.364,,451.8e-3,309.4e-6,4.324e3,208.2e-6,208.2e-6
457,nom,27,1.382,,451.8e-3,309.6e-6,4.21e3,213.8e-6,213.8e-6
463,nom,27,1.4,,451.8e-3,309.7e-6,4.102e3,219.4e-6,219.4e-6
469,nom,27,1.418,,451.8e-3,309.6e-6,4e3,225e-6,225e-6
475,nom,27,1.436,,451.8e-3,309.5e-6,3.902e3,230.6e-6,230.6e-6
481,nom,27,1.455,,451.8e-3,309.2e-6,3.809e3,236.3e-6,236.3e-6
487,nom,27,1.473,,451.8e-3,308.8e-6,3.721e3,241.9e-6,241.9e-6
493,nom,27,1.491,,451.8e-3,308.4e-6,3.637e3,247.5e-6,247.5e-6
499,nom,27,1.509,,451.8e-3,307.9e-6,3.556e3,253.1e-6,253.1e-6
505,nom,27,1.527,,451.8e-3,307.2e-6,3.479e3,258.7e-6,258.7e-6
511,nom,27,1.545,,451.8e-3,306.5e-6,3.406e3,264.2e-6,264.2e-6
517,nom,27,1.564,,451.8e-3,305.7e-6,3.336e3,269.8e-6,269.8e-6
523,nom,27,1.582,,451.8e-3,304.8e-6,3.269e3,275.4e-6,275.4e-6
