Point,Corner,temperature,vgs,Pass/Fail,Vthn,gmn,Ron,Id,Ids
81,nom,13.75,236.4e-3,,464e-3,1.289e-6,19.8e6,45.46e-9,45.46e-9
87,nom,13.75,254.5e-3,,464e-3,2.129e-6,11.86e6,75.91e-9,75.91e-9
93,nom,13.75,272.7e-3,,464e-3,3.482e-6,7.146e6,126e-9,126e-9
99,nom,13.75,290.9e-3,,464e-3,5.625e-6,4.342e6,207.3e-9,207.3e-9
105,nom,13.75,309.1e-3,,464e-3,8.95e-6,2.666e6,337.6e-9,337.6e-9
111,nom,13.75,327.3e-3,,464e-3,13.98e-6,1.657e6,543e-9,543e-9
117,nom,13.75,345.5e-3,,464e-3,21.34e-6,1.047e6,860e-9,860e-9
123,nom,13.75,363.6e-3,,464e-3,31.73e-6,673e3,1.337e-6,1.337e-6
129,nom,13.75,381.8e-3,,464e-3,45.79e-6,442e3,2.036e-6,2.036e-6
135,nom,13.75,400e-3,,464e-3,63.89e-6,297.4e3,3.027e-6,3.027e-6
141,nom,13.75,418.2e-3,,464e-3,86e-6,205.3e3,4.383e-6,4.383e-6
147,nom,13.75,436.4e-3,,464e-3,111.5e-6,145.8e3,6.174e-6,6.174e-6
153,nom,13.75,454.5e-3,,464e-3,139.4e-6,106.5e3,8.452e-6,8.452e-6
159,nom,13.75,472.7e-3,,464e-3,168.3e-6,80.03e3,11.25e-6,11.25e-6
165,nom,13.75,490.9e-3,,464e-3,197e-6,61.79e3,14.57e-6,14.57e-6
171,nom,13.75,509.1e-3,,464e-3,224.7e-6,48.92e3,18.4e-6,18.4e-6
177,nom,13.75,527.3e-3,,464e-3,250.8e-6,39.61e3,22.72e-6,22.72e-6
183,nom,13.75,545.5e-3,,464e-3,275.2e-6,32.72e3,27.5e-6,27.5e-6
189,nom,13.75,563.6e-3,,464e-3,297.8e-6,27.51e3,32.71e-6,32.71e-6
195,nom,13.75,581.8e-3,,464e-3,318.7e-6,23.49e3,38.31e-6,38.31e-6
201,nom,13.75,600e-3,,464e-3,337.9e-6,20.33e3,44.28e-6,44.28e-6
207,nom,13.75,618.2e-3,,464e-3,355.5e-6,17.79e3,50.58e-6,50.58e-6
213,nom,13.75,636.4e-3,,464e-3,371.7e-6,15.74e3,57.19e-6,57.19e-6
219,nom,13.75,654.5e-3,,464e-3,386.4e-6,14.05e3,64.07e-6,64.07e-6
225,nom,13.75,672.7e-3,,464e-3,399.7e-6,12.64e3,71.21e-6,71.21e-6
231,nom,13.75,690.9e-3,,464e-3,411.7e-6,11.45e3,78.58e-6,78.58e-6
237,nom,13.75,709.1e-3,,464.1e-3,422.6e-6,10.45e3,86.16e-6,86.16e-6
243,nom,13.75,727.3e-3,,464.1e-3,432.4e-6,9.582e3,93.93e-6,93.93e-6
249,nom,13.75,745.5e-3,,464.1e-3,441.1e-6,8.836e3,101.9e-6,101.9e-6
255,nom,13.75,763.6e-3,,464.1e-3,448.9e-6,8.186e3,109.9e-6,109.9e-6
261,nom,13.75,781.8e-3,,464.1e-3,455.8e-6,7.617e3,118.2e-6,118.2e-6
267,nom,13.75,800e-3,,464.1e-3,462e-6,7.115e3,126.5e-6,126.5e-6
273,nom,13.75,818.2e-3,,464.1e-3,467.4e-6,6.67e3,134.9e-6,134.9e-6
279,nom,13.75,836.4e-3,,464.1e-3,472.2e-6,6.273e3,143.5e-6,143.5e-6
285,nom,13.75,854.5e-3,,464.1e-3,476.5e-6,5.918e3,152.1e-6,152.1e-6
291,nom,13.75,872.7e-3,,464.1e-3,480.2e-6,5.598e3,160.8e-6,160.8e-6
297,nom,13.75,890.9e-3,,464.1e-3,483.4e-6,5.309e3,169.5e-6,169.5e-6
303,nom,13.75,909.1e-3,,464.1e-3,486.3e-6,5.047e3,178.3e-6,178.3e-6
309,nom,13.75,927.3e-3,,464.1e-3,488.8e-6,4.808e3,187.2e-6,187.2e-6
315,nom,13.75,945.5e-3,,464.1e-3,490.9e-6,4.59e3,196.1e-6,196.1e-6
321,nom,13.75,963.6e-3,,464.1e-3,492.8e-6,4.39e3,205e-6,205e-6
327,nom,13.75,981.8e-3,,464.1e-3,494.4e-6,4.206e3,214e-6,214e-6
333,nom,13.75,1,,464.1e-3,495.7e-6,4.036e3,223e-6,223e-6
339,nom,13.75,1.018,,464.1e-3,496.8e-6,3.88e3,232e-6,232e-6
345,nom,13.75,1.036,,464.1e-3,497.8e-6,3.734e3,241e-6,241e-6
351,nom,13.75,1.055,,464.1e-3,498.5e-6,3.599e3,250.1e-6,250.1e-6
357,nom,13.75,1.073,,464.1e-3,499.1e-6,3.473e3,259.1e-6,259.1e-6
363,nom,13.75,1.091,,464.1e-3,499.5e-6,3.356e3,268.2e-6,268.2e-6
369,nom,13.75,1.109,,464.1e-3,499.8e-6,3.246e3,277.3e-6,277.3e-6
375,nom,13.75,1.127,,464.1e-3,500e-6,3.143e3,286.4e-6,286.4e-6
381,nom,13.75,1.145,,464.1e-3,500.1e-6,3.046e3,295.4e-6,295.4e-6
387,nom,13.75,1.164,,464.1e-3,500.1e-6,2.955e3,304.5e-6,304.5e-6
393,nom,13.75,1.182,,464.2e-3,500e-6,2.87e3,313.6e-6,313.6e-6
399,nom,13.75,1.2,,464.2e-3,499.7e-6,2.789e3,322.7e-6,322.7e-6
405,nom,13.75,1.218,,464.2e-3,499.4e-6,2.713e3,331.8e-6,331.8e-6
411,nom,13.75,1.236,,464.2e-3,499.1e-6,2.64e3,340.8e-6,340.8e-6
417,nom,13.75,1.255,,464.2e-3,498.6e-6,2.572e3,349.9e-6,349.9e-6
423,nom,13.75,1.273,,464.2e-3,498.1e-6,2.507e3,359e-6,359e-6
429,nom,13.75,1.291,,464.2e-3,497.5e-6,2.446e3,368e-6,368e-6
435,nom,13.75,1.309,,464.2e-3,496.9e-6,2.387e3,377.1e-6,377.1e-6
441,nom,13.75,1.327,,464.2e-3,496.2e-6,2.331e3,386.1e-6,386.1e-6
447,nom,13.75,1.345,,464.2e-3,495.5e-6,2.278e3,395.1e-6,395.1e-6
453,nom,13.75,1.364,,464.2e-3,494.7e-6,2.227e3,404.1e-6,404.1e-6
459,nom,13.75,1.382,,464.2e-3,493.9e-6,2.179e3,413.1e-6,413.1e-6
465,nom,13.75,1.4,,464.2e-3,493e-6,2.133e3,422e-6,422e-6
471,nom,13.75,1.418,,464.2e-3,492e-6,2.088e3,431e-6,431e-6
477,nom,13.75,1.436,,464.2e-3,491.1e-6,2.046e3,439.9e-6,439.9e-6
483,nom,13.75,1.455,,464.2e-3,490e-6,2.005e3,448.8e-6,448.8e-6
489,nom,13.75,1.473,,464.2e-3,489e-6,1.966e3,457.7e-6,457.7e-6
495,nom,13.75,1.491,,464.2e-3,487.9e-6,1.929e3,466.6e-6,466.6e-6
501,nom,13.75,1.509,,464.2e-3,486.7e-6,1.893e3,475.5e-6,475.5e-6
507,nom,13.75,1.527,,464.2e-3,485.6e-6,1.858e3,484.3e-6,484.3e-6
513,nom,13.75,1.545,,464.2e-3,484.3e-6,1.825e3,493.1e-6,493.1e-6
519,nom,13.75,1.564,,464.2e-3,483.1e-6,1.793e3,501.9e-6,501.9e-6
525,nom,13.75,1.582,,464.2e-3,481.8e-6,1.762e3,510.7e-6,510.7e-6
531,nom,13.75,1.6,,464.2e-3,480.4e-6,1.733e3,519.4e-6,519.4e-6
537,nom,13.75,1.618,,464.2e-3,479.1e-6,1.704e3,528.2e-6,528.2e-6
543,nom,13.75,1.636,,464.2e-3,477.7e-6,1.676e3,536.9e-6,536.9e-6
549,nom,13.75,1.655,,464.3e-3,476.2e-6,1.65e3,545.5e-6,545.5e-6
555,nom,13.75,1.673,,464.3e-3,474.7e-6,1.624e3,554.2e-6,554.2e-6
561,nom,13.75,1.691,,464.3e-3,473.2e-6,1.599e3,562.8e-6,562.8e-6
567,nom,13.75,1.709,,464.3e-3,471.6e-6,1.575e3,571.4e-6,571.4e-6
573,nom,13.75,1.727,,464.3e-3,470e-6,1.552e3,580e-6,580e-6
579,nom,13.75,1.745,,464.3e-3,468.3e-6,1.529e3,588.5e-6,588.5e-6
585,nom,13.75,1.764,,464.3e-3,466.6e-6,1.508e3,597e-6,597e-6
591,nom,13.75,1.782,,464.3e-3,464.9e-6,1.486e3,605.5e-6,605.5e-6
597,nom,13.75,1.8,,464.3e-3,463.1e-6,1.466e3,613.9e-6,613.9e-6
1,nom,27,0,,451.6e-3,2.853e-9,8.847e9,101.7e-12,101.7e-12
7,nom,27,18.18e-3,,451.6e-3,4.747e-9,5.314e9,169.4e-12,169.4e-12
13,nom,27,36.36e-3,,451.6e-3,7.896e-9,3.193e9,281.9e-12,281.9e-12
19,nom,27,54.55e-3,,451.6e-3,13.13e-9,1.919e9,469e-12,469e-12
25,nom,27,72.73e-3,,451.6e-3,21.8e-9,1.154e9,779.9e-12,779.9e-12
31,nom,27,90.91e-3,,451.6e-3,36.19e-9,694.4e6,1.296e-9,1.296e-9
37,nom,27,109.1e-3,,451.6e-3,60e-9,418.1e6,2.153e-9,2.153e-9
43,nom,27,127.3e-3,,451.6e-3,99.32e-9,252e6,3.571e-9,3.571e-9
49,nom,27,145.5e-3,,451.6e-3,164.1e-9,152.1e6,5.917e-9,5.917e-9
55,nom,27,163.6e-3,,451.6e-3,270.5e-9,91.94e6,9.789e-9,9.789e-9
61,nom,27,181.8e-3,,451.6e-3,444.5e-9,55.69e6,16.16e-9,16.16e-9
67,nom,27,200e-3,,451.6e-3,727.3e-9,33.83e6,26.61e-9,26.61e-9
73,nom,27,218.2e-3,,451.6e-3,1.184e-6,20.62e6,43.66e-9,43.66e-9
79,nom,27,236.4e-3,,451.6e-3,1.915e-6,12.62e6,71.32e-9,71.32e-9
85,nom,27,254.5e-3,,451.6e-3,3.072e-6,7.768e6,115.9e-9,115.9e-9
91,nom,27,272.7e-3,,451.6e-3,4.876e-6,4.815e6,186.9e-9,186.9e-9
97,nom,27,290.9e-3,,451.6e-3,7.641e-6,3.01e6,299e-9,299e-9
103,nom,27,309.1e-3,,451.6e-3,11.79e-6,1.902e6,473.1e-9,473.1e-9
109,nom,27,327.3e-3,,451.6e-3,17.85e-6,1.218e6,739.2e-9,739.2e-9
115,nom,27,345.5e-3,,451.6e-3,26.43e-6,791.3e3,1.137e-6,1.137e-6
121,nom,27,363.6e-3,,451.6e-3,38.17e-6,523.4e3,1.719e-6,1.719e-6
127,nom,27,381.8e-3,,451.6e-3,53.58e-6,353.3e3,2.548e-6,2.548e-6
133,nom,27,400e-3,,451.6e-3,72.86e-6,243.8e3,3.691e-6,3.691e-6
139,nom,27,418.2e-3,,451.6e-3,95.79e-6,172.5e3,5.219e-6,5.219e-6
145,nom,27,436.4e-3,,451.6e-3,121.6e-6,125.2e3,7.191e-6,7.191e-6
151,nom,27,454.5e-3,,451.6e-3,149.2e-6,93.25e3,9.651e-6,9.651e-6
157,nom,27,472.7e-3,,451.6e-3,177.4e-6,71.32e3,12.62e-6,12.62e-6
163,nom,27,490.9e-3,,451.6e-3,204.9e-6,55.92e3,16.09e-6,16.09e-6
169,nom,27,509.1e-3,,451.6e-3,231.1e-6,44.87e3,20.06e-6,20.06e-6
175,nom,27,527.3e-3,,451.6e-3,255.5e-6,36.76e3,24.48e-6,24.48e-6
181,nom,27,545.5e-3,,451.6e-3,278.1e-6,30.68e3,29.33e-6,29.33e-6
187,nom,27,563.6e-3,,451.6e-3,298.8e-6,26.03e3,34.57e-6,34.57e-6
193,nom,27,581.8e-3,,451.6e-3,317.9e-6,22.4e3,40.18e-6,40.18e-6
199,nom,27,600e-3,,451.6e-3,335.3e-6,19.52e3,46.11e-6,46.11e-6
205,nom,27,618.2e-3,,451.6e-3,351.3e-6,17.19e3,52.35e-6,52.35e-6
211,nom,27,636.4e-3,,451.6e-3,365.9e-6,15.29e3,58.87e-6,58.87e-6
217,nom,27,654.5e-3,,451.6e-3,379.3e-6,13.71e3,65.64e-6,65.64e-6
223,nom,27,672.7e-3,,451.6e-3,391.4e-6,12.39e3,72.64e-6,72.64e-6
229,nom,27,690.9e-3,,451.6e-3,402.5e-6,11.27e3,79.85e-6,79.85e-6
235,nom,27,709.1e-3,,451.7e-3,412.5e-6,10.32e3,87.25e-6,87.25e-6
241,nom,27,727.3e-3,,451.7e-3,421.6e-6,9.491e3,94.83e-6,94.83e-6
247,nom,27,745.5e-3,,451.7e-3,429.8e-6,8.775e3,102.6e-6,102.6e-6
253,nom,27,763.6e-3,,451.7e-3,437.2e-6,8.15e3,110.4e-6,110.4e-6
259,nom,27,781.8e-3,,451.7e-3,443.8e-6,7.599e3,118.4e-6,118.4e-6
265,nom,27,800e-3,,451.7e-3,449.7e-6,7.112e3,126.5e-6,126.5e-6
271,nom,27,818.2e-3,,451.7e-3,455e-6,6.678e3,134.8e-6,134.8e-6
277,nom,27,836.4e-3,,451.7e-3,459.7e-6,6.291e3,143.1e-6,143.1e-6
283,nom,27,854.5e-3,,451.7e-3,463.9e-6,5.942e3,151.5e-6,151.5e-6
289,nom,27,872.7e-3,,451.7e-3,467.6e-6,5.628e3,159.9e-6,159.9e-6
295,nom,27,890.9e-3,,451.7e-3,470.9e-6,5.343e3,168.4e-6,168.4e-6
301,nom,27,909.1e-3,,451.7e-3,473.8e-6,5.084e3,177e-6,177e-6
307,nom,27,927.3e-3,,451.7e-3,476.4e-6,4.848e3,185.7e-6,185.7e-6
313,nom,27,945.5e-3,,451.7e-3,478.6e-6,4.631e3,194.3e-6,194.3e-6
319,nom,27,963.6e-3,,451.7e-3,480.5e-6,4.433e3,203e-6,203e-6
325,nom,27,981.8e-3,,451.7e-3,482.2e-6,4.25e3,211.8e-6,211.8e-6
331,nom,27,1,,451.7e-3,483.6e-6,4.081e3,220.6e-6,220.6e-6
337,nom,27,1.018,,451.7e-3,484.9e-6,3.924e3,229.3e-6,229.3e-6
343,nom,27,1.036,,451.7e-3,485.9e-6,3.779e3,238.2e-6,238.2e-6
349,nom,27,1.055,,451.7e-3,486.7e-6,3.644e3,247e-6,247e-6
355,nom,27,1.073,,451.7e-3,487.4e-6,3.518e3,255.8e-6,255.8e-6
361,nom,27,1.091,,451.7e-3,488e-6,3.4e3,264.7e-6,264.7e-6
367,nom,27,1.109,,451.7e-3,488.4e-6,3.29e3,273.6e-6,273.6e-6
373,nom,27,1.127,,451.7e-3,488.6e-6,3.186e3,282.4e-6,282.4e-6
379,nom,27,1.145,,451.7e-3,488.8e-6,3.089e3,291.3e-6,291.3e-6
385,nom,27,1.164,,451.7e-3,488.8e-6,2.998e3,300.2e-6,300.2e-6
391,nom,27,1.182,,451.7e-3,488.8e-6,2.912e3,309.1e-6,309.1e-6
397,nom,27,1.2,,451.8e-3,488.6e-6,2.831e3,318e-6,318e-6
403,nom,27,1.218,,451.8e-3,488.4e-6,2.754e3,326.8e-6,326.8e-6
409,nom,27,1.236,,451.8e-3,488.1e-6,2.681e3,335.7e-6,335.7e-6
415,nom,27,1.255,,451.8e-3,487.7e-6,2.612e3,344.6e-6,344.6e-6
421,nom,27,1.273,,451.8e-3,487.2e-6,2.546e3,353.4e-6,353.4e-6
427,nom,27,1.291,,451.8e-3,486.7e-6,2.484e3,362.3e-6,362.3e-6
433,nom,27,1.309,,451.8e-3,486.1e-6,2.425e3,371.1e-6,371.1e-6
439,nom,27,1.327,,451.8e-3,485.5e-6,2.369e3,379.9e-6,379.9e-6
445,nom,27,1.345,,451.8e-3,484.8e-6,2.315e3,388.8e-6,388.8e-6
451,nom,27,1.364,,451.8e-3,484e-6,2.264e3,397.6e-6,397.6e-6
457,nom,27,1.382,,451.8e-3,483.2e-6,2.215e3,406.3e-6,406.3e-6
463,nom,27,1.4,,451.8e-3,482.3e-6,2.168e3,415.1e-6,415.1e-6
469,nom,27,1.418,,451.8e-3,481.4e-6,2.123e3,423.9e-6,423.9e-6
475,nom,27,1.436,,451.8e-3,480.4e-6,2.08e3,432.6e-6,432.6e-6
481,nom,27,1.455,,451.8e-3,479.4e-6,2.039e3,441.3e-6,441.3e-6
487,nom,27,1.473,,451.8e-3,478.4e-6,2e3,450e-6,450e-6
493,nom,27,1.491,,451.8e-3,477.3e-6,1.962e3,458.7e-6,458.7e-6
499,nom,27,1.509,,451.8e-3,476.1e-6,1.926e3,467.4e-6,467.4e-6
505,nom,27,1.527,,451.8e-3,475e-6,1.891e3,476e-6,476e-6
511,nom,27,1.545,,451.8e-3,473.7e-6,1.857e3,484.7e-6,484.7e-6
517,nom,27,1.564,,451.8e-3,472.5e-6,1.825e3,493.3e-6,493.3e-6
523,nom,27,1.582,,451.8e-3,471.2e-6,1.793e3,501.8e-6,501.8e-6
529,nom,27,1.6,,451.8e-3,469.8e-6,1.763e3,510.4e-6,510.4e-6
535,nom,27,1.618,,451.8e-3,468.4e-6,1.734e3,518.9e-6,518.9e-6
541,nom,27,1.636,,451.8e-3,467e-6,1.706e3,527.4e-6,527.4e-6
