time	V(Vrefp,Vref)	V(vdecap)	V(vref)	V(vrefp)	I(C_electrolytic)	I(C_l)	I(C_x7r)	I(I1)
4.721393124999997e-008	-2.278090e-004	1.399972e+000	1.400000e+000	1.399772e+000	0.000000e+000	2.643920e-010	5.521360e-008	5.000000e-007
4.990234375000000e-008	-2.278090e-004	1.399972e+000	1.400000e+000	1.399772e+000	-3.223539e-010	3.336447e-013	5.547190e-008	5.000000e-007
5.000000000000000e-008	-2.278090e-004	1.399972e+000	1.400000e+000	1.399772e+000	-1.862645e-009	2.653017e-013	5.547190e-008	5.000000e-007
5.000976562500000e-008	-4.744530e-004	1.399972e+000	1.400000e+000	1.399526e+000	-6.208817e-010	-1.890959e-005	-5.613062e-007	2.002637e-005
5.002929687500000e-008	-1.496077e-003	1.399972e+000	1.400000e+000	1.398504e+000	0.000000e+000	-5.540826e-005	-3.115357e-006	5.907910e-005
5.006835937500000e-008	-5.931735e-003	1.399972e+000	1.400000e+000	1.394068e+000	0.000000e+000	-1.224244e-004	-1.420465e-005	1.371846e-004
5.014648437500000e-008	-2.180231e-002	1.399972e+000	1.400000e+000	1.378198e+000	0.000000e+000	-2.389591e-004	-5.388086e-005	2.933955e-004
5.024414062500000e-008	-5.167818e-002	1.399972e+000	1.400000e+000	1.348322e+000	0.000000e+000	-3.595331e-004	-1.285705e-004	4.886592e-004
5.034179687500001e-008	-9.146631e-002	1.399972e+000	1.400000e+000	1.308534e+000	0.000000e+000	-4.553266e-004	-2.280405e-004	6.839228e-004
5.043945312500001e-008	-1.395915e-001	1.399972e+000	1.400000e+000	1.260409e+000	0.000000e+000	-5.302773e-004	-3.483531e-004	8.791865e-004
5.053710937500001e-008	-1.942397e-001	1.399972e+000	1.400000e+000	1.205760e+000	0.000000e+000	-5.889203e-004	-4.849735e-004	1.074450e-003
5.063476562500001e-008	-2.539920e-001	1.399972e+000	1.400000e+000	1.146008e+000	0.000000e+000	-6.348037e-004	-6.343532e-004	1.269714e-003
5.073242187500002e-008	-3.177375e-001	1.399972e+000	1.400000e+000	1.082263e+000	0.000000e+000	-6.707037e-004	-7.937161e-004	1.464978e-003
5.083007812500002e-008	-3.844638e-001	1.399972e+000	1.400000e+000	1.015536e+000	0.000000e+000	-6.991515e-004	-9.605311e-004	1.660241e-003
5.091734375000000e-008	-4.459931e-001	1.399972e+000	1.400000e+000	9.540069e-001	0.000000e+000	-7.198159e-004	-1.114354e-003	1.834729e-003
5.093734374999999e-008	-4.604405e-001	1.399972e+000	1.400000e+000	9.395595e-001	0.000000e+000	-7.236873e-004	-1.150472e-003	1.874719e-003
5.100000000000000e-008	-5.061200e-001	1.399972e+000	1.400000e+000	8.938800e-001	0.000000e+000	-7.347700e-004	-1.264670e-003	2.000000e-003
5.100050000000000e-008	-5.064868e-001	1.399972e+000	1.400000e+000	8.935132e-001	0.000000e+000	-7.338531e-004	-1.265587e-003	2.000000e-003
5.100150000000000e-008	-5.072191e-001	1.399972e+000	1.400000e+000	8.927808e-001	0.000000e+000	-7.320221e-004	-1.267418e-003	2.000000e-003
5.100300000000000e-008	-5.083144e-001	1.399972e+000	1.400000e+000	8.916855e-001	0.000000e+000	-7.292838e-004	-1.270156e-003	2.000000e-003
5.100500000000000e-008	-5.097708e-001	1.399972e+000	1.400000e+000	8.902292e-001	0.000000e+000	-7.256431e-004	-1.273796e-003	2.000000e-003
5.100520000000000e-008	-5.099147e-001	1.399972e+000	1.400000e+000	8.900853e-001	-3.178914e-007	-7.212842e-004	-1.274157e-003	1.996001e-003
5.100560000000000e-008	-5.102000e-001	1.399972e+000	1.400000e+000	8.898000e-001	-4.371007e-007	-7.125729e-004	-1.274870e-003	1.988003e-003
5.100640000000000e-008	-5.107579e-001	1.399972e+000	1.400000e+000	8.892421e-001	-2.980232e-007	-6.951822e-004	-1.276264e-003	1.972007e-003
5.100800000000000e-008	-5.118217e-001	1.399972e+000	1.400000e+000	8.881782e-001	-1.490116e-007	-6.605308e-004	-1.278924e-003	1.940015e-003
5.101120000000000e-008	-5.137429e-001	1.399972e+000	1.400000e+000	8.862571e-001	-7.450581e-008	-5.917437e-004	-1.283727e-003	1.876031e-003
5.101760000000001e-008	-5.167722e-001	1.399972e+000	1.400000e+000	8.832278e-001	-3.725290e-008	-4.562026e-004	-1.291300e-003	1.748063e-003
5.103040000000003e-008	-5.196722e-001	1.399972e+000	1.400000e+000	8.803278e-001	-1.862645e-008	-1.930166e-004	-1.298550e-003	1.492127e-003
5.105600000000006e-008	-5.137995e-001	1.399972e+000	1.400000e+000	8.862004e-001	-9.258295e-009	3.041739e-004	-1.283868e-003	9.802550e-004
5.110500000000000e-008	-4.823207e-001	1.399972e+000	1.400000e+000	9.176793e-001	-3.725290e-009	1.205232e-003	-1.205170e-003	5.000000e-007
5.110989999999999e-008	-4.765101e-001	1.399972e+000	1.400000e+000	9.234899e-001	-1.241763e-009	1.190705e-003	-1.190643e-003	5.000000e-007
5.113929999999996e-008	-4.432513e-001	1.399972e+000	1.400000e+000	9.567487e-001	0.000000e+000	1.107558e-003	-1.107496e-003	5.000000e-007
5.117849999999991e-008	-4.032372e-001	1.399972e+000	1.400000e+000	9.967628e-001	0.000000e+000	1.007523e-003	-1.007460e-003	5.000000e-007
5.125689999999982e-008	-3.336773e-001	1.399972e+000	1.400000e+000	1.066323e+000	0.000000e+000	8.336228e-004	-8.335596e-004	5.000000e-007
5.135455624999983e-008	-2.619779e-001	1.399972e+000	1.400000e+000	1.138022e+000	0.000000e+000	6.543743e-004	-6.543103e-004	5.000000e-007
5.145221249999983e-008	-2.050263e-001	1.399972e+000	1.400000e+000	1.194974e+000	0.000000e+000	5.119952e-004	-5.119307e-004	5.000000e-007
5.154986874999983e-008	-1.604662e-001	1.399972e+000	1.400000e+000	1.239534e+000	0.000000e+000	4.005950e-004	-4.005300e-004	5.000000e-007
5.164752499999983e-008	-1.256015e-001	1.399972e+000	1.400000e+000	1.274398e+000	0.000000e+000	3.134333e-004	-3.133680e-004	5.000000e-007
5.174518124999984e-008	-9.832275e-002	1.399972e+000	1.400000e+000	1.301677e+000	0.000000e+000	2.452363e-004	-2.451707e-004	5.000000e-007
5.184283749999984e-008	-7.697928e-002	1.399972e+000	1.400000e+000	1.323021e+000	0.000000e+000	1.918776e-004	-1.918118e-004	5.000000e-007
5.194049374999984e-008	-6.027973e-002	1.399972e+000	1.400000e+000	1.339720e+000	0.000000e+000	1.501288e-004	-1.500628e-004	5.000000e-007
5.203814999999984e-008	-4.721367e-002	1.399972e+000	1.400000e+000	1.352786e+000	0.000000e+000	1.174637e-004	-1.173976e-004	5.000000e-007
5.213580624999984e-008	-3.699064e-002	1.399972e+000	1.400000e+000	1.363009e+000	0.000000e+000	9.190584e-005	-9.183964e-005	5.000000e-007
5.223346249999985e-008	-2.899182e-002	1.399972e+000	1.400000e+000	1.371008e+000	0.000000e+000	7.190891e-005	-7.184263e-005	5.000000e-007
5.233111874999985e-008	-2.273345e-002	1.399972e+000	1.400000e+000	1.377267e+000	0.000000e+000	5.626293e-005	-5.619658e-005	5.000000e-007
5.242877499999985e-008	-1.783681e-002	1.399972e+000	1.400000e+000	1.382163e+000	0.000000e+000	4.402121e-005	-4.395482e-005	5.000000e-007
5.252643124999985e-008	-1.400554e-002	1.399972e+000	1.400000e+000	1.385994e+000	0.000000e+000	3.444305e-005	-3.437662e-005	5.000000e-007
5.262408749999986e-008	-1.100791e-002	1.399972e+000	1.400000e+000	1.388992e+000	0.000000e+000	2.694891e-005	-2.688245e-005	5.000000e-007
5.272174374999986e-008	-8.662462e-003	1.399972e+000	1.400000e+000	1.391338e+000	0.000000e+000	2.108535e-005	-2.101886e-005	5.000000e-007
5.281939999999986e-008	-6.827354e-003	1.399972e+000	1.400000e+000	1.393173e+000	0.000000e+000	1.649758e-005	-1.643108e-005	5.000000e-007
5.291705624999986e-008	-5.391479e-003	1.399972e+000	1.400000e+000	1.394608e+000	0.000000e+000	1.290803e-005	-1.284151e-005	5.000000e-007
5.301471249999987e-008	-4.268050e-003	1.399972e+000	1.400000e+000	1.395732e+000	0.000000e+000	1.009949e-005	-1.003296e-005	5.000000e-007
5.311236874999987e-008	-3.389120e-003	1.399972e+000	1.400000e+000	1.396611e+000	0.000000e+000	7.902040e-006	-7.835504e-006	5.000000e-007
5.321002499999987e-008	-2.701402e-003	1.399972e+000	1.400000e+000	1.397299e+000	0.000000e+000	6.182710e-006	-6.116168e-006	5.000000e-007
5.330768124999987e-008	-2.163291e-003	1.399972e+000	1.400000e+000	1.397837e+000	0.000000e+000	4.837471e-006	-4.770922e-006	5.000000e-007
5.340533749999988e-008	-1.742244e-003	1.399972e+000	1.400000e+000	1.398258e+000	0.000000e+000	3.784932e-006	-3.718376e-006	5.000000e-007
5.350299374999988e-008	-1.412868e-003	1.399972e+000	1.400000e+000	1.398587e+000	0.000000e+000	2.961404e-006	-2.894847e-006	5.000000e-007
5.360064999999988e-008	-1.155138e-003	1.399972e+000	1.400000e+000	1.398845e+000	0.000000e+000	2.317060e-006	-2.250499e-006	5.000000e-007
5.369830624999988e-008	-9.535551e-004	1.399972e+000	1.400000e+000	1.399046e+000	0.000000e+000	1.812913e-006	-1.746348e-006	5.000000e-007
5.379596249999989e-008	-7.957220e-004	1.399972e+000	1.400000e+000	1.399204e+000	0.000000e+000	1.418458e-006	-1.351893e-006	5.000000e-007
5.389361874999989e-008	-6.722212e-004	1.399972e+000	1.400000e+000	1.399328e+000	0.000000e+000	1.109829e-006	-1.043265e-006	5.000000e-007
5.399127499999989e-008	-5.756617e-004	1.399972e+000	1.400000e+000	1.399424e+000	0.000000e+000	8.683518e-007	-8.017887e-007	5.000000e-007
5.408893124999989e-008	-5.000830e-004	1.399972e+000	1.400000e+000	1.399500e+000	0.000000e+000	6.794153e-007	-6.128521e-007	5.000000e-007
5.418658749999989e-008	-4.409552e-004	1.399972e+000	1.400000e+000	1.399559e+000	0.000000e+000	5.315877e-007	-4.650246e-007	5.000000e-007
5.428424374999990e-008	-3.947020e-004	1.399972e+000	1.400000e+000	1.399605e+000	0.000000e+000	4.159246e-007	-3.493606e-007	5.000000e-007
5.438189999999990e-008	-3.584623e-004	1.399972e+000	1.400000e+000	1.399642e+000	0.000000e+000	3.254275e-007	-2.588622e-007	5.000000e-007
5.447955624999990e-008	-3.302097e-004	1.399972e+000	1.400000e+000	1.399670e+000	0.000000e+000	2.546208e-007	-1.880544e-007	5.000000e-007
5.457721249999990e-008	-3.080368e-004	1.399972e+000	1.400000e+000	1.399692e+000	0.000000e+000	1.992202e-007	-1.326498e-007	5.000000e-007
5.467486874999991e-008	-2.906322e-004	1.399972e+000	1.400000e+000	1.399709e+000	0.000000e+000	1.558738e-007	-8.930147e-008	5.000000e-007
5.477252499999991e-008	-2.770424e-004	1.399972e+000	1.400000e+000	1.399723e+000	0.000000e+000	1.219587e-007	-5.539005e-008	5.000000e-007
5.487018124999991e-008	-2.664328e-004	1.399972e+000	1.400000e+000	1.399734e+000	0.000000e+000	9.542284e-008	-2.885645e-008	5.000000e-007
5.496783749999991e-008	-2.582073e-004	1.399972e+000	1.400000e+000	1.399742e+000	0.000000e+000	7.466069e-008	-8.092684e-009	5.000000e-007
5.506549374999992e-008	-2.516508e-004	1.399972e+000	1.400000e+000	1.399748e+000	0.000000e+000	5.841598e-008	8.150892e-009	5.000000e-007
5.516314999999992e-008	-2.465248e-004	1.399972e+000	1.400000e+000	1.399753e+000	0.000000e+000	4.570580e-008	2.086017e-008	5.000000e-007
5.526080624999992e-008	-2.425909e-004	1.399972e+000	1.400000e+000	1.399757e+000	0.000000e+000	3.576111e-008	3.080640e-008	5.000000e-007
5.545611874999993e-008	-2.371073e-004	1.399972e+000	1.400000e+000	1.399763e+000	0.000000e+000	2.189226e-008	4.467984e-008	5.000000e-007
5.574908749999993e-008	-2.324581e-004	1.399972e+000	1.400000e+000	1.399768e+000	0.000000e+000	1.048600e-008	5.608126e-008	5.000000e-007
5.595835089285708e-008	-2.311201e-004	1.399972e+000	1.400000e+000	1.399769e+000	0.000000e+000	7.143930e-009	5.942312e-008	5.000000e-007
5.616761428571423e-008	-2.300350e-004	1.399972e+000	1.400000e+000	1.399770e+000	0.000000e+000	4.429137e-009	6.213774e-008	5.000000e-007
5.637687767857138e-008	-2.292030e-004	1.399972e+000	1.400000e+000	1.399771e+000	0.000000e+000	2.341626e-009	6.422511e-008	5.000000e-007
5.658614107142853e-008	-2.286240e-004	1.399972e+000	1.400000e+000	1.399771e+000	0.000000e+000	8.813963e-010	6.568524e-008	5.000000e-007
5.679540446428568e-008	-2.282980e-004	1.399972e+000	1.400000e+000	1.399772e+000	0.000000e+000	4.844833e-011	6.651813e-008	5.000000e-007
5.700466785714282e-008	-2.282250e-004	1.399972e+000	1.400000e+000	1.399772e+000	0.000000e+000	-1.572179e-010	6.672377e-008	5.000000e-007
5.721393124999997e-008	-2.284050e-004	1.399972e+000	1.400000e+000	1.399772e+000	0.000000e+000	2.643976e-010	6.630216e-008	5.000000e-007
5.990234374999999e-008	-2.282858e-004	1.399972e+000	1.400000e+000	1.399772e+000	3.223539e-010	3.391883e-013	6.656172e-008	5.000000e-007
6.000000000000000e-008	-2.282858e-004	1.399972e+000	1.400000e+000	1.399772e+000	1.862645e-009	2.708493e-013	6.656774e-008	5.000000e-007
6.000976562499999e-008	-4.750490e-004	1.399972e+000	1.400000e+000	1.399525e+000	6.208817e-010	-1.890959e-005	-5.502055e-007	2.002637e-005
6.002929687499999e-008	-1.496673e-003	1.399972e+000	1.400000e+000	1.398503e+000	0.000000e+000	-5.540826e-005	-3.104268e-006	5.907910e-005
6.006835937500000e-008	-5.932331e-003	1.399972e+000	1.400000e+000	1.394068e+000	0.000000e+000	-1.224244e-004	-1.419355e-005	1.371846e-004
6.014648437500000e-008	-2.180290e-002	1.399972e+000	1.400000e+000	1.378197e+000	0.000000e+000	-2.389591e-004	-5.386977e-005	2.933955e-004
6.024414062500000e-008	-5.167878e-002	1.399972e+000	1.400000e+000	1.348321e+000	0.000000e+000	-3.595331e-004	-1.285594e-004	4.886592e-004
6.034179687500000e-008	-9.146678e-002	1.399972e+000	1.400000e+000	1.308533e+000	0.000000e+000	-4.553266e-004	-2.280294e-004	6.839228e-004
6.043945312500001e-008	-1.395921e-001	1.399972e+000	1.400000e+000	1.260408e+000	0.000000e+000	-5.302773e-004	-3.483421e-004	8.791865e-004
6.053710937500001e-008	-1.942403e-001	1.399972e+000	1.400000e+000	1.205760e+000	0.000000e+000	-5.889203e-004	-4.849624e-004	1.074450e-003
6.063476562500001e-008	-2.539924e-001	1.399972e+000	1.400000e+000	1.146008e+000	0.000000e+000	-6.348037e-004	-6.343421e-004	1.269714e-003
6.073242187500001e-008	-3.177379e-001	1.399972e+000	1.400000e+000	1.082262e+000	0.000000e+000	-6.707037e-004	-7.937051e-004	1.464978e-003
6.083007812500002e-008	-3.844643e-001	1.399971e+000	1.400000e+000	1.015536e+000	0.000000e+000	-6.991515e-004	-9.605200e-004	1.660241e-003
6.090234375000000e-008	-4.352295e-001	1.399971e+000	1.400000e+000	9.647705e-001	0.000000e+000	-7.167338e-004	-1.087432e-003	1.804736e-003
6.091734375000002e-008	-4.459937e-001	1.399971e+000	1.400000e+000	9.540063e-001	0.000000e+000	-7.198159e-004	-1.114342e-003	1.834729e-003
6.093734375000004e-008	-4.604411e-001	1.399971e+000	1.400000e+000	9.395589e-001	0.000000e+000	-7.236873e-004	-1.150461e-003	1.874719e-003
6.095999999999996e-008	-4.768695e-001	1.399971e+000	1.400000e+000	9.231305e-001	0.000000e+000	-7.279174e-004	-1.191532e-003	1.920020e-003
6.097499999999998e-008	-4.878054e-001	1.399971e+000	1.400000e+000	9.121946e-001	0.000000e+000	-7.305703e-004	-1.218871e-003	1.950013e-003
6.098999999999999e-008	-4.987831e-001	1.399971e+000	1.400000e+000	9.012169e-001	0.000000e+000	-7.331185e-004	-1.246315e-003	1.980005e-003
6.100000000000000e-008	-5.061206e-001	1.399971e+000	1.400000e+000	8.938794e-001	0.000000e+000	-7.347700e-004	-1.264659e-003	2.000000e-003
6.100050000000000e-008	-5.064873e-001	1.399971e+000	1.400000e+000	8.935127e-001	0.000000e+000	-7.338531e-004	-1.265575e-003	2.000000e-003
6.100150000000001e-008	-5.072197e-001	1.399971e+000	1.400000e+000	8.927802e-001	0.000000e+000	-7.320221e-004	-1.267406e-003	2.000000e-003
6.100300000000001e-008	-5.083150e-001	1.399971e+000	1.400000e+000	8.916849e-001	0.000000e+000	-7.292838e-004	-1.270145e-003	2.000000e-003
6.100500000000001e-008	-5.097713e-001	1.399971e+000	1.400000e+000	8.902287e-001	0.000000e+000	-7.256431e-004	-1.273785e-003	2.000000e-003
6.100520000000001e-008	-5.099152e-001	1.399971e+000	1.400000e+000	8.900847e-001	-3.178914e-007	-7.212842e-004	-1.274146e-003	1.996001e-003
6.100560000000000e-008	-5.102006e-001	1.399971e+000	1.400000e+000	8.897994e-001	-4.371007e-007	-7.125729e-004	-1.274860e-003	1.988003e-003
6.100640000000001e-008	-5.107585e-001	1.399971e+000	1.400000e+000	8.892415e-001	-2.980232e-007	-6.951822e-004	-1.276254e-003	1.972007e-003
6.100800000000001e-008	-5.118223e-001	1.399971e+000	1.400000e+000	8.881777e-001	-1.490116e-007	-6.605307e-004	-1.278913e-003	1.940015e-003
6.101120000000001e-008	-5.137435e-001	1.399971e+000	1.400000e+000	8.862565e-001	-7.450581e-008	-5.917436e-004	-1.283716e-003	1.876031e-003
6.101760000000002e-008	-5.167727e-001	1.399971e+000	1.400000e+000	8.832273e-001	-3.725290e-008	-4.562026e-004	-1.291289e-003	1.748063e-003
6.103040000000003e-008	-5.196728e-001	1.399971e+000	1.400000e+000	8.803272e-001	-1.862645e-008	-1.930166e-004	-1.298538e-003	1.492127e-003
6.105600000000007e-008	-5.138001e-001	1.399971e+000	1.400000e+000	8.861998e-001	-8.619104e-009	3.041739e-004	-1.283857e-003	9.802550e-004
6.110500000000000e-008	-4.823213e-001	1.399971e+000	1.400000e+000	9.176787e-001	0.000000e+000	1.205232e-003	-1.205159e-003	5.000000e-007
6.113929999999997e-008	-4.432518e-001	1.399971e+000	1.400000e+000	9.567481e-001	0.000000e+000	1.107558e-003	-1.107485e-003	5.000000e-007
6.117849999999992e-008	-4.032378e-001	1.399971e+000	1.400000e+000	9.967622e-001	0.000000e+000	1.007523e-003	-1.007449e-003	5.000000e-007
6.125689999999981e-008	-3.336779e-001	1.399971e+000	1.400000e+000	1.066322e+000	0.000000e+000	8.336228e-004	-8.335485e-004	5.000000e-007
6.135455624999982e-008	-2.619785e-001	1.399971e+000	1.400000e+000	1.138021e+000	0.000000e+000	6.543743e-004	-6.542993e-004	5.000000e-007
6.145221249999982e-008	-2.050269e-001	1.399971e+000	1.400000e+000	1.194973e+000	0.000000e+000	5.119952e-004	-5.119195e-004	5.000000e-007
6.154986874999982e-008	-1.604668e-001	1.399971e+000	1.400000e+000	1.239533e+000	0.000000e+000	4.005950e-004	-4.005189e-004	5.000000e-007
6.164752499999982e-008	-1.256021e-001	1.399971e+000	1.400000e+000	1.274398e+000	0.000000e+000	3.134333e-004	-3.133568e-004	5.000000e-007
6.174518124999983e-008	-9.832335e-002	1.399971e+000	1.400000e+000	1.301677e+000	0.000000e+000	2.452363e-004	-2.451596e-004	5.000000e-007
6.184283749999983e-008	-7.697988e-002	1.399971e+000	1.400000e+000	1.323020e+000	0.000000e+000	1.918776e-004	-1.918007e-004	5.000000e-007
6.194049374999983e-008	-6.028032e-002	1.399971e+000	1.400000e+000	1.339720e+000	0.000000e+000	1.501288e-004	-1.500517e-004	5.000000e-007
6.203814999999983e-008	-4.721427e-002	1.399971e+000	1.400000e+000	1.352786e+000	0.000000e+000	1.174637e-004	-1.173865e-004	5.000000e-007
6.213580624999984e-008	-3.699124e-002	1.399971e+000	1.400000e+000	1.363009e+000	0.000000e+000	9.190584e-005	-9.182855e-005	5.000000e-007
6.223346249999984e-008	-2.899241e-002	1.399971e+000	1.400000e+000	1.371008e+000	0.000000e+000	7.190891e-005	-7.183154e-005	5.000000e-007
6.233111874999984e-008	-2.273405e-002	1.399971e+000	1.400000e+000	1.377266e+000	0.000000e+000	5.626293e-005	-5.618549e-005	5.000000e-007
6.242877499999984e-008	-1.783729e-002	1.399971e+000	1.400000e+000	1.382163e+000	0.000000e+000	4.402121e-005	-4.394372e-005	5.000000e-007
6.252643124999984e-008	-1.400602e-002	1.399971e+000	1.400000e+000	1.385994e+000	0.000000e+000	3.444305e-005	-3.436553e-005	5.000000e-007
6.262408749999985e-008	-1.100838e-002	1.399971e+000	1.400000e+000	1.388992e+000	0.000000e+000	2.694891e-005	-2.687135e-005	5.000000e-007
6.272174374999985e-008	-8.663058e-003	1.399971e+000	1.400000e+000	1.391337e+000	0.000000e+000	2.108535e-005	-2.100777e-005	5.000000e-007
6.281939999999985e-008	-6.827950e-003	1.399971e+000	1.400000e+000	1.393172e+000	0.000000e+000	1.649758e-005	-1.641999e-005	5.000000e-007
6.291705624999985e-008	-5.392075e-003	1.399971e+000	1.400000e+000	1.394608e+000	0.000000e+000	1.290803e-005	-1.283042e-005	5.000000e-007
6.301471249999986e-008	-4.268646e-003	1.399971e+000	1.400000e+000	1.395731e+000	0.000000e+000	1.009949e-005	-1.002187e-005	5.000000e-007
6.311236874999986e-008	-3.389716e-003	1.399971e+000	1.400000e+000	1.396610e+000	0.000000e+000	7.902040e-006	-7.824408e-006	5.000000e-007
6.321002499999986e-008	-2.701879e-003	1.399971e+000	1.400000e+000	1.397298e+000	0.000000e+000	6.182710e-006	-6.105069e-006	5.000000e-007
6.330768124999986e-008	-2.163887e-003	1.399971e+000	1.400000e+000	1.397836e+000	0.000000e+000	4.837471e-006	-4.759826e-006	5.000000e-007
6.340533749999987e-008	-1.742840e-003	1.399971e+000	1.400000e+000	1.398257e+000	0.000000e+000	3.784932e-006	-3.707286e-006	5.000000e-007
6.350299374999987e-008	-1.413465e-003	1.399971e+000	1.400000e+000	1.398587e+000	0.000000e+000	2.961404e-006	-2.883758e-006	5.000000e-007
6.360064999999987e-008	-1.155734e-003	1.399971e+000	1.400000e+000	1.398844e+000	0.000000e+000	2.317060e-006	-2.239411e-006	5.000000e-007
6.369830624999987e-008	-9.540319e-004	1.399971e+000	1.400000e+000	1.399046e+000	0.000000e+000	1.812913e-006	-1.735258e-006	5.000000e-007
6.379596249999988e-008	-7.961988e-004	1.399971e+000	1.400000e+000	1.399204e+000	0.000000e+000	1.418458e-006	-1.340801e-006	5.000000e-007
6.389361874999988e-008	-6.726980e-004	1.399971e+000	1.400000e+000	1.399327e+000	0.000000e+000	1.109829e-006	-1.032173e-006	5.000000e-007
6.399127499999988e-008	-5.761385e-004	1.399971e+000	1.400000e+000	1.399424e+000	0.000000e+000	8.683518e-007	-7.906965e-007	5.000000e-007
6.408893124999988e-008	-5.006790e-004	1.399971e+000	1.400000e+000	1.399499e+000	0.000000e+000	6.794153e-007	-6.017599e-007	5.000000e-007
6.418658749999988e-008	-4.415512e-004	1.399971e+000	1.400000e+000	1.399558e+000	0.000000e+000	5.315877e-007	-4.539306e-007	5.000000e-007
6.428424374999989e-008	-3.951788e-004	1.399971e+000	1.400000e+000	1.399605e+000	0.000000e+000	4.159246e-007	-3.382647e-007	5.000000e-007
6.438189999999989e-008	-3.589392e-004	1.399971e+000	1.400000e+000	1.399641e+000	0.000000e+000	3.254275e-007	-2.477664e-007	5.000000e-007
6.447955624999989e-008	-3.306866e-004	1.399971e+000	1.400000e+000	1.399669e+000	0.000000e+000	2.546208e-007	-1.769622e-007	5.000000e-007
6.457721249999989e-008	-3.085136e-004	1.399971e+000	1.400000e+000	1.399691e+000	0.000000e+000	1.992202e-007	-1.215649e-007	5.000000e-007
6.467486874999990e-008	-2.912283e-004	1.399971e+000	1.400000e+000	1.399709e+000	0.000000e+000	1.558738e-007	-7.821654e-008	5.000000e-007
6.477252499999990e-008	-2.776384e-004	1.399971e+000	1.400000e+000	1.399722e+000	0.000000e+000	1.219587e-007	-4.429785e-008	5.000000e-007
6.487018124999990e-008	-2.670288e-004	1.399971e+000	1.400000e+000	1.399733e+000	0.000000e+000	9.542285e-008	-1.776243e-008	5.000000e-007
6.496783749999990e-008	-2.588034e-004	1.399971e+000	1.400000e+000	1.399741e+000	0.000000e+000	7.466070e-008	2.997695e-009	5.000000e-007
6.506549374999991e-008	-2.522469e-004	1.399971e+000	1.400000e+000	1.399748e+000	0.000000e+000	5.841598e-008	1.924127e-008	5.000000e-007
6.516314999999991e-008	-2.471209e-004	1.399971e+000	1.400000e+000	1.399753e+000	0.000000e+000	4.570581e-008	3.195237e-008	5.000000e-007
6.535846249999991e-008	-2.399683e-004	1.399971e+000	1.400000e+000	1.399760e+000	0.000000e+000	2.798020e-008	4.967842e-008	5.000000e-007
6.555377499999992e-008	-2.356768e-004	1.399971e+000	1.400000e+000	1.399764e+000	0.000000e+000	1.712894e-008	6.053051e-008	5.000000e-007
6.584674374999993e-008	-2.321005e-004	1.399971e+000	1.400000e+000	1.399768e+000	0.000000e+000	8.204466e-009	6.945447e-008	5.000000e-007
6.608390892857137e-008	-2.310276e-004	1.399971e+000	1.400000e+000	1.399769e+000	0.000000e+000	5.441404e-009	7.221715e-008	5.000000e-007
6.632107410714279e-008	-2.301591e-004	1.399971e+000	1.400000e+000	1.399770e+000	0.000000e+000	3.214705e-009	7.444361e-008	5.000000e-007
6.655823928571423e-008	-2.294949e-004	1.399971e+000	1.400000e+000	1.399770e+000	0.000000e+000	1.524370e-009	7.613385e-008	5.000000e-007
6.679540446428566e-008	-2.290351e-004	1.399971e+000	1.400000e+000	1.399771e+000	0.000000e+000	3.703982e-010	7.728787e-008	5.000000e-007
6.703256964285710e-008	-2.287797e-004	1.399971e+000	1.400000e+000	1.399771e+000	0.000000e+000	-2.472099e-010	7.790567e-008	5.000000e-007
6.726973482142853e-008	-2.287286e-004	1.399971e+000	1.400000e+000	1.399771e+000	0.000000e+000	-3.284545e-010	7.798725e-008	5.000000e-007
6.750689999999997e-008	-2.288818e-004	1.399971e+000	1.400000e+000	1.399771e+000	0.000000e+000	1.266645e-010	7.753260e-008	5.000000e-007
6.975299375000002e-008	-2.288818e-004	1.399971e+000	1.400000e+000	1.399771e+000	0.000000e+000	4.871884e-013	7.765084e-008	5.000000e-007
6.990234375000000e-008	-2.288818e-004	1.399971e+000	1.400000e+000	1.399771e+000	-1.540291e-009	3.447296e-013	7.764300e-008	5.000000e-007
7.000000000000001e-008	-2.288818e-004	1.399971e+000	1.400000e+000	1.399771e+000	1.862645e-009	2.763900e-013	7.765630e-008	5.000000e-007
7.000976562500000e-008	-4.755259e-004	1.399971e+000	1.400000e+000	1.399524e+000	6.208817e-010	-1.890959e-005	-5.390975e-007	2.002637e-005
7.002929687500000e-008	-1.497149e-003	1.399971e+000	1.400000e+000	1.398503e+000	0.000000e+000	-5.540826e-005	-3.093155e-006	5.907910e-005
7.006835937500001e-008	-5.932927e-003	1.399971e+000	1.400000e+000	1.394067e+000	0.000000e+000	-1.224244e-004	-1.418245e-005	1.371846e-004
7.014648437500001e-008	-2.180338e-002	1.399971e+000	1.400000e+000	1.378197e+000	0.000000e+000	-2.389591e-004	-5.385868e-005	2.933955e-004
7.024414062500001e-008	-5.167925e-002	1.399971e+000	1.400000e+000	1.348321e+000	0.000000e+000	-3.595331e-004	-1.285483e-004	4.886592e-004
7.034179687500001e-008	-9.146738e-002	1.399971e+000	1.400000e+000	1.308533e+000	0.000000e+000	-4.553266e-004	-2.280183e-004	6.839228e-004
7.043945312500002e-008	-1.395925e-001	1.399971e+000	1.400000e+000	1.260407e+000	0.000000e+000	-5.302773e-004	-3.483309e-004	8.791865e-004
