time	V(Vrefp,Vref)	V(vdecap)	V(vref)	V(vrefp)	I(C_electrolytic)	I(C_l)	I(C_x7r)	I(I1)
2.487018125000004e-008	-2.647638e-004	1.399973e+000	1.400000e+000	1.399735e+000	0.000000e+000	9.542282e-008	-6.212940e-008	5.000000e-007
2.496783750000004e-008	-2.565384e-004	1.399973e+000	1.400000e+000	1.399743e+000	0.000000e+000	7.466067e-008	-4.136746e-008	5.000000e-007
2.506549375000003e-008	-2.499819e-004	1.399973e+000	1.400000e+000	1.399750e+000	0.000000e+000	5.841596e-008	-2.512570e-008	5.000000e-007
2.516315000000003e-008	-2.448559e-004	1.399973e+000	1.400000e+000	1.399755e+000	0.000000e+000	4.570579e-008	-1.241824e-008	5.000000e-007
2.526080625000003e-008	-2.409220e-004	1.399973e+000	1.400000e+000	1.399759e+000	0.000000e+000	3.576110e-008	-2.473826e-009	5.000000e-007
2.545611875000003e-008	-2.354383e-004	1.399973e+000	1.400000e+000	1.399765e+000	0.000000e+000	2.189224e-008	1.139051e-008	5.000000e-007
2.574908750000003e-008	-2.307892e-004	1.399973e+000	1.400000e+000	1.399769e+000	0.000000e+000	1.048599e-008	2.280103e-008	5.000000e-007
2.595835089285717e-008	-2.294511e-004	1.399973e+000	1.400000e+000	1.399771e+000	0.000000e+000	7.143913e-009	2.614347e-008	5.000000e-007
2.616761428571431e-008	-2.283661e-004	1.399973e+000	1.400000e+000	1.399772e+000	0.000000e+000	4.429121e-009	2.885873e-008	5.000000e-007
2.637687767857145e-008	-2.275340e-004	1.399973e+000	1.400000e+000	1.399772e+000	0.000000e+000	2.341609e-009	3.094682e-008	5.000000e-007
2.658614107142859e-008	-2.269550e-004	1.399973e+000	1.400000e+000	1.399773e+000	0.000000e+000	8.813797e-010	3.240773e-008	5.000000e-007
2.679540446428573e-008	-2.266290e-004	1.399973e+000	1.400000e+000	1.399773e+000	0.000000e+000	4.843181e-011	3.324146e-008	5.000000e-007
2.700466785714287e-008	-2.265560e-004	1.399973e+000	1.400000e+000	1.399773e+000	0.000000e+000	-1.572345e-010	3.344801e-008	5.000000e-007
2.721393125000001e-008	-2.267361e-004	1.399973e+000	1.400000e+000	1.399773e+000	0.000000e+000	2.643809e-010	3.302739e-008	5.000000e-007
2.975299374999999e-008	-2.266169e-004	1.399973e+000	1.400000e+000	1.399773e+000	0.000000e+000	4.650074e-013	3.328023e-008	5.000000e-007
2.990234375000000e-008	-2.266169e-004	1.399973e+000	1.400000e+000	1.399773e+000	2.184999e-009	3.225518e-013	3.327897e-008	5.000000e-007
3.000000000000000e-008	-2.266169e-004	1.399973e+000	1.400000e+000	1.399773e+000	1.862645e-009	2.542133e-013	3.327295e-008	5.000000e-007
3.000976562500001e-008	-4.733801e-004	1.399973e+000	1.400000e+000	1.399527e+000	-9.313226e-009	-1.890959e-005	-5.835003e-007	2.002637e-005
3.002929687500000e-008	-1.495004e-003	1.399973e+000	1.400000e+000	1.398505e+000	-1.365940e-008	-5.540826e-005	-3.137558e-006	5.907910e-005
3.006835937500000e-008	-5.930662e-003	1.399973e+000	1.400000e+000	1.394069e+000	-9.313226e-009	-1.224244e-004	-1.422683e-005	1.371846e-004
3.014648437500000e-008	-2.180123e-002	1.399973e+000	1.400000e+000	1.378199e+000	-3.932251e-009	-2.389591e-004	-5.390304e-005	2.933955e-004
3.024414062500000e-008	-5.167711e-002	1.399973e+000	1.400000e+000	1.348323e+000	-9.313226e-010	-3.595331e-004	-1.285927e-004	4.886592e-004
3.034179687500001e-008	-9.146512e-002	1.399973e+000	1.400000e+000	1.308535e+000	0.000000e+000	-4.553266e-004	-2.280627e-004	6.839228e-004
3.043945312500001e-008	-1.395904e-001	1.399973e+000	1.400000e+000	1.260410e+000	0.000000e+000	-5.302773e-004	-3.483753e-004	8.791865e-004
3.053710937500001e-008	-1.942387e-001	1.399973e+000	1.400000e+000	1.205761e+000	0.000000e+000	-5.889203e-004	-4.849957e-004	1.074450e-003
3.063476562500001e-008	-2.539908e-001	1.399973e+000	1.400000e+000	1.146009e+000	0.000000e+000	-6.348037e-004	-6.343754e-004	1.269714e-003
3.073242187500002e-008	-3.177363e-001	1.399973e+000	1.400000e+000	1.082264e+000	0.000000e+000	-6.707037e-004	-7.937383e-004	1.464978e-003
3.083007812500002e-008	-3.844626e-001	1.399973e+000	1.400000e+000	1.015537e+000	0.000000e+000	-6.991515e-004	-9.605533e-004	1.660241e-003
3.091734375000000e-008	-4.459920e-001	1.399973e+000	1.400000e+000	9.540080e-001	0.000000e+000	-7.198159e-004	-1.114376e-003	1.834729e-003
3.093734375000000e-008	-4.604394e-001	1.399973e+000	1.400000e+000	9.395605e-001	0.000000e+000	-7.236873e-004	-1.150494e-003	1.874719e-003
3.100000000000001e-008	-5.061189e-001	1.399973e+000	1.400000e+000	8.938811e-001	0.000000e+000	-7.347700e-004	-1.264692e-003	2.000000e-003
3.100050000000001e-008	-5.064856e-001	1.399973e+000	1.400000e+000	8.935143e-001	0.000000e+000	-7.338531e-004	-1.265609e-003	2.000000e-003
3.100150000000001e-008	-5.072181e-001	1.399973e+000	1.400000e+000	8.927819e-001	0.000000e+000	-7.320221e-004	-1.267440e-003	2.000000e-003
3.100300000000000e-008	-5.083134e-001	1.399973e+000	1.400000e+000	8.916866e-001	0.000000e+000	-7.292838e-004	-1.270178e-003	2.000000e-003
3.100500000000001e-008	-5.097696e-001	1.399973e+000	1.400000e+000	8.902304e-001	0.000000e+000	-7.256431e-004	-1.273819e-003	2.000000e-003
3.100520000000000e-008	-5.099136e-001	1.399973e+000	1.400000e+000	8.900864e-001	-3.178914e-007	-7.212842e-004	-1.274179e-003	1.996001e-003
3.100560000000001e-008	-5.101990e-001	1.399973e+000	1.400000e+000	8.898010e-001	-4.371007e-007	-7.125729e-004	-1.274892e-003	1.988003e-003
3.100640000000001e-008	-5.107569e-001	1.399973e+000	1.400000e+000	8.892431e-001	-2.980232e-007	-6.951822e-004	-1.276287e-003	1.972007e-003
3.100800000000001e-008	-5.118206e-001	1.399973e+000	1.400000e+000	8.881794e-001	-1.490116e-007	-6.605308e-004	-1.278946e-003	1.940015e-003
3.101120000000001e-008	-5.137419e-001	1.399973e+000	1.400000e+000	8.862581e-001	-7.450581e-008	-5.917437e-004	-1.283749e-003	1.876031e-003
3.101760000000002e-008	-5.167711e-001	1.399973e+000	1.400000e+000	8.832289e-001	-3.725290e-008	-4.562026e-004	-1.291322e-003	1.748063e-003
3.103040000000004e-008	-5.196711e-001	1.399973e+000	1.400000e+000	8.803289e-001	-1.862645e-008	-1.930166e-004	-1.298572e-003	1.492127e-003
3.105600000000006e-008	-5.137985e-001	1.399973e+000	1.400000e+000	8.862015e-001	-9.258295e-009	3.041739e-004	-1.283890e-003	9.802550e-004
3.110500000000001e-008	-4.823196e-001	1.399973e+000	1.400000e+000	9.176804e-001	-3.725290e-009	1.205232e-003	-1.205192e-003	5.000000e-007
3.110990000000000e-008	-4.765090e-001	1.399973e+000	1.400000e+000	9.234910e-001	-1.241763e-009	1.190705e-003	-1.190665e-003	5.000000e-007
3.113929999999996e-008	-4.432502e-001	1.399973e+000	1.400000e+000	9.567498e-001	0.000000e+000	1.107558e-003	-1.107518e-003	5.000000e-007
3.117849999999992e-008	-4.032362e-001	1.399973e+000	1.400000e+000	9.967638e-001	0.000000e+000	1.007523e-003	-1.007483e-003	5.000000e-007
3.125689999999983e-008	-3.336762e-001	1.399973e+000	1.400000e+000	1.066324e+000	0.000000e+000	8.336228e-004	-8.335818e-004	5.000000e-007
3.135455624999983e-008	-2.619768e-001	1.399973e+000	1.400000e+000	1.138023e+000	0.000000e+000	6.543743e-004	-6.543326e-004	5.000000e-007
3.145221249999983e-008	-2.050252e-001	1.399973e+000	1.400000e+000	1.194975e+000	0.000000e+000	5.119952e-004	-5.119528e-004	5.000000e-007
3.154986874999984e-008	-1.604651e-001	1.399973e+000	1.400000e+000	1.239535e+000	0.000000e+000	4.005950e-004	-4.005522e-004	5.000000e-007
3.164752499999984e-008	-1.256005e-001	1.399973e+000	1.400000e+000	1.274400e+000	0.000000e+000	3.134333e-004	-3.133901e-004	5.000000e-007
3.174518124999984e-008	-9.832168e-002	1.399973e+000	1.400000e+000	1.301678e+000	0.000000e+000	2.452363e-004	-2.451928e-004	5.000000e-007
3.184283749999984e-008	-7.697821e-002	1.399973e+000	1.400000e+000	1.323022e+000	0.000000e+000	1.918776e-004	-1.918340e-004	5.000000e-007
3.194049374999985e-008	-6.027865e-002	1.399973e+000	1.400000e+000	1.339721e+000	0.000000e+000	1.501288e-004	-1.500850e-004	5.000000e-007
3.203814999999985e-008	-4.721260e-002	1.399973e+000	1.400000e+000	1.352787e+000	0.000000e+000	1.174637e-004	-1.174197e-004	5.000000e-007
3.213580624999985e-008	-3.698957e-002	1.399973e+000	1.400000e+000	1.363010e+000	0.000000e+000	9.190584e-005	-9.186183e-005	5.000000e-007
3.223346249999985e-008	-2.899075e-002	1.399973e+000	1.400000e+000	1.371009e+000	0.000000e+000	7.190891e-005	-7.186482e-005	5.000000e-007
3.233111874999986e-008	-2.273238e-002	1.399973e+000	1.400000e+000	1.377268e+000	0.000000e+000	5.626293e-005	-5.621877e-005	5.000000e-007
3.242877499999986e-008	-1.783562e-002	1.399973e+000	1.400000e+000	1.382164e+000	0.000000e+000	4.402121e-005	-4.397700e-005	5.000000e-007
3.252643124999986e-008	-1.400435e-002	1.399973e+000	1.400000e+000	1.385996e+000	0.000000e+000	3.444305e-005	-3.439881e-005	5.000000e-007
3.262408749999986e-008	-1.100671e-002	1.399973e+000	1.400000e+000	1.388993e+000	0.000000e+000	2.694891e-005	-2.690464e-005	5.000000e-007
3.272174374999987e-008	-8.661389e-003	1.399973e+000	1.400000e+000	1.391339e+000	0.000000e+000	2.108535e-005	-2.104105e-005	5.000000e-007
3.281939999999987e-008	-6.826282e-003	1.399973e+000	1.400000e+000	1.393174e+000	0.000000e+000	1.649758e-005	-1.645327e-005	5.000000e-007
3.291705624999987e-008	-5.390406e-003	1.399973e+000	1.400000e+000	1.394610e+000	0.000000e+000	1.290803e-005	-1.286370e-005	5.000000e-007
3.301471249999987e-008	-4.266977e-003	1.399973e+000	1.400000e+000	1.395733e+000	0.000000e+000	1.009949e-005	-1.005515e-005	5.000000e-007
3.311236874999987e-008	-3.388047e-003	1.399973e+000	1.400000e+000	1.396612e+000	0.000000e+000	7.902040e-006	-7.857687e-006	5.000000e-007
3.321002499999988e-008	-2.700210e-003	1.399973e+000	1.400000e+000	1.397300e+000	0.000000e+000	6.182710e-006	-6.138351e-006	5.000000e-007
3.330768124999988e-008	-2.162218e-003	1.399973e+000	1.400000e+000	1.397838e+000	0.000000e+000	4.837471e-006	-4.793108e-006	5.000000e-007
3.340533749999988e-008	-1.741171e-003	1.399973e+000	1.400000e+000	1.398259e+000	0.000000e+000	3.784932e-006	-3.740563e-006	5.000000e-007
3.350299374999988e-008	-1.411796e-003	1.399973e+000	1.400000e+000	1.398588e+000	0.000000e+000	2.961404e-006	-2.917031e-006	5.000000e-007
3.360064999999989e-008	-1.154065e-003	1.399973e+000	1.400000e+000	1.398846e+000	0.000000e+000	2.317060e-006	-2.272685e-006	5.000000e-007
3.369830624999989e-008	-9.523630e-004	1.399973e+000	1.400000e+000	1.399048e+000	0.000000e+000	1.812913e-006	-1.768536e-006	5.000000e-007
3.379596249999989e-008	-7.945299e-004	1.399973e+000	1.400000e+000	1.399205e+000	0.000000e+000	1.418458e-006	-1.374081e-006	5.000000e-007
3.389361874999989e-008	-6.710291e-004	1.399973e+000	1.400000e+000	1.399329e+000	0.000000e+000	1.109829e-006	-1.065453e-006	5.000000e-007
3.399127499999990e-008	-5.744696e-004	1.399973e+000	1.400000e+000	1.399426e+000	0.000000e+000	8.683518e-007	-8.239749e-007	5.000000e-007
3.408893124999990e-008	-4.990101e-004	1.399973e+000	1.400000e+000	1.399501e+000	0.000000e+000	6.794153e-007	-6.350365e-007	5.000000e-007
3.418658749999990e-008	-4.398823e-004	1.399973e+000	1.400000e+000	1.399560e+000	0.000000e+000	5.315877e-007	-4.872090e-007	5.000000e-007
3.428424374999990e-008	-3.936291e-004	1.399973e+000	1.400000e+000	1.399606e+000	0.000000e+000	4.159245e-007	-3.715468e-007	5.000000e-007
3.438189999999991e-008	-3.573895e-004	1.399973e+000	1.400000e+000	1.399643e+000	0.000000e+000	3.254274e-007	-2.810484e-007	5.000000e-007
3.447955624999991e-008	-3.290176e-004	1.399973e+000	1.400000e+000	1.399671e+000	0.000000e+000	2.546207e-007	-2.102388e-007	5.000000e-007
3.457721249999991e-008	-3.068447e-004	1.399973e+000	1.400000e+000	1.399693e+000	0.000000e+000	1.992202e-007	-1.548360e-007	5.000000e-007
3.467486874999991e-008	-2.895594e-004	1.399973e+000	1.400000e+000	1.399710e+000	0.000000e+000	1.558738e-007	-1.114877e-007	5.000000e-007
3.477252499999992e-008	-2.759695e-004	1.399973e+000	1.400000e+000	1.399724e+000	0.000000e+000	1.219587e-007	-7.757444e-008	5.000000e-007
3.487018124999992e-008	-2.653599e-004	1.399973e+000	1.400000e+000	1.399735e+000	0.000000e+000	9.542283e-008	-5.104084e-008	5.000000e-007
3.496783749999992e-008	-2.571344e-004	1.399973e+000	1.400000e+000	1.399743e+000	0.000000e+000	7.466068e-008	-3.027708e-008	5.000000e-007
3.506549374999992e-008	-2.505779e-004	1.399973e+000	1.400000e+000	1.399749e+000	0.000000e+000	5.841596e-008	-1.403350e-008	5.000000e-007
3.516314999999992e-008	-2.454519e-004	1.399973e+000	1.400000e+000	1.399755e+000	0.000000e+000	4.570579e-008	-1.327862e-009	5.000000e-007
3.526080624999993e-008	-2.415180e-004	1.399973e+000	1.400000e+000	1.399758e+000	0.000000e+000	3.576110e-008	8.614734e-009	5.000000e-007
3.545611874999993e-008	-2.359152e-004	1.399973e+000	1.400000e+000	1.399764e+000	0.000000e+000	2.189224e-008	2.248998e-008	5.000000e-007
3.574908749999994e-008	-2.313852e-004	1.399973e+000	1.400000e+000	1.399769e+000	0.000000e+000	1.048599e-008	3.389505e-008	5.000000e-007
3.595835089285709e-008	-2.300472e-004	1.399973e+000	1.400000e+000	1.399770e+000	0.000000e+000	7.143919e-009	3.723766e-008	5.000000e-007
3.616761428571423e-008	-2.289621e-004	1.399973e+000	1.400000e+000	1.399771e+000	0.000000e+000	4.429126e-009	3.995268e-008	5.000000e-007
3.637687767857138e-008	-2.281301e-004	1.399973e+000	1.400000e+000	1.399772e+000	0.000000e+000	2.341615e-009	4.204013e-008	5.000000e-007
3.658614107142853e-008	-2.275511e-004	1.399973e+000	1.400000e+000	1.399772e+000	0.000000e+000	8.813852e-010	4.350000e-008	5.000000e-007
3.679540446428568e-008	-2.272251e-004	1.399973e+000	1.400000e+000	1.399773e+000	0.000000e+000	4.843730e-011	4.433229e-008	5.000000e-007
3.700466785714282e-008	-2.271521e-004	1.399973e+000	1.400000e+000	1.399773e+000	0.000000e+000	-1.572289e-010	4.453700e-008	5.000000e-007
3.721393124999997e-008	-2.273321e-004	1.399973e+000	1.400000e+000	1.399773e+000	0.000000e+000	2.643865e-010	4.411413e-008	5.000000e-007
3.990234375000001e-008	-2.272129e-004	1.399973e+000	1.400000e+000	1.399773e+000	-3.223539e-010	3.280965e-013	4.438334e-008	5.000000e-007
4.000000000000000e-008	-2.272129e-004	1.399973e+000	1.400000e+000	1.399773e+000	-1.862645e-009	2.597540e-013	4.438334e-008	5.000000e-007
4.000976562500000e-008	-4.738569e-004	1.399973e+000	1.400000e+000	1.399526e+000	-6.208817e-010	-1.890959e-005	-5.723850e-007	2.002637e-005
4.002929687500001e-008	-1.495481e-003	1.399973e+000	1.400000e+000	1.398504e+000	0.000000e+000	-5.540826e-005	-3.126445e-006	5.907910e-005
4.006835937500001e-008	-5.931258e-003	1.399973e+000	1.400000e+000	1.394069e+000	0.000000e+000	-1.224244e-004	-1.421573e-005	1.371846e-004
4.014648437500000e-008	-2.180171e-002	1.399973e+000	1.400000e+000	1.378198e+000	0.000000e+000	-2.389591e-004	-5.389194e-005	2.933955e-004
4.024414062500001e-008	-5.167758e-002	1.399973e+000	1.400000e+000	1.348322e+000	0.000000e+000	-3.595331e-004	-1.285816e-004	4.886592e-004
4.034179687500001e-008	-9.146571e-002	1.399973e+000	1.400000e+000	1.308534e+000	0.000000e+000	-4.553266e-004	-2.280516e-004	6.839228e-004
4.043945312500001e-008	-1.395909e-001	1.399973e+000	1.400000e+000	1.260409e+000	0.000000e+000	-5.302773e-004	-3.483642e-004	8.791865e-004
4.053710937500001e-008	-1.942393e-001	1.399973e+000	1.400000e+000	1.205761e+000	0.000000e+000	-5.889203e-004	-4.849846e-004	1.074450e-003
4.063476562500002e-008	-2.539914e-001	1.399973e+000	1.400000e+000	1.146009e+000	0.000000e+000	-6.348037e-004	-6.343643e-004	1.269714e-003
4.073242187500002e-008	-3.177369e-001	1.399973e+000	1.400000e+000	1.082263e+000	0.000000e+000	-6.707037e-004	-7.937272e-004	1.464978e-003
4.083007812500002e-008	-3.844632e-001	1.399973e+000	1.400000e+000	1.015537e+000	0.000000e+000	-6.991515e-004	-9.605422e-004	1.660241e-003
4.091734375000000e-008	-4.459926e-001	1.399973e+000	1.400000e+000	9.540074e-001	0.000000e+000	-7.198159e-004	-1.114365e-003	1.834729e-003
4.093734374999999e-008	-4.604400e-001	1.399973e+000	1.400000e+000	9.395600e-001	0.000000e+000	-7.236873e-004	-1.150483e-003	1.874719e-003
4.100000000000000e-008	-5.061194e-001	1.399973e+000	1.400000e+000	8.938805e-001	0.000000e+000	-7.347700e-004	-1.264681e-003	2.000000e-003
4.100050000000000e-008	-5.064862e-001	1.399973e+000	1.400000e+000	8.935138e-001	0.000000e+000	-7.338531e-004	-1.265598e-003	2.000000e-003
4.100150000000001e-008	-5.072186e-001	1.399973e+000	1.400000e+000	8.927814e-001	0.000000e+000	-7.320221e-004	-1.267429e-003	2.000000e-003
4.100300000000000e-008	-5.083139e-001	1.399973e+000	1.400000e+000	8.916861e-001	0.000000e+000	-7.292838e-004	-1.270167e-003	2.000000e-003
4.100500000000000e-008	-5.097702e-001	1.399973e+000	1.400000e+000	8.902298e-001	0.000000e+000	-7.256431e-004	-1.273808e-003	2.000000e-003
4.100520000000000e-008	-5.099142e-001	1.399973e+000	1.400000e+000	8.900858e-001	-3.178914e-007	-7.212842e-004	-1.274168e-003	1.996001e-003
4.100560000000000e-008	-5.101995e-001	1.399973e+000	1.400000e+000	8.898005e-001	-4.371007e-007	-7.125729e-004	-1.274881e-003	1.988003e-003
4.100640000000001e-008	-5.107574e-001	1.399973e+000	1.400000e+000	8.892426e-001	-2.980232e-007	-6.951822e-004	-1.276276e-003	1.972007e-003
4.100800000000001e-008	-5.118212e-001	1.399973e+000	1.400000e+000	8.881788e-001	-1.490116e-007	-6.605308e-004	-1.278935e-003	1.940015e-003
4.101120000000001e-008	-5.137424e-001	1.399973e+000	1.400000e+000	8.862576e-001	-7.450581e-008	-5.917437e-004	-1.283738e-003	1.876031e-003
4.101760000000002e-008	-5.167716e-001	1.399973e+000	1.400000e+000	8.832284e-001	-3.725290e-008	-4.562026e-004	-1.291311e-003	1.748063e-003
4.103040000000003e-008	-5.196716e-001	1.399973e+000	1.400000e+000	8.803284e-001	-1.862645e-008	-1.930166e-004	-1.298561e-003	1.492127e-003
4.105600000000006e-008	-5.137990e-001	1.399972e+000	1.400000e+000	8.862010e-001	-9.258295e-009	3.041739e-004	-1.283879e-003	9.802550e-004
4.110500000000000e-008	-4.823201e-001	1.399972e+000	1.400000e+000	9.176798e-001	-3.725290e-009	1.205232e-003	-1.205181e-003	5.000000e-007
4.110990000000000e-008	-4.765095e-001	1.399972e+000	1.400000e+000	9.234905e-001	-1.241763e-009	1.190705e-003	-1.190654e-003	5.000000e-007
4.113929999999996e-008	-4.432507e-001	1.399972e+000	1.400000e+000	9.567493e-001	0.000000e+000	1.107558e-003	-1.107507e-003	5.000000e-007
4.117849999999991e-008	-4.032367e-001	1.399972e+000	1.400000e+000	9.967633e-001	0.000000e+000	1.007523e-003	-1.007471e-003	5.000000e-007
4.125689999999983e-008	-3.336767e-001	1.399972e+000	1.400000e+000	1.066323e+000	0.000000e+000	8.336228e-004	-8.335707e-004	5.000000e-007
4.135455624999983e-008	-2.619773e-001	1.399972e+000	1.400000e+000	1.138023e+000	0.000000e+000	6.543743e-004	-6.543215e-004	5.000000e-007
4.145221249999983e-008	-2.050258e-001	1.399972e+000	1.400000e+000	1.194974e+000	0.000000e+000	5.119952e-004	-5.119417e-004	5.000000e-007
4.154986874999983e-008	-1.604657e-001	1.399972e+000	1.400000e+000	1.239534e+000	0.000000e+000	4.005950e-004	-4.005411e-004	5.000000e-007
4.164752499999984e-008	-1.256011e-001	1.399972e+000	1.400000e+000	1.274399e+000	0.000000e+000	3.134333e-004	-3.133790e-004	5.000000e-007
4.174518124999984e-008	-9.832227e-002	1.399972e+000	1.400000e+000	1.301678e+000	0.000000e+000	2.452363e-004	-2.451818e-004	5.000000e-007
4.184283749999984e-008	-7.697880e-002	1.399972e+000	1.400000e+000	1.323021e+000	0.000000e+000	1.918776e-004	-1.918229e-004	5.000000e-007
4.194049374999984e-008	-6.027925e-002	1.399972e+000	1.400000e+000	1.339721e+000	0.000000e+000	1.501288e-004	-1.500739e-004	5.000000e-007
4.203814999999985e-008	-4.721320e-002	1.399972e+000	1.400000e+000	1.352787e+000	0.000000e+000	1.174637e-004	-1.174087e-004	5.000000e-007
4.213580624999985e-008	-3.699005e-002	1.399972e+000	1.400000e+000	1.363010e+000	0.000000e+000	9.190584e-005	-9.185074e-005	5.000000e-007
4.223346249999985e-008	-2.899134e-002	1.399972e+000	1.400000e+000	1.371009e+000	0.000000e+000	7.190891e-005	-7.185373e-005	5.000000e-007
4.233111874999985e-008	-2.273285e-002	1.399972e+000	1.400000e+000	1.377267e+000	0.000000e+000	5.626293e-005	-5.620767e-005	5.000000e-007
4.242877499999985e-008	-1.783621e-002	1.399972e+000	1.400000e+000	1.382164e+000	0.000000e+000	4.402121e-005	-4.396590e-005	5.000000e-007
4.252643124999986e-008	-1.400495e-002	1.399972e+000	1.400000e+000	1.385995e+000	0.000000e+000	3.444305e-005	-3.438770e-005	5.000000e-007
4.262408749999986e-008	-1.100731e-002	1.399972e+000	1.400000e+000	1.388993e+000	0.000000e+000	2.694891e-005	-2.689354e-005	5.000000e-007
4.272174374999986e-008	-8.661866e-003	1.399972e+000	1.400000e+000	1.391338e+000	0.000000e+000	2.108535e-005	-2.102996e-005	5.000000e-007
4.281939999999986e-008	-6.826758e-003	1.399972e+000	1.400000e+000	1.393173e+000	0.000000e+000	1.649758e-005	-1.644218e-005	5.000000e-007
4.291705624999987e-008	-5.391002e-003	1.399972e+000	1.400000e+000	1.394609e+000	0.000000e+000	1.290803e-005	-1.285261e-005	5.000000e-007
4.301471249999987e-008	-4.267573e-003	1.399972e+000	1.400000e+000	1.395732e+000	0.000000e+000	1.009949e-005	-1.004406e-005	5.000000e-007
4.311236874999987e-008	-3.388524e-003	1.399972e+000	1.400000e+000	1.396611e+000	0.000000e+000	7.902040e-006	-7.846596e-006	5.000000e-007
4.321002499999987e-008	-2.700806e-003	1.399972e+000	1.400000e+000	1.397299e+000	0.000000e+000	6.182710e-006	-6.127257e-006	5.000000e-007
4.330768124999988e-008	-2.162695e-003	1.399972e+000	1.400000e+000	1.397837e+000	0.000000e+000	4.837471e-006	-4.782014e-006	5.000000e-007
4.340533749999988e-008	-1.741648e-003	1.399972e+000	1.400000e+000	1.398258e+000	0.000000e+000	3.784932e-006	-3.729470e-006	5.000000e-007
4.350299374999988e-008	-1.412272e-003	1.399972e+000	1.400000e+000	1.398588e+000	0.000000e+000	2.961404e-006	-2.905939e-006	5.000000e-007
4.360064999999988e-008	-1.154542e-003	1.399972e+000	1.400000e+000	1.398845e+000	0.000000e+000	2.317060e-006	-2.261593e-006	5.000000e-007
4.369830624999989e-008	-9.528399e-004	1.399972e+000	1.400000e+000	1.399047e+000	0.000000e+000	1.812913e-006	-1.757446e-006	5.000000e-007
4.379596249999989e-008	-7.951260e-004	1.399972e+000	1.400000e+000	1.399205e+000	0.000000e+000	1.418458e-006	-1.362992e-006	5.000000e-007
4.389361874999989e-008	-6.717443e-004	1.399972e+000	1.400000e+000	1.399328e+000	0.000000e+000	1.109829e-006	-1.054361e-006	5.000000e-007
4.399127499999989e-008	-5.750656e-004	1.399972e+000	1.400000e+000	1.399425e+000	0.000000e+000	8.683518e-007	-8.128791e-007	5.000000e-007
4.408893124999990e-008	-4.994869e-004	1.399972e+000	1.400000e+000	1.399500e+000	0.000000e+000	6.794153e-007	-6.239407e-007	5.000000e-007
4.418658749999990e-008	-4.403591e-004	1.399972e+000	1.400000e+000	1.399560e+000	0.000000e+000	5.315877e-007	-4.761150e-007	5.000000e-007
4.428424374999990e-008	-3.941059e-004	1.399972e+000	1.400000e+000	1.399606e+000	0.000000e+000	4.159245e-007	-3.604546e-007	5.000000e-007
4.438189999999990e-008	-3.578663e-004	1.399972e+000	1.400000e+000	1.399642e+000	0.000000e+000	3.254274e-007	-2.699562e-007	5.000000e-007
4.447955624999990e-008	-3.296137e-004	1.399972e+000	1.400000e+000	1.399670e+000	0.000000e+000	2.546207e-007	-1.991484e-007	5.000000e-007
4.457721249999991e-008	-3.074408e-004	1.399972e+000	1.400000e+000	1.399693e+000	0.000000e+000	1.992202e-007	-1.437475e-007	5.000000e-007
4.467486874999991e-008	-2.901554e-004	1.399972e+000	1.400000e+000	1.399710e+000	0.000000e+000	1.558738e-007	-1.003973e-007	5.000000e-007
4.477252499999991e-008	-2.765656e-004	1.399972e+000	1.400000e+000	1.399723e+000	0.000000e+000	1.219587e-007	-6.648042e-008	5.000000e-007
4.487018124999991e-008	-2.659559e-004	1.399972e+000	1.400000e+000	1.399734e+000	0.000000e+000	9.542283e-008	-3.994501e-008	5.000000e-007
4.496783749999992e-008	-2.576113e-004	1.399972e+000	1.400000e+000	1.399742e+000	0.000000e+000	7.466068e-008	-1.918306e-008	5.000000e-007
4.506549374999992e-008	-2.511740e-004	1.399972e+000	1.400000e+000	1.399749e+000	0.000000e+000	5.841597e-008	-2.941306e-009	5.000000e-007
4.516314999999992e-008	-2.460480e-004	1.399972e+000	1.400000e+000	1.399754e+000	0.000000e+000	4.570580e-008	9.767973e-009	5.000000e-007
4.526080624999992e-008	-2.421141e-004	1.399972e+000	1.400000e+000	1.399758e+000	0.000000e+000	3.576111e-008	1.971421e-008	5.000000e-007
4.545611874999993e-008	-2.365112e-004	1.399972e+000	1.400000e+000	1.399763e+000	0.000000e+000	2.189225e-008	3.358036e-008	5.000000e-007
4.574908749999994e-008	-2.319813e-004	1.399972e+000	1.400000e+000	1.399768e+000	0.000000e+000	1.048600e-008	4.499088e-008	5.000000e-007
4.595835089285709e-008	-2.305970e-004	1.399972e+000	1.400000e+000	1.399769e+000	0.000000e+000	7.143925e-009	4.833422e-008	5.000000e-007
4.616761428571423e-008	-2.294754e-004	1.399972e+000	1.400000e+000	1.399771e+000	0.000000e+000	4.429132e-009	5.104991e-008	5.000000e-007
4.637687767857138e-008	-2.286167e-004	1.399972e+000	1.400000e+000	1.399771e+000	0.000000e+000	2.341620e-009	5.313795e-008	5.000000e-007
4.658614107142853e-008	-2.280206e-004	1.399972e+000	1.400000e+000	1.399772e+000	0.000000e+000	8.813907e-010	5.459833e-008	5.000000e-007
4.679540446428568e-008	-2.276873e-004	1.399972e+000	1.400000e+000	1.399772e+000	0.000000e+000	4.844277e-011	5.543107e-008	5.000000e-007
4.700466785714282e-008	-2.276168e-004	1.399972e+000	1.400000e+000	1.399772e+000	0.000000e+000	-1.572235e-010	5.563616e-008	5.000000e-007
